stock_owner,sum_log_turnover,sum_volume_open_interest,rank_by_volume,sum_turnover_mktval,rank_by_mktval,appear_days,total_trade_days,sum_open_interest
US.CAR,251.55023124884383,22.29878883697928,4,0.0246722121764416,1,3,3,10857
US.VITL,14.767689919300075,0.14640231092436976,83,0.006764775666606717,2,1,3,30464
US.UPWK,14.425123400531376,0.8240628778718259,68,0.0016886978084541208,3,1,3,4962
US.CHTR,47.24017026083189,5.947,27,0.0014088451075367086,4,1,3,1290
US.KBR,28.631654209471378,2.984251968503937,40,0.0007998555023165542,5,1,3,2835
US.NOW,280.0681657765869,31.5200791916243,1,0.0007261385312445554,6,3,3,15416
US.LULU,44.01851010740056,5.642553191489362,29,0.0005881192208100378,7,1,3,582
US.FLR,15.027338132652789,0.7993244585734155,69,0.0005553910871209567,8,1,3,5033
US.KTOS,55.87989300707609,7.030263353667609,22,0.00048407107372620085,9,1,3,862
US.WHR,14.141352203836584,0.3208296557811121,80,0.0004752856211745938,10,1,3,6798
US.ABT,350.718487677417,28.414402442074852,2,0.0004656549377248225,11,2,3,23940
US.BSX,132.63795029599925,13.402936607811583,11,0.00045949182462918484,12,2,3,13577
US.AVAV,28.81981685702273,1.3443526170798898,56,0.00043159426241171604,13,1,3,1089
US.HOOD,144.75874137923844,10.329032919883419,14,0.00036194239289556013,14,2,3,8514
US.DHR,120.97998984127132,16.0,7,0.00030219947878406416,15,2,3,2733
US.ZTS,112.17722883072747,9.746874421410167,16,0.0002958747795041983,16,1,3,9522
US.CLX,14.964308544528006,0.6970784213223987,74,0.0002898162523903833,17,1,3,3902
US.ZS,29.8178402953439,4.0,33,0.00028887893917937924,18,1,3,144
US.CHWY,28.26185353575448,2.237458193979933,44,0.00028561879684461033,19,1,3,5583
US.INTU,47.27815732778583,6.0,25,0.00023587537221944827,20,2,3,191
US.TTD,27.95809407414093,1.1771496607479428,59,0.00021822488160584715,21,1,3,12575
US.NFLX,355.8333103624467,23.91107771106455,3,0.00020911375551862507,22,3,3,136537
US.SYK,75.36988937734705,8.684326710816777,18,0.00019361851576574283,23,2,3,674
US.MXL,14.268298722819853,1.0,62,0.00017592844427674102,24,1,3,0
US.INSM,42.07458698879113,1.1526653434774374,61,0.00017245954266707956,25,1,3,8122
US.DUOL,13.681701412484284,1.1764705882352942,60,0.00016525271568062244,26,1,3,374
US.PNR,14.508658238524095,0.9995002498750625,66,0.0001567352238771911,27,1,3,2001
US.SHOP,183.12533024754816,11.498879529663071,12,0.00014609756954463114,28,3,3,21796
US.FOUR,13.21500819008967,0.5178351783517835,75,0.00014215579678108814,29,1,3,813
US.CRM,88.34424620563681,10.437478120842961,13,0.00012200046912047232,30,2,3,1766
US.ACN,58.965428060588984,8.0,19,0.00011847037371456873,31,1,3,292
US.LEN,27.890092114930717,4.0,33,0.00010535759428298097,32,1,3,531
US.SNDK,16.906238007168536,1.0,62,9.50572576764129e-05,33,1,3,0
US.AXON,14.87575131948525,1.2769953051643192,57,9.28627572279776e-05,34,1,3,213
US.MCD,101.11249094742772,10.246640439108804,15,9.153696502805695e-05,35,2,3,2817
US.FN,14.494456881972123,0.3551532033426184,78,8.789439649280629e-05,36,1,3,718
US.UAL,14.85442910391353,2.0,46,8.733599413060092e-05,37,1,3,696
US.BX,57.47530446714302,6.226823096388314,24,7.732099110879219e-05,38,1,3,1144
US.META,171.84020920152784,19.134833235652348,6,7.515328099170255e-05,39,3,3,7318
US.PLTR,208.46976367566901,14.144853719136233,8,6.755857341576408e-05,40,3,3,34929
US.TMO,31.033873727590418,4.0,33,6.418727762971016e-05,41,1,3,236
US.MARA,12.64619035653776,0.719892952720785,73,6.296297487538101e-05,42,1,3,1121
US.HD,59.32687707238577,6.3164556962025316,23,5.742679230307708e-05,43,1,3,1192
US.UPS,55.407590002704154,5.133399483655769,30,5.425691447830508e-05,44,2,3,2076
US.CMG,27.62253566519429,4.0,33,5.307569284980737e-05,45,1,3,533
US.RRX,13.433845957321935,0.7804232804232805,71,4.969987441140355e-05,46,1,3,378
US.QCOM,125.02520760086631,14.0,9,4.653104958135069e-05,47,2,3,60
US.NKE,28.189802829292464,4.0,33,4.345773814382373e-05,48,1,3,856
US.SCHW,30.042113458475065,2.4608378870673953,42,4.2933120947682917e-05,49,1,3,6820
US.DG,26.413033184087308,4.0,33,4.2423399736253454e-05,50,1,3,205
