stock_owner,sum_log_turnover,sum_volume_open_interest,rank_by_volume,sum_turnover_mktval,rank_by_mktval,appear_days,total_trade_days,sum_open_interest
US.AAL,56.23010294517912,4.735841824583888,37,0.000708916215069594,1,2,3,146310
US.FBIN,14.752988056810384,0.9797383002870685,89,0.000563598327476511,2,1,3,89874
US.CVNA,142.96243181603816,14.011722947009403,15,0.0004770167598460621,3,3,3,18064
US.LITE,207.941747645728,18.34972274661986,9,0.0004495752195225584,4,3,3,8518
US.SNDK,824.8805908192919,83.35091488461453,4,0.00044956863592771274,5,3,3,52827
US.MU,2507.5228076701765,206.42362072852455,1,0.0003940217746713151,6,3,3,272125
US.RKLB,178.46745820492913,20.6354609018278,7,0.0003747838318178572,7,1,3,31850
US.RCL,47.36263498071323,3.432926019625756,46,0.0003297718291318277,8,2,3,17504
US.INTC,1593.7742294167474,135.42943951536972,3,0.000312643399468563,9,3,3,588207
US.AGX,27.72800678933648,1.9014288348082595,77,0.0002427415684489043,10,1,3,2636
US.WHR,13.444775807976823,2.0,57,0.00023682910576550966,11,1,3,5784
US.AMD,1536.4618368723472,161.94900966394422,2,0.00021429896821808806,12,3,3,101577
US.COIN,175.71250658689118,12.319065770495223,20,0.00020984649967589758,13,3,3,37157
US.CRWV,174.83783253722453,12.751971812169185,17,0.00019286055150645592,14,1,3,89009
US.CCL,57.223808083768716,5.722406007624931,30,0.00018581713638216236,15,2,3,42340
US.MRVL,198.00309670662745,15.353690539500205,13,0.00016792983505730335,16,2,3,61695
US.EA,57.473948393538,4.81997630202183,35,0.00014807945374411912,17,2,3,18292
US.COHR,136.02237165511485,17.9690242240191,10,0.00013941580291216662,18,3,3,3127
US.AKAM,27.50726795273134,3.8445273631840795,42,0.00011926816840408122,19,2,3,1316
US.ELF,12.875595455226332,2.0,57,0.00010870027152413004,20,1,3,73
US.CHDN,13.38267785017581,0.9248997448049581,92,0.00010474939663340365,21,1,3,8229
US.LYFT,13.235027556261532,1.8309713100587626,78,0.00010205694601440269,22,1,3,2893
US.MP,26.56309980631486,0.9991672886323735,87,9.64816962434794e-05,23,2,3,4706
US.CELH,13.53805468590092,2.0,57,8.992295292381009e-05,24,1,3,2497
US.VST,67.43901665367844,4.807819030232891,36,7.955072250633432e-05,25,3,3,9142
US.MSTR,106.33938887288507,5.250444707228551,33,7.9481825795818e-05,26,2,3,26528
US.FSLR,14.379454679420402,2.0,57,7.62304633369132e-05,27,1,3,172
US.ARM,271.2192573537331,26.96866505753662,6,7.388301723771402e-05,28,3,3,15363
US.SOLS,13.655229123406691,2.0,57,6.541616194124825e-05,29,1,3,99
US.CRCL,51.650594900403064,2.520171761264917,52,5.8553490545563933e-05,30,1,3,9376
US.DPZ,13.32694532303638,2.0,57,5.701957950588315e-05,31,1,3,27
US.WBD,41.68787153848547,0.9445473324110147,91,5.5617454277222054e-05,32,2,3,291827
US.OKTA,13.538906892719494,2.0,57,5.154814785767169e-05,33,1,3,1
US.MCHP,28.018202084831316,2.373729863692689,54,5.033807720810462e-05,34,2,3,4247
US.FTNT,14.871395913868827,0.7544902762294067,98,4.365080362954312e-05,35,1,3,16146
US.CRM,41.463137762115416,3.022642716535433,49,4.0341959225611083e-05,36,2,3,4176
US.VRT,81.34734679820747,9.376200286322847,25,3.820733869294852e-05,37,3,3,4773
US.DDOG,40.616586376754796,5.0,34,3.819096505879139e-05,38,3,3,637
US.WDC,93.87811369703599,12.921717171717173,16,3.739750812030313e-05,39,3,3,1343
US.MELI,28.488584814675068,4.0,41,3.726054692518026e-05,40,1,3,88
US.TSLA,878.3544604474291,20.24329006506828,8,3.594608064693612e-05,41,3,3,361424
US.DELL,106.74463427289135,15.8656330749354,12,3.487000930435752e-05,42,3,3,1146
US.QCOM,147.11319186540237,15.185066019776079,14,3.385540783780706e-05,43,2,3,10845
US.STX,81.06388699842887,11.057761732851986,21,3.2226852514371474e-05,44,2,3,472
US.ORCL,271.44798375548856,9.968524103710218,24,3.2136713470109685e-05,45,3,3,116265
US.PLTR,175.59771522851298,3.1768609257321136,47,3.111879448082887e-05,46,2,3,174373
US.TER,27.288551574340776,2.3907563025210083,53,3.091268724328451e-05,47,1,3,238
US.TTD,12.676566779458817,0.31831237001089435,105,2.9507190839029262e-05,48,1,3,10097
US.BURL,13.197112715267657,1.0,86,2.796992744676725e-05,49,1,3,0
US.FLEX,14.169259124233584,2.0,57,2.724958872268242e-05,50,1,3,23
