code,name,last_price,volume,turnover,option_type,strike_time,option_strike_price,option_open_interest,option_implied_volatility,option_delta,option_gamma,option_theta,option_vega,option_expiry_date_distance,option_contract_size,stock_owner,open_price,high_price,low_price,prev_close_price,atm_degree_pct,market_val,anomaly_reason,scan_symbol,scan_timestamp,trade_date,directional_moneyness,intraday_range,cf_log_turnover,cf_churn,cf_notional_churn,cf_delta_flow,cf_vega_flow,cf_gamma_flow,cf_iv_level,cf_volume_oi_ratio,cf_turnover_per_contract,cf_intraday_range,cf_theta_vega_ratio,cf_dte_weight,cf_market_val_log,cf_turnover_over_market_val,cf_volume_over_open_interest,moneyness_bucket,dte_bucket
US.AAPL260515C220000,AAPL 260515 220.00C,293.257,6313,46105660.0,CALL,2026-05-15,220.0,2935,79.687,0.996179523,0.000351528,-0.04296064,0.004617767,7,100.0,US.AAPL,73.25,74.51,72.38,67.5639,0.2498047787435594,4307169958492.0,"成交额 $46,105,660 ≥ 阈值 $300,000 | 成交量 6,313 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.2498047787435594,0.03152571121560493,17.646446298692428,2.150936967632027,0.5356705250871028,45929514.38640018,212905.19526122,16207.43044848,79.687,2.150936967632027,7303.28845239981,0.03152571121560493,9.303336439452229,0.125,29.09130218221406,1.0704397654217998e-05,2.0,DEEP_ITM,0-7d
US.AAPL260515C110000,AAPL 260515 110.00C,293.257,1195,21850750.0,CALL,2026-05-15,110.0,349,0.0,0.0,0.0,0.0,0.0,7,100.0,US.AAPL,183.5,183.5,182.15,177.5125,0.6249023893717797,4307169958492.0,"成交额 $21,850,750 ≥ 阈值 $300,000 | 成交量 1,195 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.6249023893717797,0.007605098232518805,16.899745849624598,3.4240687679083095,2.1349737211343016,0.0,0.0,0.0,0.0,3.4240687679083095,18285.146443514644,0.007605098232518805,0.0,0.125,29.09130218221406,5.07311069926998e-06,2.0,DEEP_ITM,0-7d
US.AAPL260515C210000,AAPL 260515 210.00C,293.257,2105,17423964.0,CALL,2026-05-15,210.0,849,92.926,0.996164677,0.000302496,-0.045593945,0.004632958,7,100.0,US.AAPL,82.96,83.25,82.3,77.5529,0.2839045615279431,4307169958492.0,"成交额 $17,423,964 ≥ 阈值 $300,000 | 成交量 2,105 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.2839045615279431,0.012249703105880024,16.673357115429262,2.4793875147232036,0.6998273117113318,17357137.47011963,80724.49340551201,5270.6794141440005,92.926,2.4793875147232036,8277.41757719715,0.012249703105880024,9.84121699354926,0.125,29.09130218221406,4.045339322087112e-06,2.0,DEEP_ITM,0-7d
US.AAPL260618C300000,AAPL 260618 300.00C,293.257,25908,16962343.0,CALL,2026-06-18,300.0,101842,22.983,0.419388212,0.017300393,-0.11988198,0.384013807,41,100.0,US.AAPL,5.45,7.45,5.2,4.425,-0.0229934835315098,4307169958492.0,"成交额 $16,962,343 ≥ 阈值 $300,000 | 成交量 25,908 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,-0.0229934835315098,0.5084745762711864,16.646506386325417,0.2543940613892107,0.005679505624538115,7113806.702100716,6513773.911069801,293455.20010079903,22.983,0.2543940613892107,654.714489732901,0.5084745762711864,0.31218143153899675,0.023809523809523808,29.09130218221406,3.938164308226823e-06,0.2543940613892107,ATM,31-90d
US.AAPL260515C155000,AAPL 260515 155.00C,293.257,1204,16585311.0,CALL,2026-05-15,155.0,484,0.0,0.0,0.0,0.0,0.0,7,100.0,US.AAPL,137.6,138.4,137.0,132.526,0.4714533668420532,4307169958492.0,"成交额 $16,585,311 ≥ 阈值 $300,000 | 成交量 1,204 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.4714533668420532,0.010563964806905857,16.624028042366024,2.487603305785124,1.1685031043624978,0.0,0.0,0.0,0.0,2.487603305785124,13775.175249169435,0.010563964806905857,0.0,0.125,29.09130218221406,3.8506284079411504e-06,2.0,DEEP_ITM,0-7d
US.AAPL260717C295000,AAPL 260717 295.00C,293.257,13765,16512741.0,CALL,2026-07-17,295.0,52201,22.943,0.524265553,0.013515396,-0.098287835,0.511364208,70,100.0,US.AAPL,10.48,12.95,10.2,9.025,-0.005943592139318,4307169958492.0,"成交额 $16,512,741 ≥ 阈值 $300,000 | 成交量 13,765 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,-0.005943592139318,0.3047091412742382,16.619642883269293,0.26369226643167754,0.010786783419374845,8657061.291910773,8444024.723374128,223176.233660436,22.943,0.26369226643167754,1199.6179440610244,0.3047091412742382,0.19220710691585985,0.014084507042253521,29.09130218221406,3.833779757737106e-06,0.26369226643167754,ATM,31-90d
US.AAPL260515C215000,AAPL 260515 215.00C,293.257,2107,16372248.0,CALL,2026-05-15,215.0,893,0.0,0.0,0.0,0.0,0.0,7,100.0,US.AAPL,79.13,79.13,77.31,72.5584,0.2668546701357512,4307169958492.0,"成交额 $16,372,248 ≥ 阈值 $300,000 | 成交量 2,107 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.2668546701357512,0.025083243290921424,16.61109832537201,2.3594624860022395,0.6251848829698319,0.0,0.0,0.0,0.0,2.3594624860022395,7770.40721404841,0.025083243290921424,0.0,0.125,29.09130218221406,3.8011613560130216e-06,2.0,DEEP_ITM,0-7d
US.AAPL260515C165000,AAPL 260515 165.00C,293.257,1201,15330340.0,CALL,2026-05-15,165.0,446,186.542,0.990846071,0.000325837,-0.130807741,0.010013418,7,100.0,US.AAPL,128.4,128.4,127.25,122.529,0.4373535840576695,4307169958492.0,"成交额 $15,330,340 ≥ 阈值 $300,000 | 成交量 1,201 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.4373535840576695,0.009385533220706982,16.545344494566685,2.692825112107623,1.1721104574232022,15190007.15609414,153509.10250212,4995.19199458,186.542,2.692825112107623,12764.646128226477,0.009385533220706982,13.063245836736268,0.125,29.09130218221406,3.559260523206139e-06,2.0,DEEP_ITM,0-7d
US.AAPL260515C200000,AAPL 260515 200.00C,293.257,1629,15125878.0,CALL,2026-05-15,200.0,611,0.0,0.0,0.0,0.0,0.0,7,100.0,US.AAPL,93.02,94.0,92.2,87.5428,0.3180043443123267,4307169958492.0,"成交额 $15,125,878 ≥ 阈值 $300,000 | 成交量 1,629 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.3180043443123267,0.02056137112361036,16.531917675895006,2.6661211129296234,0.844172101838114,0.0,0.0,0.0,0.0,2.6661211129296234,9285.376304481277,0.02056137112361036,0.0,0.125,29.09130218221406,3.5117903741360094e-06,2.0,DEEP_ITM,0-7d
US.AAPL260515C185000,AAPL 260515 185.00C,293.257,1155,12420557.0,CALL,2026-05-15,185.0,443,0.0,0.0,0.0,0.0,0.0,7,100.0,US.AAPL,105.51,108.05,105.51,102.5351,0.3691540184889022,4307169958492.0,"成交额 $12,420,557 ≥ 阈值 $300,000 | 成交量 1,155 手",US.AAPL,2026-05-09 04:16:03,2026-05-09,0.3691540184889022,0.024772004903686563,16.334863560996627,2.6072234762979685,0.956068387722474,0.0,0.0,0.0,0.0,2.6072234762979685,10753.729004329005,0.024772004903686563,0.0,0.125,29.09130218221406,2.8836932648807315e-06,2.0,DEEP_ITM,0-7d
