stock_owner,trade_date,deep_turnover,deep_volume,deep_contracts,deep_oi_sum,deep_avg_churn,deep_max_churn,deep_avg_notional_churn,deep_avg_iv,deep_avg_delta,day_total_turnover,deep_turnover_share,is_churning
US.FLR,2026-05-09,3359618.0,4023,1,5033,0.7993244585734155,0.7993244585734155,0.15412560178325246,79.661,-0.95659327,3359618.0,1.0,False
US.GLD,2026-05-09,4431392.0,865,3,4636,5.363191121264283,15.681818181818182,0.7927340541244353,8.172666666666666,-0.26968611000000003,13908325.0,0.3186143550715129,False
US.HOOD,2026-05-09,2998700.0,470,1,3762,0.12493354598617756,0.12493354598617756,0.1034795021416775,256.988,-0.935474215,6956342.0,0.4310742628812672,False
US.INTC,2026-05-09,3349464.0,1723,5,243,92.12108585858586,300.0,153004.74975402572,102.5386,-0.6312393126,180979132.0,0.018507459744032808,True
US.KBR,2026-05-09,3300000.0,4000,2,2835,1.7374559967052687,2.4906600249066004,0.4462911180045728,50.2355,-0.7973653195,3300000.0,1.0,False
US.MARA,2026-05-09,310577.0,807,1,1121,0.719892952720785,0.719892952720785,0.2141062779285993,95.548,-0.692252233,310577.0,1.0,False
US.MCD,2026-05-09,4020325.0,1090,4,1036,1.061660109777201,1.1393034825870647,0.14243044906167332,58.656,-0.9408252015,4391939.0,0.9153872583385152,False
US.META,2026-05-09,13607090.0,1200,3,861,1.858346667784054,2.255639097744361,0.329283990067138,0.0,0.0,46146767.0,0.2948655102967452,False
US.MNST,2026-05-09,546320.0,399,1,0,399.0,399.0,546320.0,30.37,-0.938629176,546320.0,1.0,True
US.MRK,2026-05-09,379479.0,437,1,1,437.0,437.0,34.070659005207396,25.651,-0.848461067,717878.0,0.5286121040065304,False
US.MSFT,2026-05-09,16220585.0,2261,5,2051,1.713804827131884,2.095808383233533,0.3230252273115042,0.0,0.0,39395879.0,0.41173303938719075,False
US.MU,2026-05-09,32515086.0,1288,3,212,41.28333333333334,100.0,22.285562726990037,88.49466666666667,-0.643255622,332021750.0,0.09793059039053917,True
US.MXL,2026-05-09,1572690.0,553,1,0,553.0,553.0,1572690.0,185.94,-0.786578585,2007857.0,0.7832679319294152,True
US.NFLX,2026-05-09,10949315.0,6933,8,51571,0.25216499478808896,0.8446866485013624,0.048467995664692703,17.487375,-0.42119851937499997,15746871.0,0.6953327426128022,False
US.NOW,2026-05-09,1884587.0,536,2,1159,0.46256327794651897,0.5734024179620034,0.1783894436928023,159.17000000000002,-0.901736322,4017471.0,0.4690978478749442,False
US.NVDA,2026-05-09,421888.0,216,1,47,4.595744680851064,4.595744680851064,0.41708324275182324,41.176,-0.938342037,128052908.0,0.0032946381818990005,False
US.PLTR,2026-05-09,1049952.0,491,2,12042,0.1474887369187752,0.2760975609756098,0.02724277082194338,50.417500000000004,-0.7040586415,26134322.0,0.04017521479990948,False
US.QCOM,2026-05-09,3551831.0,646,3,12,114.66666666666667,202.0,368494.07671580935,84.623,-0.7878524783333333,26228200.0,0.13542031096300927,True
US.QQQ,2026-05-09,3625342.0,434,2,200,117.0025,233.0,1040681.0542714733,19.791,-0.839203369,585680569.0,0.006189964618751079,True
US.SHOP,2026-05-09,2746841.0,1711,3,2234,1.2074935580819581,2.3433734939759034,0.1469817744692775,63.23466666666667,-0.8131034223333332,6256463.0,0.43904055694087857,False
US.SNDK,2026-05-09,21993070.0,551,1,0,551.0,551.0,21993070.0,118.973,-0.898573569,93541664.0,0.23511523164693757,True
US.SYK,2026-05-09,3791077.0,404,2,301,1.3421633554083885,1.3509933774834437,0.441643659412683,17.9555,-0.487575123,3791077.0,1.0,False
US.TSLA,2026-05-09,13468543.0,1636,5,989,59.05692556507163,280.0,975179.8507647247,53.176199999999994,-0.862844679,362957644.0,0.03710775409375316,True
US.TTD,2026-05-09,2367762.0,7075,2,12575,0.5885748303739714,0.7130801687763713,0.08346819894775989,70.9565,-0.6777213535,2687918.0,0.8808907116958181,False
US.UBER,2026-05-09,691300.0,310,1,620,0.5,0.5,0.14777998674618953,45.473,-0.96513099,691300.0,1.0,False
US.UPS,2026-05-09,452225.0,311,1,663,0.46907993966817496,0.46907993966817496,0.06768098724369226,70.649,-0.906076319,452225.0,1.0,False
US.UPWK,2026-05-09,1839718.0,4089,1,4962,0.8240628778718259,0.8240628778718259,0.4203643838295764,223.14,-0.850755117,1839718.0,1.0,False
US.USO,2026-05-09,2541019.0,1192,4,795,74.67119309262166,167.5,16.25734494065956,75.14375,-0.66342023075,9685203.0,0.2623609438026234,True
US.VITL,2026-05-09,2591350.0,4460,1,30464,0.14640231092436976,0.14640231092436976,0.09514843059707104,252.293,-0.918404997,2591350.0,1.0,False
US.WHR,2026-05-09,1385195.0,2181,1,6798,0.3208296557811121,0.3208296557811121,0.045321414137924176,51.481,-0.938292576,2075421.0,0.6674284398201618,False
