stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts,uf_pcr_turnover,uf_pcr_volume
US.AAL,2026-05-09,6052292.0,2928229.0,107361,45784,160871,26811.833333333332,51.66466666666667,0.013661034833333327,8829491578.95,80.92399056727201,13.487331761212003,1.267854751347022,5.6328740157480315,0.06579120660672537,0.26986096980152763,1911218.9530610982,107584.356337097,675362.9922532181,51.66466666666667,1.267854751347022,5.6328740157480315,77.9893169814593,192.30696744717304,0.15828886605070405,0.20560747663551399,0.4951876218820274,0.018947015425888666,22.901363271189954,6,5.16250846387643,11.219553835647622
US.AAPL,2026-05-09,539319627.0,46105660.0,612116,48673,1518868,7445.431372549019,22.974318627450984,0.2958666970392157,4307169958492.0,2878.048975191972,14.108083211725354,6.6474521633446555,354.0,31075.56182074978,6339375.0,260359169.80946457,99942268.32709052,6623318.3329951875,22.974318627450984,6.6474521633446555,354.0,2251.530404286582,18375.0,0.418886894879615,3.761904761904762,1.0988595463984898,0.07403342549322281,29.09130218221406,204,0.07739123631359142,0.21605524453574168
US.ABNB,2026-05-09,505293.0,505293.0,3383,3383,2946,2946.0,37.81,0.140063134,83975011555.27,13.132895717075325,13.132895717075325,1.148336727766463,1.148336727766463,0.012122293443981922,0.012122293443981922,70772.92116826201,21959.338496832002,15239.44992159,37.81,1.148336727766463,1.148336727766463,149.3624002364765,149.3624002364765,0.7152328524932695,0.7152328524932695,2.729746459528953,0.125,25.153785110060358,1,0.0,0.0
US.ABT,2026-05-09,44268557.0,7229181.0,16602,2786,11487,957.25,31.585916666666666,-0.46919786816666664,146869685145.28,176.7435882332438,14.728632352770317,1.4569579860293775,2.3189189189189188,0.44097658256469,0.8822852954993461,26725485.100184526,573038.57066759,294102.272577598,31.585916666666666,1.4569579860293775,2.3189189189189188,2475.970059597909,4090.0,0.10231472215377481,0.3027661092177221,0.9961446613452778,0.08283730158730158,25.712811534952003,12,0.0,0.0
US.ACLS,2026-05-09,772855.0,772855.0,239,239,12,12.0,69.791,0.606449823,5010547227.91,13.557848023023189,13.557848023023189,19.916666666666668,19.916666666666668,3.9504743503240713,3.9504743503240713,468697.77795466507,354655.39076154,3570.471853185,69.791,19.916666666666668,19.916666666666668,3233.702928870293,3233.702928870293,0.1201240967046271,0.1201240967046271,0.19306164230906186,0.00510204081632653,22.33481097340566,1,0.0,0.0
US.ADBE,2026-05-09,9993703.0,1827292.0,17377,4891,24043,1602.8666666666666,44.355266666666665,0.08355418980000001,102278768000.0,198.41064494073436,13.22737632938229,32.20432703786219,454.0,2.4495321847061335,36.10678153651597,3842083.276586895,2901238.864985703,115859.352870865,44.355266666666665,32.20432703786219,454.0,958.0228393980732,2728.0,0.325638633079072,1.0382165605095541,1.1861057163783453,0.050201881646056275,25.350967941940965,15,0.557710655297566,0.4995685191577494
US.ADI,2026-05-09,69604704.0,43630660.0,9156,2962,3722,930.5,32.67375,0.075793179,203346795473.64,60.96288248947261,15.240720622368153,23.567596458276157,60.60606060606061,0.9976033125452446,3.162205159708281,20337781.768261176,17454747.125743542,78431.599927056,32.67375,23.567596458276157,60.60606060606061,5971.955965186255,14730.135043889264,0.03831579374608992,0.13902543172361748,1.6266809684063444,0.070318052594172,26.038178710506383,4,0.01576732094589566,0.5460992907801419
US.ADM,2026-05-09,365994.0,365994.0,1167,1167,3059,3059.0,30.086,0.369413367,37428743886.82,12.810374951088003,12.810374951088003,0.381497221314155,0.381497221314155,0.015406255732715434,0.015406255732715434,135203.075841798,64729.154606922,9794.42399304,30.086,0.381497221314155,0.381497221314155,313.61953727506426,313.61953727506426,0.09586776859504134,0.09586776859504134,0.12768474989948603,0.007462686567164179,24.345704799331426,1,0.0,0.0
US.AGX,2026-05-09,2305255.0,1628766.0,2504,1252,2636,1318.0,81.615,-0.0818114675,9496745920.9,27.72800678933648,13.86400339466824,0.9507144174041298,0.978125,0.013019721361797984,0.018705692492576368,217492.497765876,1132996.038550582,1626.46277999,81.615,0.9507144174041298,0.978125,920.6289936102237,1300.9313099041533,0.5904410850718442,0.8378902804727464,0.5739374037653109,0.014285714285714285,22.97421504233771,2,0.0,0.0
US.AKAM,2026-05-09,37159362.0,13547635.0,25690,5493,26978,1172.9565217391305,56.13769565217391,0.4251235130869565,21565660000.0,314.1894181835077,13.660409486239466,240.58400676053643,2049.0,196813.74310463222,1641180.0,28504527.86632089,1922412.14298764,277122.618367776,56.13769565217391,240.58400676053643,2049.0,1337.0122941491184,3436.0560747663553,2.7691037542515424,5.4134499116361265,2.64271719882752,0.06919414465763932,23.79436807177149,23,0.10554924739692384,0.14702861990445149
