stock_owner,max_score,avg_score,signal_days,total_turnover,max_daily_turnover
US.SATS,69.99,49.449999999999996,2,16055789.0,9381827.0
US.SMCI,69.87,63.400000000000006,2,34869630.0,20261635.0
US.AMZN,69.65,69.21000000000001,2,237784067.0,158547087.0
US.ADBE,69.6,68.57,2,11736098.0,6415635.0
US.SPGI,69.55,69.55,1,1641850.0,1641850.0
US.ARM,69.36,68.68,2,72250812.0,52622916.0
US.WMT,69.29,58.505,2,118279072.0,115466554.0
US.PLTR,69.23,63.64,2,128942015.0,77840269.0
US.PANW,69.2,67.625,2,47516507.0,25704570.0
US.IBM,67.53,44.61,2,26197289.0,25340646.0
US.TPR,66.24,66.24,1,1436999.0,1436999.0
US.BA,65.63,62.019999999999996,2,36534231.0,19432812.0
US.APH,65.3,65.3,1,10878309.0,10878309.0
US.DVN,64.96,57.834999999999994,2,11608824.0,8409397.0
US.JBL,64.87,64.87,1,5370708.0,5370708.0
US.XYZ,64.41,53.29,2,5982962.0,4060883.0
US.ASML,64.38,47.334999999999994,2,15814508.0,14468236.0
US.PFE,64.24,40.41,2,36650283.0,36192769.0
US.C,63.98,49.92,2,12269086.0,6750855.0
US.CRCL,63.72,63.72,1,18211768.0,18211768.0
US.FLEX,63.55,58.019999999999996,2,19928576.0,18096981.0
US.AEP,63.36,63.36,1,27431308.0,27431308.0
US.FSLR,62.77,38.18,2,3362613.0,2956339.0
US.WDAY,61.78,61.78,1,1998629.0,1998629.0
US.NFLX,61.76,60.849999999999994,2,22892629.0,14230809.0
US.FICO,61.48,61.48,1,20503695.0,20503695.0
US.DINO,61.0,61.0,1,65339057.0,65339057.0
US.RCL,60.97,60.97,1,6304543.0,6304543.0
US.GME,60.9,44.835,2,4098414.0,2382598.0
US.VST,60.81,54.125,2,17342137.0,12063595.0
US.EXPE,60.53,60.53,1,10009163.0,10009163.0
US.HOOD,60.43,56.510000000000005,2,22299560.0,14058292.0
US.GDX,60.28,60.28,1,7480449.0,7480449.0
US.PENG,59.82,59.82,1,2906866.0,2906866.0
US.CVX,59.11,37.61,2,2275328.0,1665498.0
US.VRT,59.09,41.175000000000004,2,3170485.0,2616885.0
US.HIMS,58.89,58.89,1,7748854.0,7748854.0
US.BIIB,58.88,58.88,1,3314297.0,3314297.0
US.ALB,58.36,45.04,2,5918501.0,3565625.0
US.LVS,58.06,58.06,1,337443.0,337443.0
US.TTD,58.04,52.114999999999995,2,6014957.0,4188723.0
US.DE,58.03,58.03,1,1599042.0,1599042.0
US.TER,58.02,58.02,1,1501469.0,1501469.0
US.MP,57.95,45.225,2,8946029.0,6797909.0
US.MCD,57.78,56.415,2,8387306.0,5686257.0
US.DHI,57.57,57.57,1,1066813.0,1066813.0
US.DVA,57.39,48.855000000000004,2,6341717.0,4256596.0
US.ZS,56.96,43.525,2,5700785.0,4755185.0
US.ON,56.82,49.465,2,4670137.0,2363949.0
US.INTU,56.55,48.485,2,3900692.0,1961662.0
US.HD,56.45,56.45,1,4568986.0,4568986.0
US.BAC,56.38,56.38,1,8072886.0,8072886.0
US.ZTS,56.3,45.245,2,1549823.0,1222131.0
US.PPG,56.06,56.06,1,960375.0,960375.0
US.MKSI,56.0,56.0,1,1662160.0,1662160.0
US.JD,55.33,39.144999999999996,2,2201011.0,1362197.0
US.PLNT,55.32,55.32,1,1006450.0,1006450.0
US.AMKR,54.8,44.175,2,2443176.0,1508821.0
US.DIS,54.49,45.35,2,6429399.0,3800240.0
US.BABA,54.39,51.035,2,39626650.0,23403621.0
US.JPM,54.18,49.754999999999995,2,10857747.0,5555909.0
US.OKTA,53.89,34.455,2,5125378.0,4793657.0
US.CRM,53.71,46.285,2,7263032.0,4364148.0
US.ROIV,53.58,53.58,1,7762930.0,7762930.0
US.HWM,52.37,52.37,1,5409772.0,5409772.0
US.GWW,52.23,51.2,2,7013189.0,5121189.0
US.DUOL,51.34,51.34,1,2414040.0,2414040.0
US.KO,51.29,51.29,1,2636250.0,2636250.0
US.VSH,51.04,51.04,1,1012845.0,1012845.0
US.ETN,50.87,50.87,1,35634490.0,35634490.0
US.TTWO,50.37,50.37,1,1171463.0,1171463.0
US.CNS,50.27,50.27,1,358000.0,358000.0
US.ACLS,50.25,50.25,1,772855.0,772855.0
US.BLK,50.13,50.13,1,1941894.0,1941894.0
US.BSX,49.91,49.91,1,5534589.0,5534589.0
US.CGNX,49.09,49.09,1,7263546.0,7263546.0
US.TDG,48.99,33.065,2,2095951.0,1668251.0
US.EOG,48.83,48.83,1,673036.0,673036.0
US.PTC,48.76,48.76,1,918220.0,918220.0
US.MARA,48.5,48.5,1,5759227.0,5759227.0
US.BWXT,48.29,48.29,1,1699764.0,1699764.0
US.CLX,48.12,37.37,2,4659032.0,2853840.0
US.CEG,48.05,38.815,2,3338665.0,2143628.0
US.TXN,48.01,43.26,2,3861544.0,2510196.0
US.INSM,47.69,47.33,2,1235747.0,654508.0
US.LLY,47.18,39.815,2,16604230.0,15174530.0
US.BIDU,47.08,41.86,2,8296193.0,7431197.0
US.CBOE,46.53,46.53,1,695164.0,695164.0
US.CVS,45.86,40.07,2,3590126.0,3071787.0
US.RDNT,45.71,45.71,1,690422.0,690422.0
US.SNPS,45.49,40.135000000000005,2,1862872.0,1430010.0
US.KLAC,45.26,45.26,1,5311613.0,5311613.0
US.NKE,45.25,29.71,2,1477364.0,974306.0
US.ANET,45.24,31.625,2,2454756.0,2150439.0
US.MPC,45.15,45.15,1,2493690.0,2493690.0
US.SEZL,45.02,45.02,1,1677258.0,1677258.0
US.WHR,44.53,44.53,1,1244678.0,1244678.0
US.SHOP,44.4,43.665,2,4637169.0,3689823.0
US.WMS,44.17,44.17,1,773965.0,773965.0
US.WSC,43.61,43.61,1,1157843.0,1157843.0
US.CELH,43.6,39.855000000000004,2,5106370.0,3055251.0
US.UBER,42.83,40.55,2,7164155.0,3946024.0
US.MCK,42.71,41.379999999999995,2,2152955.0,1264605.0
US.HUM,42.24,42.24,1,1140279.0,1140279.0
US.ONTO,42.14,42.14,1,847382.0,847382.0
US.CYTK,42.1,42.1,1,6164094.0,6164094.0
US.STX,41.99,40.38,2,4028320.0,2431983.0
US.BRK.B,41.5,38.71,2,2882671.0,1562306.0
US.SYNA,41.14,41.14,1,578605.0,578605.0
US.RVTY,40.96,40.96,1,2170380.0,2170380.0
US.RTX,40.89,40.89,1,4618839.0,4618839.0
US.JNJ,40.56,28.53,2,3569508.0,2927358.0
US.UAL,40.33,39.215,2,8268140.0,7476639.0
US.CAVA,40.24,40.24,1,604785.0,604785.0
US.CAT,40.18,40.18,1,3942990.0,3942990.0
US.ATI,39.94,39.94,1,2187951.0,2187951.0
US.AXP,39.61,39.61,1,845349.0,845349.0
US.XOM,39.5,34.83,2,5237924.0,2679499.0
US.ZBRA,39.11,39.11,1,1836000.0,1836000.0
US.JBHT,39.09,39.09,1,1749450.0,1749450.0
US.PFGC,38.69,38.69,1,1429630.0,1429630.0
US.CB,37.76,37.76,1,666265.0,666265.0
US.HLIT,36.82,36.82,1,312975.0,312975.0
US.RNG,36.77,36.77,1,460790.0,460790.0
US.MNST,36.75,36.75,1,862801.0,862801.0
US.CLSK,36.69,36.69,1,1433417.0,1433417.0
US.DAL,36.68,32.66,2,1959239.0,1102347.0
US.TMUS,36.38,36.38,1,2324711.0,2324711.0
US.HII,35.96,35.96,1,596959.0,596959.0
US.VIAV,35.64,35.64,1,3107932.0,3107932.0
US.NTNX,35.48,35.48,1,605828.0,605828.0
US.ANF,35.45,35.45,1,1350510.0,1350510.0
US.FCX,35.41,30.865,2,4374545.0,3205311.0
US.AAL,35.14,35.14,1,982115.0,982115.0
US.KKR,34.96,34.96,1,1113842.0,1113842.0
US.SCHW,34.88,34.88,1,2706865.0,2706865.0
US.HAL,34.63,34.63,1,1004056.0,1004056.0
US.ABBV,34.62,34.62,1,555447.0,555447.0
US.LYFT,34.58,34.58,1,856463.0,856463.0
US.JCI,34.35,34.35,1,611378.0,611378.0
US.PM,34.3,34.3,1,372130.0,372130.0
US.VTRS,33.61,30.825,2,1638566.0,1220857.0
US.DOCS,33.33,26.615,2,1009020.0,576004.0
US.HSIC,32.68,32.68,1,494310.0,494310.0
US.LYB,32.63,32.63,1,945236.0,945236.0
US.NEM,32.62,32.62,1,1778463.0,1778463.0
US.IRM,32.61,32.61,1,314112.0,314112.0
US.ENPH,32.42,32.42,1,701484.0,701484.0
US.NRG,32.24,32.24,1,405837.0,405837.0
US.LTH,31.8,31.8,1,612859.0,612859.0
US.MCY,31.71,31.71,1,722966.0,722966.0
US.CNC,31.22,31.22,1,602739.0,602739.0
US.PRKS,31.12,31.12,1,603760.0,603760.0
US.AXON,30.88,30.88,1,1101686.0,1101686.0
US.MELI,30.46,30.46,1,572841.0,572841.0
US.PYPL,29.81,29.81,1,387692.0,387692.0
US.FBIN,29.78,29.78,1,3785977.0,3785977.0
US.MA,29.69,26.685000000000002,2,1061510.0,536840.0
US.NIO,29.51,29.51,1,430332.0,430332.0
US.GEV,29.03,26.72,2,1637130.0,994386.0
US.NVT,28.86,28.86,1,546290.0,546290.0
US.SHOO,28.51,28.51,1,422217.0,422217.0
US.APO,27.63,26.02,2,1570616.0,887717.0
US.ARES,27.31,27.31,1,414236.0,414236.0
US.VRSN,26.66,26.66,1,1458354.0,1458354.0
US.BXP,26.28,26.28,1,511989.0,511989.0
US.MGM,26.11,26.11,1,1380760.0,1380760.0
US.DHR,24.83,24.83,1,303683.0,303683.0
US.WBD,24.49,19.11,2,1454458.0,784110.0
US.CCL,24.13,24.13,1,509013.0,509013.0
US.VICI,24.1,24.1,1,732955.0,732955.0
US.GE,23.74,22.634999999999998,2,2382899.0,1395898.0
US.NXPI,23.5,23.5,1,720950.0,720950.0
US.T,23.15,23.15,1,544977.0,544977.0
US.VZ,22.91,22.91,1,1090971.0,1090971.0
US.NUE,22.67,22.67,1,570697.0,570697.0
US.EL,22.58,22.58,1,822073.0,822073.0
US.COR,21.74,21.74,1,433351.0,433351.0
US.EVR,21.69,21.69,1,670619.0,670619.0
US.UPS,20.82,20.82,1,493207.0,493207.0
US.SFM,20.69,20.69,1,397067.0,397067.0
US.EQT,20.11,20.11,1,383613.0,383613.0
US.TEX,19.79,19.79,1,415000.0,415000.0
US.SO,19.03,19.03,1,520517.0,520517.0
US.PDD,18.05,18.05,1,471103.0,471103.0
US.LUV,17.85,17.85,1,665521.0,665521.0
US.ARWR,17.7,17.7,1,367456.0,367456.0
US.BX,17.48,17.48,1,351340.0,351340.0
US.CF,17.34,17.34,1,340091.0,340091.0
US.IRDM,16.48,16.48,1,318439.0,318439.0
US.TSCO,15.89,15.89,1,588957.0,588957.0
US.HON,15.82,15.82,1,575938.0,575938.0
US.TGT,15.49,15.49,1,593569.0,593569.0
US.BWA,15.07,15.07,1,390807.0,390807.0
US.MS,14.88,14.88,1,356047.0,356047.0
US.ADM,13.59,13.59,1,365994.0,365994.0
US.HPE,13.15,13.15,1,306826.0,306826.0
US.XPEV,12.48,12.48,1,307457.0,307457.0
US.SLB,11.3,11.3,1,305119.0,305119.0
