stock_owner,max_score,avg_score,signal_days,total_turnover,max_daily_turnover
US.AMD,94.62,87.435,2,1677792192.0,1326292081.0
US.INTC,93.7,91.33500000000001,2,770030166.0,614227374.0
US.MU,91.98,91.355,2,2028688739.0,1377912960.0
US.DDOG,88.95,87.72,2,144721044.0,114288497.0
US.QCOM,88.71,85.43,2,557538869.0,279692126.0
US.DELL,87.76,84.08000000000001,2,63195799.0,51773351.0
US.AAPL,87.68,81.305,2,918470615.0,500579185.0
US.RKLB,87.64,87.64,1,160697746.0,160697746.0
US.NVDA,87.33,83.72999999999999,2,1874901339.0,1111487886.0
US.GLW,85.91,74.775,2,71304222.0,57044941.0
US.AKAM,85.79,69.48,2,40953658.0,33611675.0
US.TSLA,85.78,82.825,2,2708588606.0,1430501277.0
US.MSTR,85.45,77.36,2,175331205.0,114828966.0
US.MCHP,84.92,81.99000000000001,2,742343320.0,716468511.0
US.AVGO,84.16,80.63,2,158872264.0,91916057.0
US.CRWV,83.84,83.84,1,86790367.0,86790367.0
US.ORCL,83.62,78.005,2,246892607.0,168856259.0
US.GOOG,83.52,77.845,2,142047840.0,95419026.0
US.SNDK,83.28,77.67,2,441916572.0,321801092.0
US.MSFT,83.02,73.115,2,449809491.0,359956303.0
US.SLV,82.72,82.72,1,67375052.0,67375052.0
US.DASH,81.95,78.125,2,23935278.0,15304658.0
US.APP,81.41,75.63,2,95172561.0,66280439.0
US.USO,81.02,81.02,1,20623358.0,20623358.0
US.AAON,80.95,80.95,1,10137883.0,10137883.0
US.MRNA,80.72,72.805,2,52296398.0,28285972.0
US.WFC,80.6,73.33,2,73791955.0,63131885.0
US.FTNT,79.71,72.925,2,35235619.0,32784650.0
US.QQQ,78.17,78.17,1,880192794.0,880192794.0
US.TFC,77.76,77.76,1,10523340.0,10523340.0
US.WYNN,77.62,77.62,1,46957065.0,46957065.0
US.GLD,77.38,77.38,1,75326613.0,75326613.0
US.MXL,77.15,77.15,1,22647253.0,22647253.0
US.META,76.71,72.175,2,230296228.0,149818800.0
US.GOOGL,76.58,70.92,2,409256614.0,324826937.0
US.UNH,76.52,67.345,2,27968473.0,23906743.0
US.NOW,76.37,66.815,2,31076866.0,24119026.0
US.COHR,76.18,61.025000000000006,2,20591265.0,19276237.0
US.MTSI,76.05,63.745,2,16596595.0,9089962.0
US.COIN,75.98,71.05000000000001,2,111564752.0,63173287.0
US.AVAV,75.51,75.51,1,7409677.0,7409677.0
US.MRVL,74.83,73.895,2,51845897.0,28956707.0
US.CSCO,73.95,73.95,1,16097102.0,16097102.0
US.AMAT,73.95,64.24000000000001,2,18484758.0,9383293.0
US.CVNA,73.02,72.5,2,35334331.0,28480234.0
US.PWR,72.85,72.85,1,5939316.0,5939316.0
US.WDC,72.42,71.77000000000001,2,26122727.0,18512731.0
US.HR,72.4,72.4,1,5774751.0,5774751.0
US.ABNB,72.28,45.645,2,5425694.0,4920401.0
US.LRCX,72.09,66.84,2,16862474.0,9853960.0
US.DOCN,72.06,62.07,2,12406903.0,7332743.0
US.LITE,71.75,61.415,2,57154598.0,45493614.0
US.CRWD,71.35,65.515,2,36297390.0,24920463.0
US.COP,70.84,56.905,2,81184734.0,80495164.0
US.SANM,70.51,70.51,1,5177542.0,5177542.0
US.NSIT,70.32,70.32,1,4255826.0,4255826.0
US.ADI,70.31,48.21,2,69274676.0,68524260.0
