stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts,uf_pcr_turnover,uf_pcr_volume
US.AA,2026-05-08,1272902.0,1272902.0,1946,1946,378,378.0,51.676,-0.509783351,16530061770.0,14.05681067667875,14.05681067667875,5.148148148148148,5.148148148148148,0.537590295093488,0.537590295093488,648904.247054602,140007.743515568,35973.82074103,51.676,5.148148148148148,5.148148148148148,654.1120246659815,654.1120246659815,0.07413887694429204,0.07413887694429204,0.33585486424960065,0.013888888888888888,23.528446485674962,1,0.0,0.0
US.AAL,2026-05-08,2113604.0,1569176.0,84315,69869,30311,15155.5,55.329499999999996,-0.2786259315,8717056105.66,27.473554654055313,13.736777327027657,2.448052709174364,3.500626283881958,0.04977676306805123,0.05965096429471008,451636.273923556,20092.296934332,342355.385662528,55.329499999999996,2.448052709174364,3.500626283881958,30.072970357589774,37.68711061885643,0.4484478935698447,0.4878048780487804,2.04102497490763,0.06718346253229973,22.888547415419517,2,0.0,0.0
US.AAON,2026-05-08,10137883.0,3635488.0,3399,944,3664,610.6666666666666,56.85216666666667,0.6374464335,10587088517.5,84.48853693035953,14.081422821726589,171.67969752066242,938.0,114865.65960001912,689169.0,5594180.534853531,448247.839080234,24619.483591538003,56.85216666666667,171.67969752066242,938.0,3150.9773430776804,4322.730666666666,2.244135731870711,3.9695857367593073,3.0941003693501217,0.07741138377641445,23.082901031328714,6,0.0,0.0
US.AAPL,2026-05-08,460359464.0,71673447.0,1098458,134992,1403579,10025.564285714287,25.745964285714287,0.26740410965714284,4221483923588.0,1995.8286820954331,14.255919157824522,2.3001030085866327,77.28846153846153,0.05749196291404938,1.9871288604653714,207217927.85054055,142482308.1798889,10381913.22550371,25.745964285714287,2.3001030085866327,77.28846153846153,1475.7402124448531,7625.032520325203,0.585801809224276,3.6774193548387095,3.132065858212684,0.10136748879794791,29.07120782282628,140,0.10162456310721663,0.13817578209187817
US.ABBV,2026-05-08,4051747.0,1779866.0,5146,3858,2471,617.75,13.68975,0.12827020449999998,358545821441.67,54.86542994206998,13.716357485517495,3.613923377551836,6.818181818181818,0.4240135872256181,1.22800821594665,459922.866096864,320633.65782020404,14442.858986571,13.68975,3.613923377551836,6.818181818181818,2053.4171706225443,3650.9666666666667,0.09744209307020311,0.14234875444839853,0.11862602532573845,0.06370595764205848,26.605322303163494,4,6.294569958969983,15.13166144200627
US.ABNB,2026-05-08,6997804.0,1448282.0,14098,4802,11431,1428.875,103.964625,0.31610952475,83507016895.92,109.18004005435667,13.647505006794583,13.7701089530588,100.16666666666667,1.3316186135832508,10.22733637097157,3478377.489222764,657482.7940080679,161979.924477692,103.964625,13.7701089530588,100.16666666666667,762.7814596771273,1434.1414309484194,0.25483605600694204,0.5831783218541049,43.40536254079956,0.26653343023255816,25.148196499966158,8,0.4222019709369216,0.3094928478543563
US.ABT,2026-05-08,24891585.0,3145000.0,9940,1200,12453,1037.75,7.47075,-0.16428729108333331,151555162529.54,173.9748994441732,14.497908287014432,0.9430477584547313,1.6523887973640856,0.281436843497319,0.6319103261983391,4172140.651500378,38053.506133324,43317.48168935,7.47075,0.9430477584547313,1.6523887973640856,2591.5116330698056,3705.6134969325153,0.05720221112941117,0.13368983957219252,0.05704410638220516,0.06602429423555266,25.744215504736673,12,0.0,0.0
US.ACN,2026-05-08,13105870.0,7839610.0,1310,564,292,73.0,19.768,-0.2382345195,110625716700.92,58.965428060588984,14.741357015147246,4.471835169661257,5.127272727272727,2.386858343848791,3.9552240311993905,1295814.7278451798,35232.73013259,6939.0424395,19.768,4.471835169661257,5.127272727272727,9210.42702109132,13900.017730496455,0.019797427615736232,0.02861545234426584,1.028461641836973,0.04521963824289406,25.429418418914942,4,0.0,0.0
US.ADBE,2026-05-08,5320463.0,2177554.0,7199,4948,5260,1315.0,47.2555,0.44316703125,103681342000.0,55.69198519523833,13.922996298809583,344.8490260098631,1377.0,544388.5170386739,2177554.0,2229012.582245753,1504812.058634938,72257.18572363499,47.2555,344.8490260098631,1377.0,1275.290572216456,1931.4884615384615,0.3372600463953941,0.8757637474541753,1.1638666824650734,0.04430764553883569,25.364588013149092,4,0.0,0.0
US.ADI,2026-05-08,750416.0,750416.0,652,652,740,740.0,73.91,0.660986018,199441162217.64,13.528384331001762,13.528384331001762,0.8810810810810811,0.8810810810810811,0.02482315861342592,0.02482315861342592,496014.483683488,57230.381687584,17833.350331504,73.91,0.8810810810810811,0.8810810810810811,1150.9447852760736,1150.9447852760736,0.007797017640752362,0.007797017640752362,40.11704687271889,0.5,26.01878510355468,1,0.0,0.0
