stock_owner,trade_date,moneyness_bucket,bucket_turnover,bucket_volume,bucket_contracts,bucket_oi_sum,bucket_avg_iv,bucket_avg_delta,bucket_avg_churn,bucket_max_churn,bucket_avg_notional_churn,bucket_max_notional_churn,bucket_delta_flow,bucket_vega_flow,day_total_turnover,bucket_turnover_share
US.AA,2026-05-08,ATM,1272902.0,1946,1,378,51.676,-0.509783351,5.148148148148148,5.148148148148148,0.537590295093488,0.537590295093488,648904.247054602,140007.743515568,1272902.0,1.0
US.AAL,2026-05-08,ATM,544428.0,14446,1,10352,54.143,-0.412579459,1.3954791344667696,1.3954791344667696,0.039902561841392396,0.039902561841392396,224619.809704452,4132.830801204,2113604.0,0.2575827827729319
US.AAL,2026-05-08,DEEP_OTM,1569176.0,69869,1,19959,56.516,-0.144672404,3.500626283881958,3.500626283881958,0.05965096429471008,0.05965096429471008,227016.464219104,15959.466133128,2113604.0,0.7424172172270681
US.AAPL,2026-05-08,ATM,37979434.0,121762,27,67448,25.174074074074074,-0.4774326123703703,6.401618471010909,77.28846153846153,0.14888967165653152,1.9871288604653714,22407057.771687474,8967217.530137092,42468034.0,0.8943063858336366
US.AAPL,2026-05-08,DEEP_OTM,4488600.0,11592,7,31159,28.055142857142858,-0.18367456757142858,0.6865888481332938,1.9080459770114941,0.01858743272556385,0.07675685600579908,832827.398377829,2013329.701658404,42468034.0,0.10569361416636334
US.ABBV,2026-05-08,DEEP_ITM,2875156.0,969,2,1021,0.0,0.0,3.751465525262864,6.818181818181818,0.658939400572324,1.22800821594665,0.0,0.0,3496300.0,0.8223424763321225
US.ABBV,2026-05-08,DEEP_OTM,621144.0,3858,1,1373,28.273,-0.148678398,2.809905316824472,2.809905316824472,0.0223175534508143,0.0223175534508143,92350.694847312,98821.07735803201,3496300.0,0.17765752366787746
US.ABNB,2026-05-08,ATM,2077403.0,3332,2,1577,45.962999999999994,-0.40434417050000004,1.957088498310613,2.463627546071775,0.0910213396081328,0.10000962612383615,801772.234859201,375731.89680059196,2077403.0,1.0
US.ABT,2026-05-08,DEEP_ITM,24891585.0,9940,12,12453,7.47075,-0.16428729108333331,0.9430477584547313,1.6523887973640856,0.281436843497319,0.6319103261983391,4172140.651500378,38053.506133324,24891585.0,1.0
US.ACN,2026-05-08,DEEP_ITM,13105870.0,1310,4,292,19.768,-0.2382345195,4.471835169661257,5.127272727272727,2.386858343848791,3.9552240311993905,1295814.7278451798,35232.73013259,13105870.0,1.0
US.AKAM,2026-05-08,ATM,919565.0,1040,1,160,127.937,-0.430308503,6.5,6.5,0.49252560202245266,0.49252560202245266,395696.638561195,62209.85596274,1491990.0,0.6163345598831091
US.AKAM,2026-05-08,DEEP_OTM,572425.0,1483,1,804,68.704,-0.213061577,1.8445273631840795,1.8445273631840795,0.06101391661966114,0.06101391661966114,121961.773214225,65805.773644275,1491990.0,0.38366544011689085
US.AMD,2026-05-08,ATM,84878535.0,108014,46,58432,66.55973913043478,-0.4885233791304348,2.318845316877039,8.666666666666666,0.09090974823636311,0.530984617860976,41486728.08805184,17920380.936332025,97132138.0,0.8738460487712111
US.AMD,2026-05-08,DEEP_ITM,834944.0,283,1,121,83.017,-0.955491621,2.3388429752066116,2.3388429752066116,0.16893609255162406,0.16893609255162406,797781.9960042239,16674.61235264,97132138.0,0.008595960278358126
US.AMD,2026-05-08,DEEP_OTM,11418659.0,13059,11,15685,63.88863636363636,-0.18365924618181817,2.2150552707269138,10.153439153439153,0.043949613325836225,0.16846176903465254,2234568.406655605,4228302.32046682,97132138.0,0.11755799095043085
US.AMZN,2026-05-08,ATM,20161057.0,86305,19,58191,29.36526315789474,-0.49677320757894733,2.1684155119522823,10.494252873563218,0.041840495948919317,0.21641444991326003,10317835.09282574,4427854.270850424,28958424.0,0.6962069828109431
