stock_owner,trade_date,deep_turnover,deep_volume,deep_contracts,deep_oi_sum,deep_avg_churn,deep_max_churn,deep_avg_notional_churn,deep_avg_iv,deep_avg_delta,day_total_turnover,deep_turnover_share,is_churning
US.ABBV,2026-05-08,2875156.0,969,2,1021,3.751465525262864,6.818181818181818,0.658939400572324,0.0,0.0,3496300.0,0.8223424763321225,False
US.ABT,2026-05-08,24891585.0,9940,12,12453,0.9430477584547313,1.6523887973640856,0.281436843497319,7.47075,-0.16428729108333331,24891585.0,1.0,False
US.ACN,2026-05-08,13105870.0,1310,4,292,4.471835169661257,5.127272727272727,2.386858343848791,19.768,-0.2382345195,13105870.0,1.0,True
US.AMD,2026-05-08,834944.0,283,1,121,2.3388429752066116,2.3388429752066116,0.16893609255162406,83.017,-0.955491621,97132138.0,0.008595960278358126,False
US.ARM,2026-05-08,4919085.0,2777,4,2356,1.7697072734879389,4.441747572815534,0.15546421836240792,82.323,-0.7051835435,20769321.0,0.2368438043785832,False
US.AVAV,2026-05-08,3624485.0,750,2,1089,187.67217630853995,375.0,922715.0485687752,77.8605,-0.745839014,3624485.0,1.0,True
US.BA,2026-05-08,575600.0,202,1,596,0.3389261744966443,0.3389261744966443,0.041802874608515644,34.797,-0.592560428,3325500.0,0.17308675387159825,False
US.BSX,2026-05-08,29446204.0,10987,6,5672,2.356136386886952,3.8982843137254903,1.3740775308429478,46.421,-0.47280582916666664,30055694.0,0.9797213133724345,True
US.BX,2026-05-08,7407875.0,1525,4,1144,2.34787873038504,3.7349397590361444,1.0031494110903363,0.0,0.0,7407875.0,1.0,True
US.CAR,2026-05-08,127945803.0,5640,9,5628,2.6944736795378184,7.377049180327869,4.689896131472994,20.13011111111111,-0.19290778244444443,128718752.0,0.9939950552037671,True
US.CHTR,2026-05-08,27764170.0,3358,3,1290,3.8170134680134686,5.222222222222222,1.7088639998756074,0.0,0.0,27764170.0,1.0,True
US.CHWY,2026-05-08,2816985.0,2377,2,5583,1.2887290969899665,2.34,0.5303444319854422,127.419,-0.8920834129999999,2816985.0,1.0,False
US.CMG,2026-05-08,2265088.0,1820,2,533,3.187119234116623,3.7075718015665795,1.2502402083540973,65.291,-0.929158947,2265088.0,1.0,True
US.CRM,2026-05-08,15289665.0,2471,4,1409,4.383475200925626,6.130434782608695,1.448287197082195,0.0,0.0,16130726.0,0.9478596933578811,True
US.DG,2026-05-08,1088150.0,540,2,205,2.6316045066045066,2.6495726495726495,0.46336664323055665,0.0,0.0,1088150.0,1.0,False
US.DHR,2026-05-08,22775316.0,6847,5,1440,5.1372659176029964,5.656565656565657,1.077291289907992,54.132000000000005,-0.8990563106,22775316.0,1.0,True
US.DUOL,2026-05-08,874756.0,440,1,374,1.1764705882352942,1.1764705882352942,0.20587270364371593,63.876,-0.692441185,874756.0,1.0,False
US.FN,2026-05-08,1971798.0,255,1,718,0.3551532033426184,0.3551532033426184,0.04386118905005795,88.995,-0.671340743,1971798.0,1.0,False
US.FOUR,2026-05-08,548535.0,421,1,813,0.5178351783517835,0.5178351783517835,0.1440138307466319,74.198,-0.545477837,548535.0,1.0,False
US.HD,2026-05-08,18454580.0,3622,4,1192,4.7817864216210895,7.371428571428571,0.7439184067510378,0.0,0.0,18454580.0,1.0,False
US.HOOD,2026-05-08,21892510.0,4395,9,4752,161.80045548598858,470.0,697372.6163967599,322.7726666666667,-0.9525583304444444,25169966.0,0.8697870310988899,True
US.INSM,2026-05-08,3925008.0,2505,3,8122,0.3842217811591458,0.6088840736728061,0.056084268391687404,0.0,0.0,3925008.0,1.0,False
US.INTC,2026-05-08,1307609.0,888,2,284,3.520543665052336,5.324324324324325,0.449853478771823,81.66149999999999,-0.5981927174999999,94634904.0,0.013817407158779386,False
US.INTU,2026-05-08,23943680.0,800,2,155,5.158333333333333,5.25,3.7772698592195617,86.60300000000001,-0.9730425265,25927578.0,0.9234830958757505,True
US.KTOS,2026-05-08,5174061.0,1714,4,862,1.9476684025194664,2.7564102564102564,1.029240989531807,47.06225,-0.2256767695,5174061.0,1.0,True
US.LEN,2026-05-08,2276800.0,1280,2,531,2.420915032679739,2.488888888888889,0.5013505440167101,0.0,0.0,2276800.0,1.0,False
US.LULU,2026-05-08,9082220.0,1196,3,582,2.1501060546982296,2.5316455696202533,1.3331927869791556,77.81533333333333,-0.980171314,9082220.0,1.0,True
US.MA,2026-05-08,2459950.0,250,1,338,0.7396449704142012,0.7396449704142012,0.14528603385398764,0.0,0.0,2459950.0,1.0,False
US.MCD,2026-05-08,14321403.0,4140,3,1781,2.4934602366612606,2.9661016949152543,0.32094925357732995,0.0,0.0,14321403.0,1.0,False
US.META,2026-05-08,101726325.0,8821,7,1119,14.624909853180274,64.36363636363636,2.9213385688809757,46.19,-0.843846984,141811306.0,0.7173357884455277,True
US.MSFT,2026-05-08,53835390.0,7121,6,907,7.772792730326937,9.074766355140186,1.5408310210777945,0.0,0.0,99380111.0,0.5417119125576344,True
US.MU,2026-05-08,1051412.0,247,1,140,1.7642857142857142,1.7642857142857142,0.11617067635444359,97.416,-0.938166677,212962825.0,0.004937068241839861,False
US.NFLX,2026-05-08,61977437.0,35821,14,56250,20.746738967168827,252.0,36986.43654934511,32.0855,-0.4477256862142857,64843028.0,0.9558072611908254,True
US.NKE,2026-05-08,2858050.0,2582,2,856,3.2830378726833196,4.014705882352941,0.7471862031712773,80.039,-0.965267417,2858050.0,1.0,False
US.NOC,2026-05-08,1650426.0,203,1,159,1.2767295597484276,1.2767295597484276,0.1879522287259684,65.6,-0.920032436,1650426.0,1.0,False
US.NOW,2026-05-08,66737118.0,11169,15,3300,3.7040250175662957,4.888888888888889,2.609173361444143,72.3206,-0.5569426550000001,66737118.0,1.0,True
US.NVDA,2026-05-08,1906031.0,832,1,14,59.42857142857143,59.42857142857143,6.4372105244316185,43.696,-0.701247366,198187335.0,0.00961731989584501,True
US.ORCL,2026-05-08,6831144.0,1089,3,1010,3.704814814814815,5.35,1.670659182745107,106.88100000000001,-0.831795269,35940421.0,0.19006855818411253,True
US.PG,2026-05-08,758270.0,332,1,115,2.8869565217391306,2.8869565217391306,0.4514344908881996,0.0,0.0,758270.0,1.0,False
US.PLTR,2026-05-08,18870973.0,4941,9,6211,2.088118181711563,3.6507936507936507,0.8735106446761703,48.297666666666665,-0.5131810964444444,36130827.0,0.5222956286054565,False
US.PNR,2026-05-08,2000000.0,2000,1,2001,0.9995002498750625,0.9995002498750625,0.1265831116863048,0.0,0.0,2000000.0,1.0,False
US.PYPL,2026-05-08,521360.0,380,1,480,0.7916666666666666,0.7916666666666666,0.23499927881148133,0.0,0.0,521360.0,1.0,False
US.QCOM,2026-05-08,6650118.0,3536,6,48,360.0801587301587,756.0,534316.711303186,78.13383333333333,-0.6632078213333333,35984174.0,0.184806743097674,True
US.RRX,2026-05-08,682723.0,295,1,378,0.7804232804232805,0.7804232804232805,0.08756644539152054,65.203,-0.860513405,682723.0,1.0,False
US.SCHW,2026-05-08,6678672.0,6059,2,6820,6.745505150430249,13.030172413793103,0.8489301320112095,50.503,-0.8104842215,6678672.0,1.0,False
US.SHOP,2026-05-08,11807888.0,4033,7,10857,1.6787468480906729,4.364130434782608,0.6708842858870376,106.56071428571428,-0.8531785241428571,11807888.0,1.0,False
US.SYK,2026-05-08,17910580.0,2040,3,373,5.480619375034938,5.617977528089888,1.5893415210107162,0.0,0.0,17910580.0,1.0,True
US.TMO,2026-05-08,11317470.0,1133,2,236,4.922203947368422,5.2631578947368425,1.0551418080277413,20.0195,-0.4554712055,11317470.0,1.0,True
US.TSLA,2026-05-08,2955134.0,700,2,971,113.12796697626419,226.0,11.354160321813222,68.0835,-0.817673592,482657832.0,0.0061226272611277135,True
US.UAL,2026-05-08,2826158.0,1789,1,696,2.5704022988505746,2.5704022988505746,0.40727902097095886,53.242,-0.756000852,2826158.0,1.0,False
