code,name,last_price,volume,turnover,option_type,strike_time,option_strike_price,option_open_interest,option_implied_volatility,option_delta,option_gamma,option_theta,option_vega,option_expiry_date_distance,option_contract_size,stock_owner,open_price,high_price,low_price,prev_close_price,atm_degree_pct,market_val,anomaly_reason,scan_symbol,scan_timestamp,trade_date,directional_moneyness,intraday_range,cf_log_turnover,cf_churn,cf_notional_churn,cf_delta_flow,cf_vega_flow,cf_gamma_flow,cf_iv_level,cf_volume_oi_ratio,cf_turnover_per_contract,cf_intraday_range,cf_theta_vega_ratio,cf_dte_weight,cf_market_val_log,cf_turnover_over_market_val,cf_volume_over_open_interest,moneyness_bucket,dte_bucket
US.AAPL260717C295000,AAPL 260717 295.00C,287.423,60849,71673447.0,CALL,2026-07-17,295.0,89791,22.661,0.444563012,0.013754002,-0.092054369,0.500786872,71,100.0,US.AAPL,10.35,12.0,8.25,9.525,-0.0263618429979507,4221483923588.0,"成交额 $71,673,447 ≥ 阈值 $500,000 | 成交量 60,849 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.0263618429979507,0.39370078740157477,18.087630916203143,0.6776737089463309,0.027771795918897894,31863363.47874236,35893121.328587785,985796.733384894,22.661,0.6776737089463309,1177.890302223537,0.39370078740157477,0.18381945323838278,0.013888888888888888,29.07120782282628,1.6978258900742657e-05,0.6776737089463309,ATM,31-90d
US.AAPL260821C320000,AAPL 260821 320.00C,287.423,86339,56316433.0,CALL,2026-08-21,320.0,5477,24.149,0.248705987,0.008472269,-0.062567646,0.490642741,106,100.0,US.AAPL,5.6,6.65,4.9,5.275,-0.1133416602011669,4221483923588.0,"成交额 $56,316,433 ≥ 阈值 $500,000 | 成交量 86,339 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.1133416602011669,0.33175355450236965,17.846496951048106,15.763921855030127,0.35774278239015306,14006234.05358437,27631249.050462853,477127.969496477,24.149,15.763921855030127,652.2710825930344,0.33175355450236965,0.12752180104097374,0.009345794392523364,29.07120782282628,1.3340435263847818e-05,2.0,DEEP_OTM,91-180d
US.AAPL260508C290000,AAPL 260508 290.00C,287.423,128402,23178070.0,CALL,2026-05-08,290.0,22043,28.197,0.276513932,0.079201595,-0.731902364,0.050112641,1,100.0,US.AAPL,1.68,3.45,0.42,1.195,-0.0089658795573075,4221483923588.0,"成交额 $23,178,070 ≥ 阈值 $500,000 | 成交量 128,402 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.0089658795573075,2.5355648535564854,16.958717174121414,5.825069182960577,0.036583483041752005,6409059.271871241,1161514.30098287,1835740.11302165,28.197,5.825069182960577,180.51175215339325,2.5355648535564854,14.605144518326224,0.5,29.07120782282628,5.4905029651990416e-06,2.0,ATM,0-7d
US.AAPL260618C300000,AAPL 260618 300.00C,287.423,28539,15304652.0,CALL,2026-06-18,300.0,107716,22.631,0.321011097,0.01622959,-0.103208852,0.349012103,42,100.0,US.AAPL,5.35,6.75,3.95,4.85,-0.0437578064385939,4221483923588.0,"成交额 $15,304,652 ≥ 阈值 $500,000 | 成交量 28,539 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.0437578064385939,0.577319587628866,16.543667457775324,0.2649467117234208,0.004943354128704507,4912963.127723244,5341508.780203156,248388.22705267998,22.631,0.2649467117234208,536.2714881390378,0.577319587628866,0.2957171144291234,0.023255813953488372,29.07120782282628,3.6254199416663878e-06,0.2649467117234208,ATM,31-90d
US.AAPL260618C250000,AAPL 260618 250.00C,287.423,2859,11798763.0,CALL,2026-06-18,250.0,17619,29.882,0.928996596,0.004659659,-0.069608283,0.132287232,42,100.0,US.AAPL,41.2,44.09,37.4,39.6998,0.1302018279678383,4221483923588.0,"成交额 $11,798,763 ≥ 阈值 $500,000 | 成交量 2,859 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,0.1302018279678383,0.1685147028448507,16.28350533818696,0.1622680061297463,0.023298808081368305,10961010.664010748,1560825.698294016,54978.212201817,29.882,0.1622680061297463,4126.884575026233,0.1685147028448507,0.5261904867735081,0.023255813953488372,29.07120782282628,2.7949325909008276e-06,0.1622680061297463,DEEP_ITM,31-90d
US.AAPL260508C292500,AAPL 260508 292.50C,287.423,94756,10451616.0,CALL,2026-05-08,292.5,16107,29.123,0.127274339,0.047778286,-0.457599665,0.031215497,1,100.0,US.AAPL,0.96,2.07,0.16,0.635,-0.0176638612776291,4221483923588.0,"成交额 $10,451,616 ≥ 阈值 $500,000 | 成交量 94,756 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.0176638612776291,3.0078740157480315,16.16226726124669,5.882908052399578,0.022576014134431225,1330222.517881824,326252.38789315196,499360.298410176,29.123,5.882908052399578,110.30030815990544,3.0078740157480315,14.659374636899102,0.5,29.07120782282628,2.475815658470345e-06,2.0,ATM,0-7d
US.AAPL260515C290000,AAPL 260515 290.00C,287.423,25327,10243404.0,CALL,2026-05-15,290.0,33066,22.658,0.410737544,0.040358519,-0.253150399,0.165394467,8,100.0,US.AAPL,3.79,5.6,2.29,3.175,-0.0089658795573075,4221483923588.0,"成交额 $10,243,404 ≥ 阈值 $500,000 | 成交量 25,327 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,-0.0089658795573075,1.04251968503937,16.14214464183452,0.7659529425996492,0.010778073035247,4207350.601159777,1694202.344845668,413408.61495867604,22.658,0.7659529425996492,404.4460062384017,1.04251968503937,1.5305856573787322,0.1111111111111111,29.07120782282628,2.426493665595614e-06,0.7659529425996492,ATM,8-30d
US.AAPL261120C255000,AAPL 261120 255.00C,287.423,2102,9462847.0,CALL,2026-11-20,255.0,493,28.713,0.778210529,0.004905853,-0.063575086,0.628040853,197,100.0,US.AAPL,48.2,48.2,45.01,46.3224,0.1128058645271951,4221483923588.0,"成交额 $9,462,847 ≥ 阈值 $500,000 | 成交量 2,102 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,0.1128058645271951,0.06886517106194853,16.062883952801922,4.26369168356998,0.6678107117906714,7364087.169716063,5943054.501688492,46423.336343491,28.713,4.26369168356998,4501.830161750713,0.06886517106194853,0.10122762826067304,0.005050505050505051,29.07120782282628,2.2415925705947414e-06,2.0,DEEP_ITM,180d+
US.AAPL260821C250000,AAPL 260821 250.00C,287.423,2105,9053515.0,CALL,2026-08-21,250.0,4181,28.885,0.851301874,0.005181249,-0.069041161,0.358894347,106,100.0,US.AAPL,45.48,48.0,42.8,44.1287,0.1302018279678383,4221483923588.0,"成交额 $9,053,515 ≥ 阈值 $500,000 | 成交量 2,105 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,0.1302018279678383,0.11783714453405612,16.0186637485136,0.5034680698397512,0.07533825206855543,7707274.28578711,3249255.353979705,46908.515540235,28.885,0.5034680698397512,4300.957244655582,0.11783714453405612,0.19237182635256164,0.009345794392523364,29.07120782282628,2.144628562817094e-06,0.5034680698397512,DEEP_ITM,91-180d
US.AAPL260515C215000,AAPL 260515 215.00C,287.423,1115,8274669.0,CALL,2026-05-15,215.0,1198,0.0,0.0,0.0,0.0,0.0,8,100.0,US.AAPL,75.34,76.1,71.81,72.6227,0.251973572052341,4221483923588.0,"成交额 $8,274,669 ≥ 阈值 $500,000 | 成交量 1,115 手",US.AAPL,2026-05-08 04:16:04,2026-05-08,0.251973572052341,0.05907243878291488,15.928709599278127,0.9307178631051753,0.24031024942808665,0.0,0.0,0.0,0.0,0.9307178631051753,7421.227802690583,0.05907243878291488,0.0,0.1111111111111111,29.07120782282628,1.9601327755305163e-06,0.9307178631051753,DEEP_ITM,8-30d
