stock_owner,trade_date,moneyness_bucket,bucket_turnover,bucket_volume,bucket_contracts,bucket_oi_sum,bucket_avg_iv,bucket_avg_delta,bucket_avg_churn,bucket_max_churn,bucket_avg_notional_churn,bucket_max_notional_churn,bucket_delta_flow,bucket_vega_flow,day_total_turnover,bucket_turnover_share
US.AA,2026-05-08,ATM,1272902.0,1946,1,378,51.676,-0.509783351,5.148148148148148,5.148148148148148,0.537590295093488,0.537590295093488,648904.247054602,140007.743515568,1272902.0,1.0
US.AAL,2026-05-08,ATM,544428.0,14446,1,10352,54.143,-0.412579459,1.3954791344667696,1.3954791344667696,0.039902561841392396,0.039902561841392396,224619.809704452,4132.830801204,2113604.0,0.2575827827729319
US.AAL,2026-05-08,DEEP_OTM,1569176.0,69869,1,19959,56.516,-0.144672404,3.500626283881958,3.500626283881958,0.05965096429471008,0.05965096429471008,227016.464219104,15959.466133128,2113604.0,0.7424172172270681
US.AAON,2026-05-08,DEEP_ITM,9448714.0,2461,5,3664,56.855399999999996,0.7164065918,18.415637024794904,89.33333333333333,4.99152002293433,24.17044487427466,5426956.680402033,325405.357977477,10137883.0,0.9320204228042482
US.AAON,2026-05-08,DEEP_OTM,689169.0,938,1,0,56.836,0.242645642,938.0,938.0,689169.0,689169.0,167223.854451498,122842.481102757,10137883.0,0.06797957719575182
US.AAPL,2026-05-08,ATM,316591655.0,950454,102,1101440,25.379117647058823,0.24215752006862745,2.762533035308475,77.28846153846153,0.05133768227982605,1.9871288604653714,143774262.35477486,93771648.88384745,460359464.0,0.6877053254193554
US.AAPL,2026-05-08,DEEP_ITM,74274904.0,16485,20,119505,28.03435,0.5798068438499999,0.5907410923234581,4.26369168356998,0.11281844587970824,0.6678107117906714,46583504.52700799,15476508.968359448,460359464.0,0.16134110365546867
US.AAPL,2026-05-08,DEEP_OTM,69492905.0,131519,18,182634,25.28211111111111,0.06335396822222222,1.5789572085663854,15.763921855030127,0.03089234987947179,0.35774278239015306,16860160.96875769,33234150.327681992,460359464.0,0.15095357092517597
US.ABBV,2026-05-08,ATM,555447.0,319,1,77,26.486,0.661759216,4.142857142857143,4.142857142857143,0.35585799430701015,0.35585799430701015,367572.171249552,221812.58046217202,4051747.0,0.13708827328063672
US.ABBV,2026-05-08,DEEP_ITM,2875156.0,969,2,1021,0.0,0.0,3.751465525262864,6.818181818181818,0.658939400572324,1.22800821594665,0.0,0.0,4051747.0,0.709608966206429
US.ABBV,2026-05-08,DEEP_OTM,621144.0,3858,1,1373,28.273,-0.148678398,2.809905316824472,2.809905316824472,0.0223175534508143,0.0223175534508143,92350.694847312,98821.07735803201,4051747.0,0.1533027605129343
US.ABNB,2026-05-08,ATM,5353414.0,12896,6,10650,101.78983333333333,0.14602264266666665,1.536453514472665,2.5405405405405403,0.05895526252380353,0.10000962612383615,2121508.036303226,576147.149585884,6997804.0,0.7650134242113669
US.ABNB,2026-05-08,DEEP_ITM,1644390.0,1202,2,781,110.489,0.826370171,50.47107526881721,100.16666666666667,5.149608666761592,10.22733637097157,1356869.4529195381,81335.644422184,6997804.0,0.2349865757886331
US.ABT,2026-05-08,DEEP_ITM,24891585.0,9940,12,12453,7.47075,-0.16428729108333331,0.9430477584547313,1.6523887973640856,0.281436843497319,0.6319103261983391,4172140.651500378,38053.506133324,24891585.0,1.0
US.ACN,2026-05-08,DEEP_ITM,13105870.0,1310,4,292,19.768,-0.2382345195,4.471835169661257,5.127272727272727,2.386858343848791,3.9552240311993905,1295814.7278451798,35232.73013259,13105870.0,1.0
US.ADBE,2026-05-08,ATM,5320463.0,7199,4,5260,47.2555,0.44316703125,344.8490260098631,1377.0,544388.5170386739,2177554.0,2229012.582245753,1504812.058634938,5320463.0,1.0
