code,name,last_price,volume,turnover,option_type,strike_time,option_strike_price,option_open_interest,option_implied_volatility,option_delta,option_gamma,option_theta,option_vega,option_expiry_date_distance,option_contract_size,stock_owner,open_price,high_price,low_price,prev_close_price,atm_degree_pct,market_val,anomaly_reason,scan_symbol,scan_timestamp
US.AAPL260515C240000,AAPL 260515 240.00C,276.83,4275,15897489.0,CALL,2026-05-15,240.0,11621,45.464,0.969694293,0.003165791,-0.08791737,0.032714471,11,100.0,US.AAPL,39.59,39.59,35.75,40.5062,0.13304193909619616,4065900761480.0,"成交额 $15,897,489 ≥ 阈值 $500,000 | 成交量 4,275 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260821P300000,AAPL 260821 300.00P,276.83,3320,9702278.0,PUT,2026-08-21,300.0,10163,24.256,-0.69827475,0.010706763,-0.04345489,0.515791085,109,100.0,US.AAPL,28.2,29.3,27.62,25.7667,0.08369757612975479,4065900761480.0,"成交额 $9,702,278 ≥ 阈值 $500,000 | 成交量 3,320 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260918C255000,AAPL 260918 255.00C,276.83,2172,7305068.0,CALL,2026-09-18,255.0,3997,27.557,0.74273601,0.006906733,-0.072288889,0.546664279,137,100.0,US.AAPL,35.77,35.77,32.72,36.078,0.07885706028970843,4065900761480.0,"成交额 $7,305,068 ≥ 阈值 $500,000 | 成交量 2,172 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260618C280000,AAPL 260618 280.00C,276.83,8481,6918976.0,CALL,2026-06-18,280.0,44044,23.581,0.483029683,0.017423304,-0.114741218,0.386667789,45,100.0,US.AAPL,9.85,10.15,7.55,10.1608,-0.0114510710544378,4065900761480.0,"成交额 $6,918,976 ≥ 阈值 $500,000 | 成交量 8,481 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260515C280000,AAPL 260515 280.00C,276.83,16625,5691524.0,CALL,2026-05-15,280.0,35853,23.755,0.408434546,0.034295524,-0.218545045,0.18514427,11,100.0,US.AAPL,5.0,5.45,2.85,5.2911,-0.0114510710544378,4065900761480.0,"成交额 $5,691,524 ≥ 阈值 $500,000 | 成交量 16,625 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260506C277500,AAPL 260506 277.50C,276.83,21914,4719546.0,CALL,2026-05-06,277.5,849,27.513,0.458099541,0.073675994,-0.709836156,0.077648191,2,100.0,US.AAPL,4.8,4.8,1.5,4.5801,-0.0024202579200231764,4065900761480.0,"成交额 $4,719,546 ≥ 阈值 $500,000 | 成交量 21,914 手",US.AAPL,2026-05-05 09:01:14
US.AAPL261016C280000,AAPL 261016 280.00C,276.83,2306,4592530.0,CALL,2026-10-16,280.0,1174,25.496,0.545710501,0.008355698,-0.070185067,0.737264166,165,100.0,US.AAPL,21.65,22.03,18.8,21.9001,-0.0114510710544378,4065900761480.0,"成交额 $4,592,530 ≥ 阈值 $500,000 | 成交量 2,306 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260508C280000,AAPL 260508 280.00C,276.83,18925,4368497.0,CALL,2026-05-08,280.0,11441,28.021,0.355928528,0.046929318,-0.42010165,0.105583398,4,100.0,US.AAPL,3.54,3.95,1.54,3.8538,-0.0114510710544378,4065900761480.0,"成交额 $4,368,497 ≥ 阈值 $500,000 | 成交量 18,925 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260821C285000,AAPL 260821 285.00C,276.83,3486,4280214.0,CALL,2026-08-21,285.0,6935,24.814,0.473256232,0.010612119,-0.080508587,0.601666351,109,100.0,US.AAPL,13.05,13.5,11.95,14.7,-0.029512697323267046,4065900761480.0,"成交额 $4,280,214 ≥ 阈值 $500,000 | 成交量 3,486 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260821C265000,AAPL 260821 265.00C,276.83,1524,3628167.0,CALL,2026-08-21,265.0,3549,26.37,0.673797438,0.009042852,-0.082329343,0.544805549,109,100.0,US.AAPL,23.5,24.55,23.15,26.7064,0.04273380775204994,4065900761480.0,"成交额 $3,628,167 ≥ 阈值 $500,000 | 成交量 1,524 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260618C270000,AAPL 260618 270.00C,276.83,2376,3350993.0,CALL,2026-06-18,270.0,28869,24.499,0.650174592,0.015581409,-0.115218242,0.359230945,45,100.0,US.AAPL,15.96,16.44,12.9,16.4431,0.024672181483220694,4065900761480.0,"成交额 $3,350,993 ≥ 阈值 $500,000 | 成交量 2,376 手",US.AAPL,2026-05-05 09:01:14
US.AAPL260508C277500,AAPL 260508 277.50C,276.83,10257,3141612.0,CALL,2026-05-08,277.5,1320,28.14,0.477542523,0.049950963,-0.45919688,0.112867634,4,100.0,US.AAPL,4.95,5.31,2.34,5.2699,-0.0024202579200231764,4065900761480.0,"成交额 $3,141,612 ≥ 阈值 $500,000 | 成交量 10,257 手",US.AAPL,2026-05-05 09:01:14
