stock_owner,active_days,persistence_ratio,max_consecutive_days,total_turnover,max_daily_turnover,peak_date,dominant_bucket,window_days,bp_ATM_active_days,bp_ATM_ratio,bp_DEEP_ITM_active_days,bp_DEEP_ITM_ratio,bp_DEEP_OTM_active_days,bp_DEEP_OTM_ratio
US.AVGO,1,1.0,1,114022500.0,114022500.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.AXP,1,1.0,1,1459323.0,1459323.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.BA,1,1.0,1,22508381.0,22508381.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.BABA,1,1.0,1,19571146.0,19571146.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.BAC,1,1.0,1,14062000.0,14062000.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.BIDU,1,1.0,1,7431197.0,7431197.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.BIIB,1,1.0,1,3314297.0,3314297.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.BKNG,1,1.0,1,2890996.0,2890996.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.BLK,1,1.0,1,1941894.0,1941894.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.BRK.B,1,1.0,1,1562306.0,1562306.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.BSX,1,1.0,1,14295043.0,14295043.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,1.0,1.0
US.BWA,1,1.0,1,390807.0,390807.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.BX,1,1.0,1,351340.0,351340.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.C,1,1.0,1,9996275.0,9996275.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.CAH,1,1.0,1,361267.0,361267.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CAR,1,1.0,1,4560918.0,4560918.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.CAT,1,1.0,1,3044901.0,3044901.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.CAVA,1,1.0,1,934814.0,934814.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CBOE,1,1.0,1,695164.0,695164.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CCL,1,1.0,1,4891903.0,4891903.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.CEG,1,1.0,1,6376516.0,6376516.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.CELH,1,1.0,1,3055251.0,3055251.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.CENX,1,1.0,1,376233.0,376233.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CF,1,1.0,1,340091.0,340091.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CLSK,1,1.0,1,1433417.0,1433417.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CLX,1,1.0,1,1805192.0,1805192.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.CME,1,1.0,1,956450.0,956450.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.CNC,1,1.0,1,602739.0,602739.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.CNS,1,1.0,1,358000.0,358000.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.COF,1,1.0,1,1555398.0,1555398.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.COHR,1,1.0,1,9605270.0,9605270.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.COIN,1,1.0,1,62783460.0,62783460.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.COP,1,1.0,1,80495164.0,80495164.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.COR,1,1.0,1,433351.0,433351.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CRCL,1,1.0,1,25758294.0,25758294.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.CRM,1,1.0,1,22445976.0,22445976.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.CRWD,1,1.0,1,11751663.0,11751663.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.CRWV,1,1.0,1,121227241.0,121227241.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.CSCO,1,1.0,1,16842449.0,16842449.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.CVNA,1,1.0,1,8225117.0,8225117.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.CVS,1,1.0,1,3071787.0,3071787.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.CVX,1,1.0,1,2071392.0,2071392.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.CYTK,1,1.0,1,6164094.0,6164094.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.DAL,1,1.0,1,1259221.0,1259221.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.DASH,1,1.0,1,15304658.0,15304658.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.DDOG,1,1.0,1,32515154.0,32515154.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.DELL,1,1.0,1,54902876.0,54902876.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.DHI,1,1.0,1,1066813.0,1066813.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.DHR,1,1.0,1,14720873.0,14720873.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,1.0,1.0
US.DINO,1,1.0,1,65339057.0,65339057.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.DIS,1,1.0,1,4140381.0,4140381.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.DOCN,1,1.0,1,5074160.0,5074160.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.DOCS,1,1.0,1,433016.0,433016.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.DPZ,1,1.0,1,613505.0,613505.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.DVA,1,1.0,1,4256596.0,4256596.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.DVN,1,1.0,1,3199427.0,3199427.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.EA,1,1.0,1,1063475.0,1063475.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.EL,1,1.0,1,822073.0,822073.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.ELF,1,1.0,1,390660.0,390660.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.ENPH,1,1.0,1,1246694.0,1246694.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.EOG,1,1.0,1,1035706.0,1035706.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.EQT,1,1.0,1,383613.0,383613.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.ETN,1,1.0,1,700755.0,700755.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.EXPE,1,1.0,1,12610620.0,12610620.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.FBIN,1,1.0,1,6339508.0,6339508.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.FCX,1,1.0,1,2170208.0,2170208.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.FLEX,1,1.0,1,3255991.0,3255991.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.FLR,1,1.0,1,3359618.0,3359618.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.FOUR,1,1.0,1,486252.0,486252.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.FSLR,1,1.0,1,779039.0,779039.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.FTNT,1,1.0,1,2801376.0,2801376.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GDX,1,1.0,1,7836898.0,7836898.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.GE,1,1.0,1,2090995.0,2090995.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.GEV,1,1.0,1,6738295.0,6738295.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.GILD,1,1.0,1,384859.0,384859.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.GLD,1,1.0,1,89234938.0,89234938.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GLW,1,1.0,1,57372480.0,57372480.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GME,1,1.0,1,1715816.0,1715816.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GOOG,1,1.0,1,54604590.0,54604590.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GOOGL,1,1.0,1,92579023.0,92579023.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.GPN,1,1.0,1,1980560.0,1980560.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.GS,1,1.0,1,3451060.0,3451060.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.GWW,1,1.0,1,1892000.0,1892000.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.HAL,1,1.0,1,1004056.0,1004056.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.HD,1,1.0,1,4568986.0,4568986.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.HIMS,1,1.0,1,8489835.0,8489835.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.HLIT,1,1.0,1,312975.0,312975.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.HOOD,1,1.0,1,21014634.0,21014634.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.HPE,1,1.0,1,306826.0,306826.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.HPQ,1,1.0,1,1008000.0,1008000.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.HR,1,1.0,1,5774751.0,5774751.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.HSIC,1,1.0,1,494310.0,494310.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.HUM,1,1.0,1,1630329.0,1630329.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,1.0,1.0
US.IBM,1,1.0,1,856643.0,856643.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.INSM,1,1.0,1,654508.0,654508.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.INTC,1,1.0,1,795206506.0,795206506.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.INTU,1,1.0,1,5441092.0,5441092.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.IRDM,1,1.0,1,318439.0,318439.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.IRM,1,1.0,1,314112.0,314112.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.JBL,1,1.0,1,2346480.0,2346480.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.JD,1,1.0,1,1362197.0,1362197.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.JNJ,1,1.0,1,2927358.0,2927358.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.JPM,1,1.0,1,11712263.0,11712263.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.KBR,1,1.0,1,3300000.0,3300000.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.KKR,1,1.0,1,1522512.0,1522512.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.KLAC,1,1.0,1,5311613.0,5311613.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.KO,1,1.0,1,2636250.0,2636250.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.LFUS,1,1.0,1,370424.0,370424.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.LITE,1,1.0,1,18053401.0,18053401.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.LLY,1,1.0,1,3440483.0,3440483.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.LRCX,1,1.0,1,12326373.0,12326373.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.LTH,1,1.0,1,612859.0,612859.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.LVS,1,1.0,1,337443.0,337443.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.LYFT,1,1.0,1,1735570.0,1735570.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.MA,1,1.0,1,905793.0,905793.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.MARA,1,1.0,1,6069804.0,6069804.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MCD,1,1.0,1,10078196.0,10078196.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.MCHP,1,1.0,1,718453230.0,718453230.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MCK,1,1.0,1,1562877.0,1562877.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.MCY,1,1.0,1,722966.0,722966.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.MELI,1,1.0,1,4207250.0,4207250.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.META,1,1.0,1,126624195.0,126624195.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MNST,1,1.0,1,1409121.0,1409121.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.MOH,1,1.0,1,793833.0,793833.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.MP,1,1.0,1,7947897.0,7947897.0,2026-05-09,DEEP_OTM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MPC,1,1.0,1,2493690.0,2493690.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.MRK,1,1.0,1,717878.0,717878.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.MRNA,1,1.0,1,28601147.0,28601147.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MRVL,1,1.0,1,38923646.0,38923646.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MS,1,1.0,1,356047.0,356047.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.MSFT,1,1.0,1,129249067.0,129249067.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MSTR,1,1.0,1,127809957.0,127809957.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MTSI,1,1.0,1,7506633.0,7506633.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.MU,1,1.0,1,1709934710.0,1709934710.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.MXL,1,1.0,1,24655110.0,24655110.0,2026-05-09,DEEP_OTM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.NFLX,1,1.0,1,24408691.0,24408691.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.NIO,1,1.0,1,430332.0,430332.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.NKE,1,1.0,1,1332550.0,1332550.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.NOW,1,1.0,1,10975311.0,10975311.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.NRG,1,1.0,1,405837.0,405837.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.NSIT,1,1.0,1,4255826.0,4255826.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.NUE,1,1.0,1,570697.0,570697.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.NVDA,1,1.0,1,891466361.0,891466361.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.NXPI,1,1.0,1,720950.0,720950.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.OKTA,1,1.0,1,1090075.0,1090075.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.ON,1,1.0,1,2708529.0,2708529.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.ONTO,1,1.0,1,1717598.0,1717598.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.ORCL,1,1.0,1,94790088.0,94790088.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.OSK,1,1.0,1,351665.0,351665.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.PANW,1,1.0,1,24158143.0,24158143.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.PATH,1,1.0,1,821326.0,821326.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.PDD,1,1.0,1,1013626.0,1013626.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.PENG,1,1.0,1,2906866.0,2906866.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.PEP,1,1.0,1,737996.0,737996.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.PFE,1,1.0,1,817626.0,817626.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.PFGC,1,1.0,1,1429630.0,1429630.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.PH,1,1.0,1,452120.0,452120.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.PLTR,1,1.0,1,77236068.0,77236068.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.PM,1,1.0,1,372130.0,372130.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.PPG,1,1.0,1,960375.0,960375.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.PRKS,1,1.0,1,603760.0,603760.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.PWR,1,1.0,1,518075.0,518075.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.PYPL,1,1.0,1,387692.0,387692.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.QCOM,1,1.0,1,305920326.0,305920326.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.QQQ,1,1.0,1,1465873363.0,1465873363.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.RCL,1,1.0,1,43869071.0,43869071.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.RDNT,1,1.0,1,690422.0,690422.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.RKLB,1,1.0,1,187816693.0,187816693.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.RNG,1,1.0,1,460790.0,460790.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.ROIV,1,1.0,1,7762930.0,7762930.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.RTX,1,1.0,1,4618839.0,4618839.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.SANM,1,1.0,1,5177542.0,5177542.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.SATS,1,1.0,1,9381827.0,9381827.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.SCHW,1,1.0,1,1858748.0,1858748.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.SEZL,1,1.0,1,1677258.0,1677258.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.SFM,1,1.0,1,397067.0,397067.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.SHOO,1,1.0,1,422217.0,422217.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.SHOP,1,1.0,1,7203809.0,7203809.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.SLB,1,1.0,1,305119.0,305119.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.SLV,1,1.0,1,76128613.0,76128613.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.SMCI,1,1.0,1,21017444.0,21017444.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.SNDK,1,1.0,1,415342756.0,415342756.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.SNPS,1,1.0,1,782862.0,782862.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.SO,1,1.0,1,520517.0,520517.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.SPGI,1,1.0,1,1641850.0,1641850.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.STX,1,1.0,1,2740217.0,2740217.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.SYK,1,1.0,1,3791077.0,3791077.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.SYNA,1,1.0,1,578605.0,578605.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.T,1,1.0,1,544977.0,544977.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.TDG,1,1.0,1,427700.0,427700.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.TER,1,1.0,1,3242446.0,3242446.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.TEX,1,1.0,1,415000.0,415000.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.TMO,1,1.0,1,646420.0,646420.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.TMUS,1,1.0,1,2324711.0,2324711.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.TPR,1,1.0,1,1436999.0,1436999.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.TSLA,1,1.0,1,1641044973.0,1641044973.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.TTD,1,1.0,1,4514152.0,4514152.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.TTWO,1,1.0,1,1171463.0,1171463.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.TWLO,1,1.0,1,723553.0,723553.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.TXN,1,1.0,1,2510196.0,2510196.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.UAL,1,1.0,1,791501.0,791501.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.UBER,1,1.0,1,3909431.0,3909431.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.UNH,1,1.0,1,26204524.0,26204524.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.UPS,1,1.0,1,945432.0,945432.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.UPWK,1,1.0,1,1839718.0,1839718.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.USO,1,1.0,1,30308561.0,30308561.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.V,1,1.0,1,1548705.0,1548705.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.VIAV,1,1.0,1,3107932.0,3107932.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.VITL,1,1.0,1,2591350.0,2591350.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.VRT,1,1.0,1,4944246.0,4944246.0,2026-05-09,DEEP_OTM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.VSH,1,1.0,1,1012845.0,1012845.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.VST,1,1.0,1,18421637.0,18421637.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.VTRS,1,1.0,1,417709.0,417709.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
