stock_owner,active_days,persistence_ratio,max_consecutive_days,total_turnover,max_daily_turnover,peak_date,dominant_bucket,window_days,bp_ATM_active_days,bp_ATM_ratio,bp_DEEP_ITM_active_days,bp_DEEP_ITM_ratio,bp_DEEP_OTM_active_days,bp_DEEP_OTM_ratio
US.MELI,1,0.3333,1,4207250.0,4207250.0,2026-05-09,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.META,3,1.0,3,569243875.0,291630106.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MGM,1,0.3333,1,1380760.0,1380760.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.MKSI,1,0.3333,1,1662160.0,1662160.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.MNST,1,0.3333,1,1409121.0,1409121.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.MOH,1,0.3333,1,793833.0,793833.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.MP,3,1.0,3,16907846.0,7947897.0,2026-05-09,ATM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.MPC,1,0.3333,1,2493690.0,2493690.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.MRK,1,0.3333,1,717878.0,717878.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.MRNA,3,1.0,3,53744484.0,28601147.0,2026-05-09,ATM,3,3.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666
US.MRVL,3,1.0,3,122020149.0,55939616.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MS,2,0.6667,1,1528502.0,1172455.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.MSFT,3,1.0,3,703520858.0,459336414.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MSTR,3,1.0,3,402363236.0,193444830.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MTSI,3,1.0,3,35500706.0,18904111.0,2026-05-07,ATM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333
US.MTZ,1,0.3333,1,2772231.0,2772231.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.MU,3,1.0,3,3769677484.0,1709934710.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MXL,1,0.3333,1,24655110.0,24655110.0,2026-05-09,DEEP_OTM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.NBIX,1,0.3333,1,783900.0,783900.0,2026-05-07,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.NEM,2,0.6667,2,5162356.0,4438185.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,,
US.NFLX,3,1.0,3,123446631.0,79073837.0,2026-05-08,DEEP_ITM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.NIO,1,0.3333,1,430332.0,430332.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.NKE,3,1.0,3,6323329.0,3361108.0,2026-05-08,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,,
US.NOC,1,0.3333,1,1650426.0,1650426.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.NOW,3,1.0,3,112821377.0,90856144.0,2026-05-08,DEEP_ITM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.NRG,2,0.6667,1,1043627.0,637790.0,2026-05-07,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.NSIT,1,0.3333,1,4255826.0,4255826.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.NTNX,1,0.3333,1,605828.0,605828.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.NUE,2,0.6667,1,5398235.0,4827538.0,2026-05-07,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.NVDA,3,1.0,3,3281993181.0,1309675221.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.NVT,1,0.3333,1,1064402.0,1064402.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.NXPI,2,0.6667,1,5475756.0,4754806.0,2026-05-07,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,,
US.NYT,1,0.3333,1,900625.0,900625.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.OKTA,2,0.6667,2,5883732.0,4793657.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.ON,3,1.0,3,12388299.0,6368572.0,2026-05-07,DEEP_OTM,3,3.0,1.0,1.0,0.3333333333333333,3.0,1.0
US.ONTO,2,0.6667,1,2244808.0,1717598.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.ORA,1,0.3333,1,761670.0,761670.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.ORCL,3,1.0,3,479532455.0,204796680.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.OSK,1,0.3333,1,351665.0,351665.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.OXY,1,0.3333,1,3645538.0,3645538.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.PANW,3,1.0,3,58929007.0,31103292.0,2026-05-08,ATM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.PATH,1,0.3333,1,821326.0,821326.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.PDD,2,0.6667,1,2155114.0,1141488.0,2026-05-07,ATM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.PENG,1,0.3333,1,2906866.0,2906866.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.PEP,2,0.6667,1,2056560.0,1318564.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.PFE,2,0.6667,2,37010395.0,36192769.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,,
US.PFGC,2,0.6667,1,2517504.0,1429630.0,2026-05-09,ATM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.PG,2,0.6667,2,2091081.0,1332811.0,2026-05-07,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.PH,1,0.3333,1,452120.0,452120.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.PINS,1,0.3333,1,1767222.0,1767222.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.PLNT,2,0.6667,2,3250356.0,2243906.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,2.0,0.6666666666666666
US.PLTR,3,1.0,3,356618945.0,165411781.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.PM,1,0.3333,1,372130.0,372130.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.PNR,1,0.3333,1,2000000.0,2000000.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.PPG,1,0.3333,1,960375.0,960375.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.PRKS,1,0.3333,1,603760.0,603760.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.PTC,1,0.3333,1,918220.0,918220.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.PWR,2,0.6667,2,6457391.0,5939316.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666
US.PYPL,2,0.6667,2,909052.0,521360.0,2026-05-08,DEEP_ITM,3,,,2.0,0.6666666666666666,,
US.Q,1,0.3333,1,1809350.0,1809350.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.QCOM,3,1.0,3,729240918.0,313830917.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.QQQ,1,0.3333,1,1465873363.0,1465873363.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.RCL,2,0.6667,2,61411813.0,43869071.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,2.0,0.6666666666666666
US.RDNT,1,0.3333,1,690422.0,690422.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.RKLB,1,0.3333,1,187816693.0,187816693.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.RMBS,1,0.3333,1,2008481.0,2008481.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.RNG,1,0.3333,1,460790.0,460790.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.ROIV,1,0.3333,1,7762930.0,7762930.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.ROK,1,0.3333,1,1281653.0,1281653.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.RRX,1,0.3333,1,682723.0,682723.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.RTX,2,0.6667,1,5172365.0,4618839.0,2026-05-09,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.RVTY,1,0.3333,1,2170380.0,2170380.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.SANM,1,0.3333,1,5177542.0,5177542.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.SATS,3,1.0,3,20472609.0,9381827.0,2026-05-09,DEEP_OTM,3,2.0,0.6666666666666666,,,3.0,1.0
US.SBUX,2,0.6667,2,2291449.0,1416119.0,2026-05-07,ATM,3,2.0,0.6666666666666666,,,,
US.SCHW,3,1.0,3,12653952.0,9385537.0,2026-05-08,DEEP_ITM,3,3.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666
US.SEZL,1,0.3333,1,1677258.0,1677258.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.SFM,1,0.3333,1,397067.0,397067.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.SGI,1,0.3333,1,4990697.0,4990697.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.SHOO,1,0.3333,1,422217.0,422217.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.SHOP,3,1.0,3,221596066.0,198894546.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.SLB,1,0.3333,1,305119.0,305119.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.SLV,1,0.3333,1,76128613.0,76128613.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.SMCI,3,1.0,3,106702441.0,70351511.0,2026-05-07,DEEP_ITM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.SNDK,3,1.0,3,991796207.0,415342756.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.SNPS,2,0.6667,2,2212872.0,1430010.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,,
US.SO,1,0.3333,1,520517.0,520517.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.SOLS,1,0.3333,1,851903.0,851903.0,2026-05-07,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.SPGI,1,0.3333,1,1641850.0,1641850.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.STLD,1,0.3333,1,5353781.0,5353781.0,2026-05-07,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.STX,3,1.0,3,15754720.0,9446411.0,2026-05-08,ATM,3,3.0,1.0,,,2.0,0.6666666666666666
US.SYK,2,0.6667,2,21701657.0,17910580.0,2026-05-08,DEEP_ITM,3,,,2.0,0.6666666666666666,,
US.SYNA,1,0.3333,1,578605.0,578605.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.T,1,0.3333,1,544977.0,544977.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.TDG,2,0.6667,2,2095951.0,1668251.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,,
US.TER,3,1.0,3,8388356.0,4533694.0,2026-05-07,ATM,3,3.0,1.0,,,1.0,0.3333333333333333
US.TEX,1,0.3333,1,415000.0,415000.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.TFC,1,0.3333,1,10523340.0,10523340.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.TGT,1,0.3333,1,593569.0,593569.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.TMO,2,0.6667,2,11963890.0,11317470.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,1.0,0.3333333333333333
US.TMUS,1,0.3333,1,2324711.0,2324711.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.TPR,2,0.6667,1,8435125.0,6998126.0,2026-05-07,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.TSCO,1,0.3333,1,588957.0,588957.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.TSLA,3,1.0,3,4699218193.0,1913159109.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.TTD,2,0.6667,2,15192243.0,10678091.0,2026-05-08,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.TTWO,1,0.3333,1,1171463.0,1171463.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.TWLO,1,0.3333,1,723553.0,723553.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.TXN,3,1.0,3,18118445.0,14256901.0,2026-05-07,ATM,3,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333
US.UAL,3,1.0,3,15816099.0,10302797.0,2026-05-08,ATM,3,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333
US.UBER,3,1.0,3,16352091.0,7153116.0,2026-05-07,ATM,3,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333
US.UHS,1,0.3333,1,2979370.0,2979370.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.UNH,3,1.0,3,34149837.0,26204524.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,1.0,0.3333333333333333
US.UPS,3,1.0,3,7782928.0,4167310.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,3.0,1.0,,
US.UPWK,1,0.3333,1,1839718.0,1839718.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.USO,1,0.3333,1,30308561.0,30308561.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.V,3,1.0,3,5464042.0,3158906.0,2026-05-07,ATM,3,3.0,1.0,,,,
US.VIAV,1,0.3333,1,3107932.0,3107932.0,2026-05-09,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.VICI,1,0.3333,1,732955.0,732955.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.VITL,1,0.3333,1,2591350.0,2591350.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.VRSN,1,0.3333,1,1458354.0,1458354.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.VRT,3,1.0,3,30236096.0,21186517.0,2026-05-07,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.VSH,1,0.3333,1,1012845.0,1012845.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.VST,3,1.0,3,30752011.0,18421637.0,2026-05-09,DEEP_OTM,3,3.0,1.0,,,3.0,1.0
US.VTRS,3,1.0,3,2557387.0,1220857.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,2.0,0.6666666666666666,,
US.VZ,1,0.3333,1,1826505.0,1826505.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.WBD,3,1.0,3,8034774.0,5454816.0,2026-05-07,ATM,3,3.0,1.0,,,2.0,0.6666666666666666
US.WDAY,3,1.0,3,4255709.0,2926747.0,2026-05-08,ATM,3,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333
US.WDC,3,1.0,3,39495251.0,22613424.0,2026-05-09,ATM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.WFC,3,1.0,3,82090613.0,63131885.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333
US.WHR,1,0.3333,1,3320099.0,3320099.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.WMB,1,0.3333,1,860300.0,860300.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.WMS,1,0.3333,1,1074615.0,1074615.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.WMT,2,0.6667,2,118793430.0,115980912.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333
US.WSC,1,0.3333,1,1157843.0,1157843.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.WYNN,1,0.3333,1,46957065.0,46957065.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.XOM,3,1.0,3,8358301.0,3461112.0,2026-05-09,ATM,3,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333
US.XPEV,1,0.3333,1,307457.0,307457.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.XYZ,3,1.0,3,14254249.0,5754799.0,2026-05-07,ATM,3,3.0,1.0,1.0,0.3333333333333333,3.0,1.0
US.ZBRA,1,0.3333,1,1836000.0,1836000.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.ZS,2,0.6667,2,12797735.0,8042550.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,2.0,0.6666666666666666,,
US.ZTS,3,1.0,3,13659293.0,12597381.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
