stock_owner,active_days,persistence_ratio,max_consecutive_days,total_turnover,max_daily_turnover,peak_date,dominant_bucket,window_days,bp_ATM_active_days,bp_ATM_ratio,bp_DEEP_ITM_active_days,bp_DEEP_ITM_ratio,bp_DEEP_OTM_active_days,bp_DEEP_OTM_ratio
US.BRK.B,3,1.0,3,3741161.0,1562306.0,2026-05-09,ATM,3,3.0,1.0,,,1.0,0.3333333333333333
US.BROS,1,0.3333,1,525350.0,525350.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.BSX,2,0.6667,2,44350737.0,30055694.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,0.3333333333333333
US.BURL,1,0.3333,1,538806.0,538806.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.BWA,2,0.6667,1,1154202.0,763395.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.BWXT,1,0.3333,1,1699764.0,1699764.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.BX,2,0.6667,2,7759215.0,7407875.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.BXP,1,0.3333,1,511989.0,511989.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.C,3,1.0,3,19111701.0,9996275.0,2026-05-09,ATM,3,3.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666
US.CAH,2,0.6667,2,956602.0,595335.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,,
US.CAR,3,1.0,3,138764768.0,128718752.0,2026-05-08,DEEP_ITM,3,3.0,1.0,3.0,1.0,,
US.CAT,3,1.0,3,25408069.0,17102700.0,2026-05-07,DEEP_ITM,3,3.0,1.0,1.0,0.3333333333333333,3.0,1.0
US.CAVA,1,0.3333,1,934814.0,934814.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.CB,1,0.3333,1,666265.0,666265.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.CBOE,2,0.6667,1,1371141.0,695164.0,2026-05-09,ATM,3,2.0,0.6666666666666666,,,,
US.CCL,2,0.6667,2,10521023.0,5629120.0,2026-05-08,DEEP_OTM,3,2.0,0.6666666666666666,,,2.0,0.6666666666666666
US.CEG,3,1.0,3,10987643.0,6376516.0,2026-05-09,ATM,3,3.0,1.0,,,3.0,1.0
US.CELH,3,1.0,3,9323052.0,4216682.0,2026-05-07,DEEP_OTM,3,3.0,1.0,,,3.0,1.0
US.CENX,1,0.3333,1,376233.0,376233.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.CF,2,0.6667,1,1532656.0,1192565.0,2026-05-07,ATM,3,2.0,0.6666666666666666,,,,
US.CGNX,2,0.6667,2,11844615.0,7263546.0,2026-05-08,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CHDN,1,0.3333,1,648668.0,648668.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.CHTR,1,0.3333,1,27764170.0,27764170.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.CHWY,1,0.3333,1,2816985.0,2816985.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.CIEN,2,0.6667,2,7727373.0,4962013.0,2026-05-07,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CLSK,1,0.3333,1,1433417.0,1433417.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.CLX,3,1.0,3,7813430.0,3154398.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666
US.CMC,1,0.3333,1,665569.0,665569.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.CME,1,0.3333,1,956450.0,956450.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.CMG,1,0.3333,1,2265088.0,2265088.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.CNC,1,0.3333,1,602739.0,602739.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.CNS,1,0.3333,1,358000.0,358000.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.COF,1,0.3333,1,1555398.0,1555398.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.COHR,3,1.0,3,65417710.0,28021524.0,2026-05-08,ATM,3,3.0,1.0,,,3.0,1.0
US.COIN,3,1.0,3,160129077.0,74234831.0,2026-05-08,ATM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.COP,3,1.0,3,84307260.0,80495164.0,2026-05-09,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333
US.COR,1,0.3333,1,433351.0,433351.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.COST,1,0.3333,1,952232.0,952232.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.CRCL,1,0.3333,1,25758294.0,25758294.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CRM,3,1.0,3,53984682.0,22445976.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.CRWD,3,1.0,3,40930728.0,26138308.0,2026-05-08,ATM,3,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CRWV,1,0.3333,1,121227241.0,121227241.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CSCO,2,0.6667,1,24682701.0,16842449.0,2026-05-09,ATM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666
US.CTRA,1,0.3333,1,1990759.0,1990759.0,2026-05-07,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.CVNA,3,1.0,3,144440590.0,103157291.0,2026-05-07,ATM,3,3.0,1.0,,,3.0,1.0
US.CVS,3,1.0,3,6633983.0,3071787.0,2026-05-09,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.CVX,3,1.0,3,4430998.0,2071392.0,2026-05-09,ATM,3,3.0,1.0,1.0,0.3333333333333333,,
US.CW,1,0.3333,1,4916929.0,4916929.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.CYTK,2,0.6667,1,6800697.0,6164094.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.DAL,3,1.0,3,3748529.0,1946546.0,2026-05-08,ATM,3,3.0,1.0,2.0,0.6666666666666666,,
US.DASH,3,1.0,3,35974896.0,15304658.0,2026-05-09,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666
US.DDOG,3,1.0,3,172966923.0,117183701.0,2026-05-08,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.DE,2,0.6667,2,2739042.0,1599042.0,2026-05-08,ATM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.DELL,3,1.0,3,118328174.0,54902876.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.DG,1,0.3333,1,1088150.0,1088150.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.DHI,2,0.6667,1,1723013.0,1066813.0,2026-05-09,DEEP_ITM,3,,,2.0,0.6666666666666666,,
US.DHR,2,0.6667,2,37496189.0,22775316.0,2026-05-08,DEEP_ITM,3,,,2.0,0.6666666666666666,1.0,0.3333333333333333
US.DINO,1,0.3333,1,65339057.0,65339057.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.DIS,3,1.0,3,7454990.0,4140381.0,2026-05-09,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333
US.DOCN,3,1.0,3,26747353.0,14340450.0,2026-05-07,DEEP_OTM,3,2.0,0.6666666666666666,3.0,1.0,3.0,1.0
US.DOCS,2,0.6667,2,1009020.0,576004.0,2026-05-08,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.DOW,1,0.3333,1,968686.0,968686.0,2026-05-07,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.DPZ,1,0.3333,1,613505.0,613505.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.DUOL,2,0.6667,2,3837943.0,3288796.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.DVA,3,1.0,3,14067004.0,7725287.0,2026-05-07,ATM,3,3.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333
US.DVN,3,1.0,3,13943229.0,8409397.0,2026-05-08,DEEP_OTM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,3.0,1.0
US.DY,1,0.3333,1,648418.0,648418.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.EA,2,0.6667,1,10498419.0,9434944.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,2.0,0.6666666666666666
US.EBAY,1,0.3333,1,1752703.0,1752703.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.EL,2,0.6667,1,1447743.0,822073.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,1.0,0.3333333333333333
US.ELF,1,0.3333,1,390660.0,390660.0,2026-05-09,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.ENPH,1,0.3333,1,1246694.0,1246694.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.ENTG,1,0.3333,1,2110570.0,2110570.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.EOG,2,0.6667,1,2785956.0,1750250.0,2026-05-07,ATM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.EQT,2,0.6667,1,1341351.0,957738.0,2026-05-07,DEEP_OTM,3,,,,,2.0,0.6666666666666666
US.ETN,3,1.0,3,58802298.0,35634490.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,,
US.EVR,1,0.3333,1,670619.0,670619.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.EXPE,2,0.6667,2,14067507.0,12610620.0,2026-05-09,DEEP_OTM,3,2.0,0.6666666666666666,,,1.0,0.3333333333333333
US.FANG,1,0.3333,1,1432986.0,1432986.0,2026-05-07,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.FBIN,1,0.3333,1,6339508.0,6339508.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.FCX,3,1.0,3,14212364.0,8836845.0,2026-05-07,DEEP_OTM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.FE,1,0.3333,1,1649200.0,1649200.0,2026-05-07,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.FICO,1,0.3333,1,20503695.0,20503695.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.FLEX,3,1.0,3,28311753.0,18096981.0,2026-05-08,DEEP_ITM,3,3.0,1.0,3.0,1.0,1.0,0.3333333333333333
US.FLR,2,0.6667,2,3921487.0,3359618.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.FN,1,0.3333,1,1971798.0,1971798.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.FOUR,2,0.6667,2,1034787.0,548535.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.FSLR,2,0.6667,2,5492968.0,4713929.0,2026-05-08,DEEP_OTM,3,2.0,0.6666666666666666,,,2.0,0.6666666666666666
US.FTNT,3,1.0,3,48908866.0,35140129.0,2026-05-08,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666
US.GDX,1,0.3333,1,7836898.0,7836898.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.GE,3,1.0,3,37549848.0,34062955.0,2026-05-07,ATM,3,3.0,1.0,,,1.0,0.3333333333333333
US.GEV,3,1.0,3,10187441.0,6738295.0,2026-05-09,DEEP_OTM,3,3.0,1.0,,,2.0,0.6666666666666666
US.GILD,1,0.3333,1,384859.0,384859.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.GLD,1,0.3333,1,89234938.0,89234938.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.GLW,3,1.0,3,141530730.0,69898969.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.GME,3,1.0,3,9992904.0,5894490.0,2026-05-07,ATM,3,3.0,1.0,1.0,0.3333333333333333,3.0,1.0
US.GOOG,3,1.0,3,385093674.0,225970170.0,2026-05-07,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.GOOGL,3,1.0,3,679170800.0,341552168.0,2026-05-08,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.GPN,1,0.3333,1,1980560.0,1980560.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.GS,3,1.0,3,8998298.0,4316605.0,2026-05-08,ATM,3,3.0,1.0,,,2.0,0.6666666666666666
US.GWW,2,0.6667,2,7013189.0,5121189.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,2.0,0.6666666666666666,,
US.GXO,1,0.3333,1,1625507.0,1625507.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.HAL,1,0.3333,1,1004056.0,1004056.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.HD,3,1.0,3,23820130.0,18454580.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,,
US.HII,1,0.3333,1,596959.0,596959.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.HIMS,2,0.6667,1,10306130.0,8489835.0,2026-05-09,ATM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
US.HL,1,0.3333,1,605864.0,605864.0,2026-05-07,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.HLIT,1,0.3333,1,312975.0,312975.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.HLT,1,0.3333,1,3100998.0,3100998.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.HON,2,0.6667,2,1971121.0,1395183.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.HOOD,3,1.0,3,68992963.0,33411234.0,2026-05-08,ATM,3,3.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666
US.HPE,2,0.6667,1,1148189.0,841363.0,2026-05-07,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.HPQ,1,0.3333,1,1008000.0,1008000.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.HR,1,0.3333,1,5774751.0,5774751.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.HSIC,1,0.3333,1,494310.0,494310.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.HST,1,0.3333,1,679769.0,679769.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.HUM,2,0.6667,1,2229361.0,1630329.0,2026-05-09,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.HWM,2,0.6667,2,10071155.0,5409772.0,2026-05-08,ATM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,,
US.IBM,3,1.0,3,26828980.0,25340646.0,2026-05-08,DEEP_ITM,3,3.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666
US.IFF,1,0.3333,1,954711.0,954711.0,2026-05-07,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.INSM,3,1.0,3,5776887.0,4506247.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666
US.INTC,3,1.0,3,1398896599.0,795206506.0,2026-05-09,ATM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.INTU,3,1.0,3,36355332.0,27889240.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,2.0,0.6666666666666666,3.0,1.0
US.IRDM,1,0.3333,1,318439.0,318439.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.IRM,1,0.3333,1,314112.0,314112.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.ISRG,1,0.3333,1,852048.0,852048.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.JAZZ,1,0.3333,1,548289.0,548289.0,2026-05-07,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.JBHT,1,0.3333,1,1749450.0,1749450.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.JBL,3,1.0,3,17073383.0,13522317.0,2026-05-08,ATM,3,3.0,1.0,,,2.0,0.6666666666666666
US.JCI,1,0.3333,1,611378.0,611378.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.JD,3,1.0,3,2952837.0,1362197.0,2026-05-09,DEEP_OTM,3,2.0,0.6666666666666666,,,2.0,0.6666666666666666
US.JNJ,3,1.0,3,7092859.0,2966888.0,2026-05-07,ATM,3,3.0,1.0,1.0,0.3333333333333333,,
US.JPM,3,1.0,3,27484303.0,11712263.0,2026-05-09,ATM,3,3.0,1.0,,,3.0,1.0
US.KBR,1,0.3333,1,3300000.0,3300000.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.KEYS,1,0.3333,1,507187.0,507187.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.KKR,1,0.3333,1,1522512.0,1522512.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.KLAC,2,0.6667,2,6626321.0,5311613.0,2026-05-09,ATM,3,2.0,0.6666666666666666,,,,
US.KO,1,0.3333,1,2636250.0,2636250.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.KTOS,1,0.3333,1,5174061.0,5174061.0,2026-05-08,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.LEN,2,0.6667,2,2970509.0,2276800.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.LFUS,1,0.3333,1,370424.0,370424.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.LH,1,0.3333,1,1198570.0,1198570.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.LITE,3,1.0,3,169500778.0,93487755.0,2026-05-07,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,3.0,1.0
US.LLY,3,1.0,3,25964969.0,15912368.0,2026-05-08,DEEP_ITM,3,3.0,1.0,1.0,0.3333333333333333,3.0,1.0
US.LMT,1,0.3333,1,673900.0,673900.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.LOW,1,0.3333,1,700971.0,700971.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.LRCX,3,1.0,3,69546179.0,48672559.0,2026-05-07,ATM,3,3.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666
US.LTH,1,0.3333,1,612859.0,612859.0,2026-05-09,ATM,3,1.0,0.3333333333333333,,,,
US.LULU,2,0.6667,2,9737758.0,9082220.0,2026-05-08,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.LUV,1,0.3333,1,665521.0,665521.0,2026-05-08,DEEP_OTM,3,,,,,1.0,0.3333333333333333
US.LVS,1,0.3333,1,337443.0,337443.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
US.LYB,1,0.3333,1,945236.0,945236.0,2026-05-08,ATM,3,1.0,0.3333333333333333,,,,
US.LYFT,1,0.3333,1,1735570.0,1735570.0,2026-05-09,DEEP_OTM,3,1.0,0.3333333333333333,,,1.0,0.3333333333333333
US.LYV,1,0.3333,1,994355.0,994355.0,2026-05-07,ATM,3,1.0,0.3333333333333333,,,,
US.MA,2,0.6667,2,3890413.0,2984620.0,2026-05-08,DEEP_ITM,3,2.0,0.6666666666666666,1.0,0.3333333333333333,,
US.MAR,1,0.3333,1,127909016.0,127909016.0,2026-05-07,DEEP_ITM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,,
US.MARA,1,0.3333,1,6069804.0,6069804.0,2026-05-09,ATM,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
US.MCD,3,1.0,3,29840117.0,17022452.0,2026-05-08,DEEP_ITM,3,3.0,1.0,2.0,0.6666666666666666,,
US.MCHP,3,1.0,3,746852667.0,718453230.0,2026-05-09,DEEP_ITM,3,3.0,1.0,3.0,1.0,3.0,1.0
US.MCK,3,1.0,3,13312665.0,7175235.0,2026-05-07,ATM,3,3.0,1.0,,,,
US.MCY,1,0.3333,1,722966.0,722966.0,2026-05-09,DEEP_ITM,3,,,1.0,0.3333333333333333,,
