stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts
US.AAPL,2026-05-07,40403978.0,16615877.0,87816,17657,65082,2711.75,26.02495833333333,-0.3983358647083333,4222071417828.0,332.49795224337333,13.854081343473888,59.86463812551094,842.0,65330.07966317637,952670.0,14791507.172474258,15156680.5857987,878515.34447094,26.02495833333333,59.86463812551094,842.0,641.4339140435409,1477.6883365200765,0.4574109177975189,1.4430379746835442,2.0936625213799984,0.11170695247177838,29.07134698085088,24
US.ADBE,2026-05-07,504059.0,504059.0,288,288,32,32.0,49.518,-0.509333287,101118714000.0,13.130450587586948,13.130450587586948,9.0,9.0,0.6296455909981212,0.6296455909981212,256734.02731193302,159848.99108280698,5133.722965194,49.518,9.0,9.0,1750.204861111111,1750.204861111111,0.13376,0.13376,0.6349070587698001,0.02631578947368421,25.33956104971069,1
US.ADI,2026-05-07,1615529.0,1615529.0,574,574,9,9.0,45.354,-0.486746533,202912293773.91,14.295173634176404,14.295173634176404,63.77777777777778,63.77777777777778,4.3188225638722475,4.3188225638722475,786353.139710957,917249.700016855,10034.208940842,45.354,63.77777777777778,63.77777777777778,2814.5104529616724,2814.5104529616724,0.15916093005343482,0.15916093005343482,0.49626726904856155,0.022727272727272728,26.036039672257644,1
US.AKAM,2026-05-07,1543601.0,1543601.0,3861,3861,512,512.0,255.05,-0.258086569,17959739625.52,14.249629204317216,14.249629204317216,7.541015625,7.541015625,0.24713875753135503,0.24713875753135503,398382.685994969,44468.494447083,21935.596704665,255.05,7.541015625,7.541015625,399.7930587930588,399.7930587930588,0.09365488176071174,0.09365488176071174,72.13761847590847,0.3333333333333333,23.611398402305575,1
US.ALB,2026-05-07,5356618.0,2436767.0,4129,1764,553,138.25,87.30324999999999,-0.47498070675000004,22706193305.07,55.854232109787375,13.963558027446844,15.301905127221582,36.75757575757576,1.4015909536175122,3.833727441068701,2783729.45973749,906790.819275156,95810.31668224401,87.30324999999999,15.301905127221582,36.75757575757576,1517.6603530516823,2534.6433447098975,0.28921783479413044,0.783162016642193,15.999272052855217,0.1935049019607843,23.84590355708817,4
US.AMD,2026-05-07,285563076.0,21534442.0,302404,39893,36507,341.1869158878505,71.86270093457944,-0.2952630033084112,687162736355.838,1530.5967906125704,14.304642902921218,338.91415855912015,10341.0,273345.098063635,11260877.0,96367128.0832711,85454586.44747752,2450542.473587398,71.86270093457944,338.91415855912015,10341.0,1946.7008870269472,8575.187350835322,0.1485808823334652,0.23041108936035132,6.285964676263741,0.11349958006783134,27.25583698082147,107
US.AMZN,2026-05-07,10786471.0,2894780.0,35708,17585,29878,2716.181818181818,30.381727272727275,-0.4291542862727273,2957699510756.508,149.85500872715602,13.623182611559638,1.6979813277177522,5.215005931198102,0.029853697964259907,0.08660927568061252,4497558.351201371,2395842.226135759,413271.69409099,30.381727272727275,1.6979813277177522,5.215005931198102,761.6396544734998,2041.5602836879432,0.39657319693519677,0.8142589118198874,2.8061893526824395,0.1195203879623043,28.715432889782345,11
US.ANET,2026-05-07,9421066.0,3348053.0,27166,15709,13365,1336.5,69.3481,-0.47636928340000007,185173457552.28,135.6399113575115,13.563991135751149,5.442179451802994,45.932748538011694,0.10218224124310094,0.6656894230226276,3572912.940316281,947606.8488282689,177161.072995056,69.3481,5.442179451802994,45.932748538011694,782.603260281181,2089.7336065573772,3.623262313574531,11.011838284565558,9.784643278127454,0.16152137816521378,25.944558831140654,10
US.APP,2026-05-07,8723401.0,1354214.0,5384,1474,4671,424.6363636363636,169.5850909090909,-0.35609401054545453,157649204779.45,149.05010052719587,13.550009138835987,1.8297439088728635,4.642857142857143,0.08679378259186937,0.2731879663965921,3362098.280757179,1490292.5469915941,40663.228092854,169.5850909090909,1.8297439088728635,4.642857142857143,2353.0595648987696,6671.004926108374,0.3959187054489726,0.7810615199034984,39.22689141232232,0.2484848484848485,25.78363817871575,11
US.ARM,2026-05-07,25375623.0,2451351.0,31403,5959,12214,555.1818181818181,165.01572727272728,-0.2889791280909091,252012600000.0,304.4319504383317,13.837815929015077,20.709939938534678,141.6153846153846,0.932910438736776,5.263690881389996,7535116.931563927,3360973.2766396957,181648.540854344,165.01572727272728,20.709939938534678,141.6153846153846,1111.544763985699,2378.7668161434976,0.26804604051886655,0.4777480693277596,33.74763044658147,0.19276165187636873,26.252744923211843,22
US.ASML,2026-05-07,15220903.0,4832508.0,2797,1123,2857,714.25,49.13375,-0.32106981,595370083832.1,60.493769263063115,15.123442315765779,5.015081255656432,8.64179104477612,0.2194314438971726,0.46691990286149687,5057398.372169865,24237519.806625552,28293.267218168,49.13375,5.015081255656432,8.64179104477612,5812.632563710931,8346.300518134714,0.12133296473892097,0.18031875940693531,1.128885586952563,0.04204545454545455,27.112449038772123,4
US.AVGO,2026-05-07,13397891.0,1970840.0,14782,6478,14983,1070.2142857142858,52.52892857142857,-0.3296765675,2014317232200.96,191.50082430666725,13.67863030761909,1.1636422517875153,3.3863042341871408,0.0394367659081488,0.12128872913472387,4644907.419253473,7836269.884929157,80848.739315367,52.52892857142857,1.1636422517875153,3.3863042341871408,2008.555942976995,3861.7748691099478,0.33789522205420935,1.182219419924338,3.415389497995521,0.08478070374343637,28.331301411327402,14
US.AXON,2026-05-07,4342749.0,2887065.0,1074,479,532,177.33333333333334,145.02333333333334,-0.39804220566666665,31089589477.86,41.853455246868684,13.951151748956228,2.2436468383793575,3.7716535433070866,0.19711123651733678,0.35127496435618843,2082308.01782532,2915239.40597226,14526.357175658999,145.02333333333334,2.2436468383793575,3.7716535433070866,4828.3503780289175,10614.20955882353,0.2127318073902841,0.3579983001519561,25.584329245605602,0.1468954248366013,24.16013885664749,3
