stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts,uf_pcr_turnover,uf_pcr_volume
US.AMZN,2026-05-07,240563039.0,60981685.0,270659,27403,975109,11208.149425287356,37.49451724137931,0.47197433551724133,2957699510756.508,1231.8328813279697,14.158998635953676,0.6553227279990184,7.659119897959184,0.021669270759616475,0.31820385291214953,177319252.70106465,45875240.46051769,2758938.831392502,37.49451724137931,0.6553227279990184,7.659119897959184,1954.7692798087296,17665.18854961832,0.3332718650777665,1.142857142857143,2.7990200972796377,0.09320653314537426,28.715432889782345,87,0.0469433027653194,0.1519806257474963
US.ANET,2026-05-07,19281132.0,3348053.0,37725,15709,26022,1239.142857142857,58.75719047619048,0.042812101190476196,185173457552.28,284.66127826500735,13.55529896500035,3.0551136943313604,45.932748538011694,0.10611405137559932,0.7026503644085955,7705277.172786031,1960065.460859843,304449.071930486,58.75719047619048,3.0551136943313604,45.932748538011694,1381.1482217800894,11309.53937007874,1.850979266207872,11.011838284565558,5.466307680700658,0.10310838324536954,25.944558831140654,21,0.9554769714523209,2.5727815134008902
US.APP,2026-05-07,41089021.0,3589890.0,27949,3962,22195,652.7941176470588,166.23526470588234,0.17587774335294118,157649204779.45,471.77774330279243,13.875815979493895,2.0926661128257766,7.838028169014085,0.08894455813088502,0.4446716503552793,17671002.77962644,9224869.226123126,191724.065263829,166.23526470588234,2.0926661128257766,7.838028169014085,2243.738966288458,6671.004926108374,0.3659258171013451,0.7810615199034984,37.22121042473956,0.23270944741532976,25.78363817871575,34,0.26952676945474857,0.2385996011522269
US.ARES,2026-05-07,1195837.0,693734.0,2088,1084,6405,3202.5,48.5345,0.5400732125,27932108303.0,26.576407870719002,13.288203935359501,0.33208187076679685,0.38371681415929204,0.015574914910342137,0.019826381198298392,670140.467258123,131996.83416611,34894.139691698,48.5345,0.33208187076679685,0.38371681415929204,570.0393022007909,639.9760147601476,0.14045630989770977,0.2024904733812721,1.8523124568169476,0.06136363636363637,24.053042699339265,2,0.0,0.0
US.ARM,2026-05-07,203759772.0,11760102.0,180197,10757,91989,910.7821782178218,160.68331683168316,0.34794228364356433,252012600000.0,1435.6107667034437,14.213967987162809,11.154299937725781,255.0,9425.12561227066,951897.0,102289140.7372882,31878887.485323284,1458075.5439277,160.68331683168316,11.154299937725781,255.0,1835.778768280578,7131.333333333333,1.722910194613476,9.3359375,29.524687682818627,0.16873458060783056,26.252744923211843,101,0.14225267851573517,0.21105017675443902
US.ASML,2026-05-07,48608478.0,14834876.0,9108,2049,7771,518.0666666666667,51.309999999999995,0.25076228813333334,595370083832.1,219.1581630956814,14.61054420637876,28.959561761647873,353.0,118982.22054918161,1784729.0,22332579.583985213,104014034.70214313,84952.494563976,51.309999999999995,28.959561761647873,353.0,5775.642646537659,15122.197757390419,1.2696178896126582,5.467529569292569,4.4789796609325,0.1030569008194579,27.112449038772123,15,0.45588525072575653,0.44319442243701473
US.AVAV,2026-05-07,6205357.0,2719200.0,2143,808,365,91.25,88.95275000000001,0.714310874,8706990359.41,56.70503301270959,14.176258253177398,214.15907068395626,410.0,551379.748733483,1123051.0,4210851.910509786,1771871.1946060811,34538.409703447,88.95275000000001,214.15907068395626,410.0,2807.833354004356,3365.3465346534654,0.07820412549396738,0.1709451803227445,3.0412491419354164,0.0536764705882353,22.887392029684204,4,0.0,0.0
US.AVGO,2026-05-07,94414903.0,7179917.0,63601,6478,173637,2846.5081967213114,50.07062295081967,0.33802671303278686,2014317232200.96,854.4636867751127,14.007601422542832,11.967542248868664,230.0,120483.53712018125,3678530.0,51069836.47572628,44896857.97999051,612125.455508351,50.07062295081967,11.967542248868664,230.0,2742.4655993024435,15993.608695652174,0.4558502870914954,1.5703703703703704,3.2443215264022687,0.08522468129515497,28.331301411327402,61,0.16537132966592252,0.3027919457588234
US.AXON,2026-05-07,6803497.0,2887065.0,2322,986,823,164.6,161.66500000000002,-0.022623458000000006,31089589477.86,69.79069029827573,13.958138059655147,2.9438045710666176,4.629107981220657,0.21335655989789223,0.35127496435618843,3346548.233936072,3288713.900510412,27934.929557639,161.66500000000002,2.9438045710666176,4.629107981220657,3864.728202135933,10614.20955882353,0.28991658040561397,0.5019611505416512,31.66075175503395,0.17480392156862745,24.16013885664749,5,1.7648085053812905,0.8605769230769231
US.BA,2026-05-07,5802443.0,1128805.0,8200,3061,27762,3966.0,34.19557142857143,0.226703943,181254354966.83,95.06884762464581,13.581263946377973,1.498322483999477,8.502777777777778,0.034400595408762925,0.13637061037900425,2359001.8828081167,2189094.093547842,81567.050403002,34.19557142857143,1.498322483999477,8.502777777777778,896.6174541117898,1721.573619631902,0.26311009075766695,0.6412213740458015,0.6054325653949568,0.030094979466838763,25.92316715780126,7,0.4010763946068714,0.26640926640926643
US.BABA,2026-05-07,63852718.0,5509222.0,118183,11565,296233,7405.825,52.920075,0.516928836275,339321454209.92,562.4781573256186,14.061953933140463,1.171610481503945,20.485207100591715,0.06473094936562862,1.0725119815791588,32438382.582716998,10659328.227955796,1265841.072765484,52.920075,1.171610481503945,20.485207100591715,797.2328425847884,3018.0022222222224,1.5561223459062856,10.867924528301886,3.8985150549708862,0.09531075029507745,26.55021373753903,40,0.06249783890316419,0.03361028511457058
US.BAC,2026-05-07,575564.0,575564.0,14835,14835,19124,19124.0,29.919,0.374414143,380377258893.6,13.263107446031226,13.263107446031226,0.7757268353900858,0.7757268353900858,0.005615004354924812,0.005615004354924812,215499.30180165198,8544.484712368001,186127.96007709202,29.919,0.7757268353900858,0.7757268353900858,38.79770812268284,38.79770812268284,2.1081081081081083,2.1081081081081083,8.943451619934832,0.3333333333333333,26.664429383744928,1,0.0,0.0
US.BG,2026-05-07,717241.0,717241.0,774,774,324,324.0,31.51,-0.54551463,24455983395.75,13.483168580069313,13.483168580069313,2.388888888888889,2.388888888888889,0.1756213240875412,0.1756213240875412,391265.45873583,158379.656434587,16521.624200529,31.51,2.388888888888889,2.388888888888889,926.6679586563307,926.6679586563307,0.10958904109589027,0.10958904109589027,0.19171866799733772,0.0136986301369863,23.920140742631787,1,0.0,0.0
US.BIDU,2026-05-07,6212971.0,1339509.0,8350,2477,15725,1965.625,64.353875,0.613772821,47836121328.81,108.14883118579942,13.518603898224928,1.3327444774203305,3.949514563106796,0.07216917110999145,0.24359457133731935,3819952.2478115107,873706.278704176,88157.841915341,64.353875,1.3327444774203305,3.949514563106796,1073.5361558979887,2153.551446945338,1.7958869781475055,4.419276038196758,4.437510915034482,0.07861405147364052,24.59104686742006,8,0.0,0.0
US.BILI,2026-05-07,659577.0,659577.0,2564,2564,176,176.0,58.612,0.668621193,9319870983.39,13.399355515563734,13.399355515563734,14.568181818181818,14.568181818181818,1.675277868086317,1.675277868086317,441007.160615361,18368.652213780002,53171.311108443,58.612,14.568181818181818,14.568181818181818,257.2453198127925,257.2453198127925,0.23711589644326164,0.23711589644326164,0.7299143169232514,0.022727272727272728,22.955414622671487,1,0.0,0.0
US.BKNG,2026-05-07,3462500.0,1887500.0,5000,2500,2851,1425.5,17.3295,-0.392166013,130427538347.52,28.720530755068808,14.360265377534404,7.1894732594968636,13.440860215053764,0.31900082681344366,0.6028902960055603,1480426.699075,145204.080175,61628.9588,17.3295,7.1894732594968636,13.440860215053764,692.5,755.0,0.0,0.0,0.9019824939554252,0.21666666666666667,25.59408364779713,2,0.0,0.0
US.BRK.B,2026-05-07,858490.0,858490.0,2209,2209,2287,2287.0,17.745,0.657203955,1013354797979.91,13.662931475863434,13.662931475863434,0.9658941845212068,0.9658941845212068,0.00798966061657576,0.00798966061657576,564203.0233279499,108319.67613699,51784.93923342,17.745,0.9658941845212068,0.9658941845212068,388.63286555002264,388.63286555002264,0.8725099601593626,0.8725099601593626,5.446670131863492,0.3333333333333333,27.644287524672233,1,0.0,0.0
US.BROS,2026-05-07,525350.0,525350.0,2284,2284,320,320.0,108.349,-0.305427457,7517902255.32,13.171821889608019,13.171821889608019,7.1375,7.1375,0.27797472908906196,0.27797472908906196,160456.31453495,17067.77305975,18338.14711155,108.349,7.1375,7.1375,230.01313485113835,230.01313485113835,0.17601295455345514,0.17601295455345514,6.113158471866176,0.1,22.740552980716302,1,0.0,0.0
US.BWA,2026-05-07,763395.0,763395.0,5480,5480,5889,5889.0,43.468,0.308752085,12242113002.08,13.545532179562484,13.545532179562484,0.9305484802173544,0.9305484802173544,0.021819671325685765,0.021819671325685765,235699.79792857502,54811.693057845,30333.575901105003,43.468,0.9305484802173544,0.9305484802173544,139.30565693430657,139.30565693430657,0.5862068965517241,0.5862068965517241,0.5306826494534235,0.022727272727272728,23.22814773010217,1,0.0,0.0
US.C,2026-05-07,1552571.0,920905.0,4050,2797,5412,2706.0,34.7325,0.1729133275,217634560000.0,27.089230882588538,13.544615441294269,0.7247247137790213,0.81048971312663,0.025573998137364114,0.0368032831435564,553143.514020504,322851.29270101397,25174.268501350998,34.7325,0.7247247137790213,0.81048971312663,480.3985319751723,734.9600957701516,0.1721512770137524,0.25,0.189148722882796,0.010525785656728445,26.106083162851085,2,0.6859187429756598,2.232242617717478
US.CAR,2026-05-07,5485098.0,1167364.0,2780,1068,4618,769.6666666666666,74.34733333333334,-0.7259243393333333,5801422450.78,82.10031542745084,13.68338590457514,1.899195607436804,3.888888888888889,0.3406251296879396,0.8300914931859339,3854733.107927268,623867.557342913,63760.237718612996,74.34733333333334,1.899195607436804,3.888888888888889,2322.6207852979664,3505.5238095238096,0.3162460819310725,0.4636955098021406,4.173349366324241,0.10256238859180035,22.481368974736743,6,0.0,0.0
US.CAT,2026-05-07,17102700.0,10620160.0,1764,693,2301,460.2,55.977599999999995,0.5401055325999999,426936526802.19,72.81741736551109,14.563483473102218,1.4218259541063265,4.95,0.07615197883975537,0.16069212414220713,14580916.566806765,7949747.222351148,24215.429650183,55.977599999999995,1.4218259541063265,4.95,14519.540947298072,53100.8,0.2735809547633644,0.7570755079162763,1.3935047339626818,0.049137032424703665,26.779901189952795,5,0.04875647236604236,0.13367609254498714
US.CBOE,2026-05-07,675977.0,675977.0,448,448,16,16.0,28.427,-0.335757748,36210209264.0,13.423915810116823,13.423915810116823,28.0,28.0,1.2210567196531792,1.2210567196531792,226964.515219796,516706.43376534904,4189.018653368,28.427,28.0,28.0,1508.877232142857,1508.877232142857,0.12420965466909001,0.12420965466909001,0.09157362224693692,0.007352941176470588,24.312606939911902,1,0.0,0.0
US.CEG,2026-05-07,2524850.0,1365425.0,1970,1516,6029,2009.6666666666667,58.78933333333333,-0.041415206,116941474228.16,40.66565103903323,13.555217013011076,0.9270935775263761,2.0491803278688523,0.06654672350627734,0.15363456203738224,858084.46663305,1086655.9699115749,17763.46117825,58.78933333333333,0.9270935775263761,2.0491803278688523,2012.815243071723,2717.7696078431372,0.17472947483639126,0.37382809810036294,1.4691678668142627,0.038094794962466656,25.484939426328683,3,3.5539973846778192,8.656862745098039
US.CELH,2026-05-07,4216682.0,1175562.0,25113,8954,12374,2474.8,134.1172,0.09621784679999999,8426191260.0,68.12156669844126,13.624313339688252,8.693568529616224,15.799107142857142,0.6033290306689443,1.2150029943379792,1639711.819134735,97229.372023217,232833.507064309,134.1172,8.693568529616224,15.799107142857142,195.44071846458033,258.3318632855568,0.6081298677251992,1.068917018284107,16.463177257663865,0.1312121212121212,22.85461069915376,5,0.529971303164344,0.8688048816788213
US.CF,2026-05-07,1192565.0,1192565.0,2001,2001,41,41.0,101.139,-0.705434321,18397104135.84,13.991617846125054,13.991617846125054,48.80487804878049,48.80487804878049,2.428770141909836,2.428770141909836,841276.281023365,35988.854489720004,46482.786082315004,101.139,48.80487804878049,48.80487804878049,595.984507746127,595.984507746127,0.10369627027931079,0.10369627027931079,28.156363966649796,0.3333333333333333,23.63545910530782,1,0.0,0.0
US.CGNX,2026-05-07,4581069.0,1912894.0,15800,6703,18285,6095.0,111.77266666666667,0.4477180336666667,10398282674.56,42.499394060641414,14.166464686880472,5.9301048663569595,16.59451219512195,0.15389136147973906,0.3934165733000086,2219022.7749061342,169846.50247211498,160346.085044417,111.77266666666667,5.9301048663569595,16.59451219512195,314.4395222890902,510.336070060208,0.663813188525671,0.7536231884057972,6.43174158531368,0.10000000000000002,23.064906502108716,3,0.0,0.0
US.CIEN,2026-05-07,4962013.0,2655796.0,573,361,1082,541.0,92.702,0.6475406905,81557198709.33,29.44337486727055,14.721687433635275,0.7128615976645436,1.1496815286624205,0.09935016005249733,0.14663827466818058,3190556.616203794,3607473.873630574,9941.322546259998,92.702,0.7128615976645436,1.1496815286624205,9117.578849370198,10878.382075471698,0.16066882174998098,0.2272044921573878,1.1244785768271506,0.022727272727272728,25.124570435696093,2,0.0,0.0
US.CLX,2026-05-07,3154398.0,3154398.0,2720,2720,3902,3902.0,0.0,0.0,10884130803.51,14.964308544528006,14.964308544528006,0.6970784213223987,0.6970784213223987,0.08981284669605877,0.08981284669605877,0.0,0.0,0.0,0.0,0.6970784213223987,0.6970784213223987,1159.7051470588235,1159.7051470588235,0.12679110445137645,0.12679110445137645,0.0,0.1,23.11057167585014,1,0.0,0.0
US.CMC,2026-05-07,665569.0,665569.0,1169,1169,152,152.0,43.419,0.620330824,8000524755.6,13.408399095357973,13.408399095357973,7.690789473684211,7.690789473684211,0.6068944450523398,0.6068944450523398,412872.96619885595,62733.928237365006,23564.475103983,43.419,7.690789473684211,7.690789473684211,569.3490162532079,569.3490162532079,0.3104587338251,0.3104587338251,0.5494595707003956,0.022727272727272728,22.802772971050018,1,0.0,0.0
US.COHR,2026-05-07,27790916.0,2935624.0,14857,1813,10199,407.96,148.95056,0.11152092208000002,64619369928.84,344.74334496428963,13.789733798571586,22.537974542808346,453.0,23152.469382194224,578805.0,12068681.485815333,7654250.86200418,154159.621880934,148.95056,22.537974542808346,453.0,2149.3885603328467,4261.375234521576,0.34324891526650203,0.7842055485498107,29.968632080866982,0.1906137626316175,24.891780046905875,25,0.5156256177988682,0.7724886661894536
US.COIN,2026-05-07,23110786.0,2382825.0,28606,6041,60945,2770.2272727272725,108.31545454545454,0.17363452918181818,52153187751.56,302.3254992885779,13.742068149480813,8.493959956132644,168.33333333333334,0.7096813621756357,14.583872162726477,10377151.064432766,4279852.296467128,277277.930972416,108.31545454545454,8.493959956132644,168.33333333333334,1156.4595452546064,3223.958904109589,0.21493317614246765,0.4366812227074236,19.80242582025857,0.17473244596444168,24.67745114313213,22,0.5319143379455136,0.6302501852168462
US.COP,2026-05-07,2610520.0,1363705.0,2606,1469,3130,1565.0,29.7915,0.7593875139999999,144855157432.3,28.161820211276,14.080910105638,4.942448137680622,9.396694214876034,0.452374470376737,0.8666321445203623,2005388.5471636401,453788.184623015,41670.38448459499,29.7915,4.942448137680622,9.396694214876034,1012.4525506016155,1096.5831134564644,0.05753155128077576,0.10885885885885888,1.1391635581179285,0.05251256281407035,25.69900016586654,2,0.0,0.0
US.COST,2026-05-07,952232.0,952232.0,293,293,196,196.0,24.895,0.470729712,441767016705.0,13.766565031726781,13.766565031726781,1.4948979591836735,1.4948979591836735,0.04879062546434592,0.04879062546434592,448243.89511718403,1294078.397336448,4455.354502128,24.895,1.4948979591836735,1.4948979591836735,3249.938566552901,3249.938566552901,0.24331078555672003,0.24331078555672003,0.3237737975733807,0.022727272727272728,26.814048468527105,1,0.0,0.0
US.CRM,2026-05-07,12509096.0,2211858.0,25631,7527,45715,3516.5384615384614,50.447923076923075,0.1252664266923077,148223157875.36,177.65406709315764,13.665697468704433,1.429608059635383,5.4662529092319625,0.05124374769558253,0.19856948524447565,5127038.570609282,3205131.396937033,243266.699048851,50.447923076923075,1.429608059635383,5.4662529092319625,1103.5557358312121,2636.2350230414745,0.37180837804106504,1.420289855072464,4.439317971779612,0.09114202939746854,25.72198479857501,13,0.3399001396981654,0.25004877097151773
US.CRWD,2026-05-07,3040757.0,1318482.0,1095,455,7703,2567.6666666666665,50.187999999999995,0.15318629766666667,119140909384.47,41.41560244328625,13.80520081442875,0.17630979079145478,0.2786885245901639,0.011285873492561502,0.01957127351745713,1438625.161463388,1919909.621216824,14850.891738232,50.187999999999995,0.17630979079145478,0.2786885245901639,2877.570660594892,3287.084033613445,0.21076445750926265,0.22860483201720272,0.5963619170535001,0.022727272727272724,25.503572742032627,3,0.3464024360274899,0.2777129521586931
US.CSCO,2026-05-07,7840252.0,2295656.0,13831,4716,13511,1688.875,36.866,0.411353056875,361968198368.88,109.2291843986038,13.653648049825476,4.626431756626839,24.152173913043477,0.4665716725789952,3.1472847437040974,3817660.814044038,840105.8495019721,167909.94898008098,36.866,4.626431756626839,24.152173913043477,843.5819252419014,2344.2911877394636,0.16965698635631765,0.37178727302117565,1.1411387787005915,0.07961786987522282,26.6148221951062,8,0.07852318055617268,0.18497258396161756
US.CTRA,2026-05-07,1990759.0,1990759.0,15141,15141,10457,10457.0,28.424,0.249597957,24724651514.64,14.504027033339526,14.504027033339526,1.4479296165248159,1.4479296165248159,0.058469204292576196,0.058469204292576196,496889.379279363,91348.381551872,153822.446184919,28.424,1.4479296165248159,1.4479296165248159,131.48134205138365,131.48134205138365,0.41590850012997144,0.41590850012997144,0.21423221548400775,0.0136986301369863,23.931066619942918,1,0.0,0.0
US.CVNA,2026-05-07,103157291.0,32616259.0,54785,8199,50093,2782.9444444444443,63.24366666666666,0.07471136127777778,55781674270.26,269.7716310040628,14.987312833559043,2.9046332738663367,21.860103626943005,0.16461809217154774,1.3637958258073084,48471924.51183552,59396887.60622973,381533.875920757,63.24366666666666,2.9046332738663367,21.860103626943005,2152.911011323218,5139.099054665023,0.3476104134016025,0.8869441816461684,1.1451807493519661,0.0315933305659333,24.74471123431487,18,0.45069551187094836,1.2504518567203418
US.CVS,2026-05-07,3043857.0,1283469.0,6550,3405,21624,5406.0,46.14325,0.75453443175,111320158444.58,53.90448638233589,13.476121595583972,0.6064159446621605,1.141732283464567,0.03958141325995806,0.07573375513186341,2241314.718116862,161108.503013646,188221.388099877,46.14325,0.6064159446621605,1.141732283464567,520.6362837106695,628.7535211267606,1.5621161528351188,2.0023360587351906,6.3633557658198425,0.1390151515151515,25.43567619693744,4,0.0,0.0
US.CVX,2026-05-07,1162940.0,651650.0,4280,3231,11311,5655.5,26.891,0.42408865250000005,366061320000.0,26.531958600246465,13.265979300123233,0.3555867819382862,0.48659638554216866,0.005846598805868547,0.0075345507104573155,509661.9471851301,216279.11340621999,37761.80543633,26.891,0.3555867819382862,0.48659638554216866,389.7279010916352,621.210676835081,0.19243222296918688,0.23813510446317276,1.0415336091789547,0.06136363636363637,26.626066697300693,2,0.0,0.0
US.CW,2026-05-07,4916929.0,2278355.0,1063,408,324,108.0,41.02133333333333,0.2892783456666667,27417968264.19,42.75286123678069,14.250953745593563,53.4433551198257,136.0,2.1614900835813127,4.366622245554524,2577577.0358421043,6107417.8154633995,14781.181422557,41.02133333333333,53.4433551198257,136.0,4785.0474399595905,6509.585714285714,0.06834842476870202,0.12102193469486554,0.39966031381112344,0.01823793490460157,24.03446441151507,3,0.24676393273108127,0.6229007633587786
US.CYTK,2026-05-07,636603.0,636603.0,1600,1600,265,265.0,56.871,0.412156523,9312533164.6,13.363903077190848,13.363903077190848,6.037735849056604,6.037735849056604,0.3209881709911963,0.3209881709911963,262380.079011369,63642.470023176,16963.085235162,56.871,6.037735849056604,6.037735849056604,397.876875,397.876875,0.2233333333333333,0.2233333333333333,0.6918186245603668,0.022727272727272728,22.95462698205246,1,0.0,0.0
US.DAL,2026-05-07,542762.0,542762.0,4027,4027,9755,9755.0,43.565,0.389404897,48183964895.6,13.2044280395495,13.2044280395495,0.41281394156842643,0.41281394156842643,0.007586496376942761,0.007586496376942761,211354.180705514,23904.387507154,41604.662871486,43.565,0.41281394156842643,0.41281394156842643,134.7807300720139,134.7807300720139,1.4675052410901466,1.4675052410901466,2.5592302704250116,0.1,24.598292124159425,1,0.0,0.0
US.DASH,2026-05-07,9078695.0,1776642.0,11631,2042,2940,294.0,157.96710000000002,0.2644325622,73192320456.42,136.32618393883146,13.632618393883146,8.638711737598918,23.0,0.4145877084130244,1.2519669865859504,4297772.861175628,920366.1595628461,129833.481646183,157.96710000000002,8.638711737598918,23.0,862.266166381354,1526.3247422680413,0.4640478025469603,0.80411491206397,40.027835986739255,0.24787878787878787,25.01635634062617,10,0.260759308393559,0.5456478405315615
US.DDOG,2026-05-07,23268068.0,4381154.0,37176,9332,30784,1539.2,159.14939999999999,0.247238448,51152456867.33,274.75494686548353,13.737747343274176,10.658119884634988,82.58407079646018,0.45858379481964373,4.763449394614153,9847225.292410936,2053489.1950847001,326048.150145922,159.14939999999999,10.658119884634988,82.58407079646018,901.9523455578513,1950.7875354107648,0.2639013434727816,0.5667157016422699,34.55004063426443,0.19271613190730835,24.65807636080694,20,0.5499289418142203,0.3501852255393332
US.DE,2026-05-07,1140000.0,1140000.0,300,300,2,2.0,40.798,0.628600602,159806272322.48,13.946539697563276,13.946539697563276,150.0,150.0,9.634237036035428,9.634237036035428,716604.68628,730348.3541400001,6232.76532,40.798,150.0,150.0,3800.0,3800.0,0.0,0.0,0.7388766307763285,0.03225806451612903,25.79722812059389,1,0.0,0.0
US.DELL,2026-05-07,49381188.0,4468748.0,61127,10270,33083,870.6052631578947,67.68805263157896,0.5590436439210527,154204730098.8,528.290610999087,13.902384499975973,132.6121261714795,3656.0,74878.5317171503,1255547.0,30162161.048682388,10105224.46406428,545619.308907142,67.68805263157896,132.6121261714795,3656.0,1535.6091217498576,3877.1523178807947,3.477766419538673,25.347506132461156,5.955252560265246,0.11323883052396258,25.761546972701147,38,0.057145767389083606,0.020842031430050603
