stock_owner,trade_date,moneyness_bucket,bucket_turnover,bucket_volume,bucket_contracts,bucket_oi_sum,bucket_avg_iv,bucket_avg_delta,bucket_avg_churn,bucket_max_churn,bucket_avg_notional_churn,bucket_max_notional_churn,bucket_delta_flow,bucket_vega_flow,day_total_turnover,bucket_turnover_share
US.AAPL,2026-05-07,ATM,38877464.0,85293,22,59224,25.87072727272727,-0.41518773218181815,65.26761933387354,842.0,71269.17700332504,952670.0,14466264.021619223,14408850.324985946,40403978.0,0.9622187201468133
US.AAPL,2026-05-07,DEEP_OTM,1526514.0,2523,2,5858,27.7215,-0.2129653225,0.4318448335223685,0.4467061435973353,0.008921541083495386,0.010773051182821094,325243.150855035,747830.2608127529,40403978.0,0.03778127985318673
US.ADBE,2026-05-07,ATM,504059.0,288,1,32,49.518,-0.509333287,9.0,9.0,0.6296455909981212,0.6296455909981212,256734.02731193302,159848.99108280698,504059.0,1.0
US.ADI,2026-05-07,ATM,1615529.0,574,1,9,45.354,-0.486746533,63.77777777777778,63.77777777777778,4.3188225638722475,4.3188225638722475,786353.139710957,917249.700016855,1615529.0,1.0
US.AKAM,2026-05-07,DEEP_OTM,1543601.0,3861,1,512,255.05,-0.258086569,7.541015625,7.541015625,0.24713875753135503,0.24713875753135503,398382.685994969,44468.494447083,1543601.0,1.0
US.ALB,2026-05-07,ATM,5356618.0,4129,4,553,87.30324999999999,-0.47498070675000004,15.301905127221582,36.75757575757576,1.4015909536175122,3.833727441068701,2783729.45973749,906790.819275156,5356618.0,1.0
US.AMD,2026-05-07,ATM,218121161.0,180113,59,1303,71.23283050847458,-0.3972019617627119,589.312464463862,10341.0,495726.43959896505,11260877.0,82234372.91438235,56043325.74565269,285563076.0,0.763828307410444
US.AMD,2026-05-07,DEEP_ITM,8609747.0,1039,2,12,63.667,-0.542239579,138.5909090909091,201.0,24.640343036405827,33.78066083622404,4537967.028957523,7568737.278907715,285563076.0,0.03015007094264526
US.AMD,2026-05-07,DEEP_OTM,58832168.0,121252,46,35192,73.02691304347826,-0.1537770967826087,26.46082052774309,265.8181818181818,0.35382138983494665,6.863139612685246,9594788.139931224,21842523.422917116,285563076.0,0.20602162164691068
US.AMZN,2026-05-07,ATM,10786471.0,35708,11,29878,30.381727272727275,-0.4291542862727273,1.6979813277177522,5.215005931198102,0.029853697964259907,0.08660927568061252,4497558.351201371,2395842.226135759,10786471.0,1.0
