stock_owner,trade_date,moneyness_bucket,bucket_turnover,bucket_volume,bucket_contracts,bucket_oi_sum,bucket_avg_iv,bucket_avg_delta,bucket_avg_churn,bucket_max_churn,bucket_avg_notional_churn,bucket_max_notional_churn,bucket_delta_flow,bucket_vega_flow,day_total_turnover,bucket_turnover_share
US.AAL,2026-05-07,DEEP_ITM,1612457.0,2306,2,170,245.2195,0.9240230684999999,13.375,16.6,7.270853189936459,8.276627168126396,1479739.496946937,9854.543520053001,1612457.0,1.0
US.AAPL,2026-05-07,ATM,178457269.0,459988,83,1001947,25.05067469879518,0.29399001596385543,17.968951504178243,842.0,18890.634491315406,952670.0,94059264.95058489,49228855.6517564,272700147.0,0.654408407781313
US.AAPL,2026-05-07,DEEP_ITM,81809387.0,12173,21,105953,38.07828571428571,0.8498437569999999,17.133275693651065,330.0,7.556419328708508,147.52194195426887,76399117.2989688,6680596.027977634,272700147.0,0.29999759039367146
US.AAPL,2026-05-07,DEEP_OTM,12433491.0,28862,10,107781,24.577199999999998,0.17160222649999998,0.7552068435271846,4.16243654822335,0.008846889565845359,0.023618120849316717,3341946.389928943,6279288.79335296,272700147.0,0.045594001825015516
US.ABNB,2026-05-07,DEEP_OTM,852000.0,750,1,718,39.571,0.471935726,1.0445682451253482,1.0445682451253482,0.08483196500303085,0.08483196500303085,402089.238552,316885.572396,852000.0,1.0
US.ACN,2026-05-07,ATM,2160500.0,1271,1,76,47.013,0.519490431,16.723684210526315,16.723684210526315,1.6284373935353937,1.6284373935353937,1122359.0761755002,813501.44774,2160500.0,1.0
US.ADBE,2026-05-07,ATM,1318518.0,1226,2,3132,49.5045,0.007107361499999965,4.651290322580645,9.0,0.3200737990102214,0.6296455909981212,683142.4159885229,286912.287648062,1318518.0,1.0
US.ADI,2026-05-07,ATM,1615529.0,574,1,9,45.354,-0.486746533,63.77777777777778,63.77777777777778,4.3188225638722475,4.3188225638722475,786353.139710957,917249.700016855,1615529.0,1.0
US.AKAM,2026-05-07,ATM,8486698.0,9007,4,8516,77.09825000000001,0.5848264089999999,1.6605742602171825,4.128765060240964,0.1255667581356921,0.30396792103243697,5330403.451982626,915881.554449612,10653604.0,0.7966034780342878
US.AKAM,2026-05-07,DEEP_OTM,2166906.0,4339,2,547,154.2775,0.11898045000000002,10.59907924107143,13.657142857142857,0.853494548276059,1.4598503390207629,707571.553660014,267869.88729672297,10653604.0,0.20339652196571226
