stock_owner,trade_date,deep_turnover,deep_volume,deep_contracts,deep_oi_sum,deep_avg_churn,deep_max_churn,deep_avg_notional_churn,deep_avg_iv,deep_avg_delta,day_total_turnover,deep_turnover_share,is_churning
US.AMD,2026-05-07,8609747.0,1039,2,12,138.5909090909091,201.0,24.640343036405827,63.667,-0.542239579,285563076.0,0.03015007094264526,True
US.ANET,2026-05-07,1446104.0,934,2,1835,0.5391122638672463,0.5936739659367397,0.06453388339472468,110.907,-0.8981016175000001,9421066.0,0.15349685481451886,False
US.APP,2026-05-07,1354214.0,203,1,453,0.4481236203090508,0.4481236203090508,0.06376372840021322,108.518,-0.698675718,8723401.0,0.15523922378439325,False
US.AXON,2026-05-07,2887065.0,272,1,213,1.2769953051643192,1.2769953051643192,0.35127496435618843,68.372,-0.556853466,4342749.0,0.6648012583734404,False
US.CAR,2026-05-07,4317734.0,1712,5,1682,2.2062826853274347,3.888888888888889,0.40390812259582126,75.6064,-0.8007778198000001,5485098.0,0.7871753613153311,False
US.CLX,2026-05-07,3154398.0,2720,1,3902,0.6970784213223987,0.6970784213223987,0.08981284669605877,0.0,0.0,3154398.0,1.0,False
US.DVN,2026-05-07,616772.0,1001,1,204,4.9068627450980395,4.9068627450980395,0.6487966001851384,40.07,-0.78629182,616772.0,1.0,False
US.GLW,2026-05-07,1497665.0,863,1,10,86.3,86.3,8.248416588643499,75.798,-0.704619321,5239571.0,0.2858373328656106,True
US.INTC,2026-05-07,1522433.0,712,1,535,1.330841121495327,1.330841121495327,0.25180684531267183,83.351,-0.578591189,99871606.0,0.015243902255862392,False
US.INTU,2026-05-07,2475000.0,250,1,36,6.944444444444445,6.944444444444445,1.7693990477416035,53.776,-0.656609911,2475000.0,1.0,True
US.META,2026-05-07,2161825.0,201,1,5338,0.03765455226676658,0.03765455226676658,0.0066079464683908695,32.916,-0.931669002,27843205.0,0.07764282165074028,False
US.MRVL,2026-05-07,922438.0,224,1,1,224.0,224.0,53.58338658146965,95.808,-0.726176211,22868305.0,0.04033696419564108,True
US.MSFT,2026-05-07,4711902.0,519,1,1023,0.5073313782991202,0.5073313782991202,0.11129121042521407,36.17,-0.946595959,21675594.0,0.2173828315846846,False
US.NFLX,2026-05-07,4686489.0,2568,3,28716,0.1335699948701739,0.22765598650927488,0.025736981616629507,39.58166666666667,-0.9081143676666666,11606905.0,0.40376732643198165,False
US.NOW,2026-05-07,1346795.0,1168,2,10957,0.4202833354094922,0.7821917808219178,0.05383089805888799,27.151,-0.4543075655,3134971.0,0.429603655025836,False
US.NRG,2026-05-07,637790.0,346,1,251,1.3784860557768925,1.3784860557768925,0.16868003292195002,55.121,-0.914713039,637790.0,1.0,False
US.NVDA,2026-05-07,2830299.0,1161,2,535,22.93190476190476,44.5,2.816594950888163,42.594,-0.8540130795,115546306.0,0.02449493279343781,True
US.PLTR,2026-05-07,2227003.0,1063,4,16676,0.31385242185131473,1.0084745762711864,0.051699600237321175,53.25725,-0.749864963,42400923.0,0.05252251230474393,False
US.SHOP,2026-05-07,6224413.0,2602,3,8705,0.3442249491803328,0.579217700513631,0.0690669688083086,39.160666666666664,-0.5671835986666667,7175024.0,0.8675111051893346,False
US.TSLA,2026-05-07,6350778.0,984,3,21232,0.047118279715074235,0.05898789195901894,0.007985492311473023,44.167,-0.7837794069999999,295282346.0,0.021507476102211678,False
