stock_owner,max_score,avg_score,signal_days,total_turnover,max_daily_turnover
US.SMCI,69.57,69.57,1,20261635.0,20261635.0
US.PLTR,69.15,69.15,1,51101746.0,51101746.0
US.PANW,68.85,68.85,1,21811937.0,21811937.0
US.ADBE,68.76,68.76,1,6415635.0,6415635.0
US.AMZN,68.37,68.37,1,79236980.0,79236980.0
US.TPR,67.52,67.52,1,1436999.0,1436999.0
US.ARM,67.49,67.49,1,19627896.0,19627896.0
US.FTNT,66.54,66.54,1,2450969.0,2450969.0
US.APH,65.99,65.99,1,10878309.0,10878309.0
US.DVN,65.82,65.82,1,3199427.0,3199427.0
US.WFC,65.77,65.77,1,10660070.0,10660070.0
US.BA,65.48,65.48,1,19432812.0,19432812.0
US.GOOGL,65.26,65.26,1,84429677.0,84429677.0
US.XYZ,64.9,64.9,1,4060883.0,4060883.0
US.ASML,63.9,63.9,1,14468236.0,14468236.0
US.C,63.74,63.74,1,5518231.0,5518231.0
US.CRCL,62.73,62.73,1,18211768.0,18211768.0
US.MSFT,62.68,62.68,1,89853188.0,89853188.0
US.RCL,61.76,61.76,1,6304543.0,6304543.0
US.LRCX,61.52,61.52,1,9853960.0,9853960.0
US.GME,61.51,61.51,1,1715816.0,1715816.0
US.EXPE,61.41,61.41,1,10009163.0,10009163.0
US.VST,61.39,61.39,1,12063595.0,12063595.0
US.GDX,60.73,60.73,1,7480449.0,7480449.0
US.DINO,60.56,60.56,1,65339057.0,65339057.0
US.CVX,60.15,60.15,1,1665498.0,1665498.0
US.HOOD,59.99,59.99,1,14058292.0,14058292.0
US.NFLX,59.95,59.95,1,8661820.0,8661820.0
US.PENG,59.93,59.93,1,2906866.0,2906866.0
US.CRWD,59.82,59.82,1,11376927.0,11376927.0
US.TER,59.39,59.39,1,1501469.0,1501469.0
US.VRT,59.04,59.04,1,2616885.0,2616885.0
US.BIIB,59.03,59.03,1,3314297.0,3314297.0
US.LVS,59.03,59.03,1,337443.0,337443.0
US.ALB,58.6,58.6,1,3565625.0,3565625.0
US.MCD,58.59,58.59,1,5686257.0,5686257.0
US.DHI,58.53,58.53,1,1066813.0,1066813.0
US.TTD,58.43,58.43,1,1826234.0,1826234.0
US.HIMS,58.41,58.41,1,7748854.0,7748854.0
US.MP,57.51,57.51,1,6797909.0,6797909.0
US.ON,57.45,57.45,1,2363949.0,2363949.0
US.NOW,57.29,57.29,1,6957840.0,6957840.0
US.ZS,57.02,57.02,1,4755185.0,4755185.0
US.HD,56.98,56.98,1,4568986.0,4568986.0
US.INTU,56.81,56.81,1,1939030.0,1939030.0
US.JD,56.67,56.67,1,1362197.0,1362197.0
US.PPG,56.37,56.37,1,960375.0,960375.0
US.BAC,55.94,55.94,1,8072886.0,8072886.0
US.AMKR,55.26,55.26,1,1508821.0,1508821.0
US.DIS,54.57,54.57,1,3800240.0,3800240.0
US.AMAT,54.09,54.09,1,9383293.0,9383293.0
US.JPM,53.97,53.97,1,5301838.0,5301838.0
US.CRM,53.51,53.51,1,4364148.0,4364148.0
US.ROIV,53.49,53.49,1,7762930.0,7762930.0
US.FLEX,52.67,52.67,1,1831595.0,1831595.0
US.VSH,52.16,52.16,1,1012845.0,1012845.0
US.GWW,51.96,51.96,1,1892000.0,1892000.0
US.KO,51.09,51.09,1,2636250.0,2636250.0
US.ACLS,51.05,51.05,1,772855.0,772855.0
US.BSX,50.73,50.73,1,5534589.0,5534589.0
US.LITE,50.61,50.61,1,11660984.0,11660984.0
US.CNS,50.49,50.49,1,358000.0,358000.0
US.TTWO,50.21,50.21,1,1171463.0,1171463.0
US.BLK,50.15,50.15,1,1941894.0,1941894.0
US.EOG,49.88,49.88,1,673036.0,673036.0
US.CEG,48.77,48.77,1,2143628.0,2143628.0
US.INSM,48.74,48.74,1,654508.0,654508.0
US.MARA,48.08,48.08,1,5759227.0,5759227.0
US.WMT,47.68,47.68,1,2812518.0,2812518.0
US.BABA,47.43,47.43,1,16223029.0,16223029.0
US.CBOE,47.42,47.42,1,695164.0,695164.0
US.BIDU,47.29,47.29,1,7431197.0,7431197.0
US.SNPS,46.8,46.8,1,432862.0,432862.0
US.MPC,46.45,46.45,1,2493690.0,2493690.0
US.RDNT,46.25,46.25,1,690422.0,690422.0
US.COHR,46.19,46.19,1,1315028.0,1315028.0
US.SEZL,45.98,45.98,1,1677258.0,1677258.0
US.NKE,45.74,45.74,1,974306.0,974306.0
US.WHR,45.59,45.59,1,1244678.0,1244678.0
US.KLAC,45.52,45.52,1,5311613.0,5311613.0
US.CVS,45.5,45.5,1,3071787.0,3071787.0
US.WMS,44.83,44.83,1,773965.0,773965.0
US.WSC,44.25,44.25,1,1157843.0,1157843.0
US.CELH,43.81,43.81,1,3055251.0,3055251.0
US.HUM,43.44,43.44,1,1140279.0,1140279.0
US.SHOP,43.42,43.42,1,947346.0,947346.0
US.CYTK,43.0,43.0,1,6164094.0,6164094.0
US.ONTO,42.77,42.77,1,847382.0,847382.0
US.JNJ,41.97,41.97,1,2927358.0,2927358.0
US.SYNA,41.36,41.36,1,578605.0,578605.0
US.CAVA,41.09,41.09,1,604785.0,604785.0
US.DVA,40.44,40.44,1,4256596.0,4256596.0
US.XOM,40.41,40.41,1,2679499.0,2679499.0
US.RTX,40.4,40.4,1,4618839.0,4618839.0
US.MCK,40.21,40.21,1,888350.0,888350.0
US.AXP,39.95,39.95,1,845349.0,845349.0
US.STX,39.4,39.4,1,1596337.0,1596337.0
US.PFGC,39.16,39.16,1,1429630.0,1429630.0
US.TXN,38.96,38.96,1,2510196.0,2510196.0
US.UBER,38.65,38.65,1,3218131.0,3218131.0
US.UAL,38.43,38.43,1,791501.0,791501.0
US.MNST,37.94,37.94,1,862801.0,862801.0
US.CLSK,37.11,37.11,1,1433417.0,1433417.0
US.RNG,37.05,37.05,1,460790.0,460790.0
US.HLIT,36.86,36.86,1,312975.0,312975.0
US.AAL,36.53,36.53,1,982115.0,982115.0
US.TMUS,36.53,36.53,1,2324711.0,2324711.0
US.BRK.B,36.24,36.24,1,1562306.0,1562306.0
US.VIAV,36.23,36.23,1,3107932.0,3107932.0
US.HAL,35.89,35.89,1,1004056.0,1004056.0
US.KKR,35.3,35.3,1,1113842.0,1113842.0
US.PM,34.7,34.7,1,372130.0,372130.0
US.LYFT,34.69,34.69,1,856463.0,856463.0
US.DOCS,34.3,34.3,1,433016.0,433016.0
US.ZTS,33.94,33.94,1,327692.0,327692.0
US.HSIC,33.42,33.42,1,494310.0,494310.0
US.IRM,33.31,33.31,1,314112.0,314112.0
US.ENPH,32.9,32.9,1,701484.0,701484.0
US.LLY,32.84,32.84,1,1429700.0,1429700.0
US.CNC,32.49,32.49,1,602739.0,602739.0
US.NRG,32.46,32.46,1,405837.0,405837.0
US.MCY,31.54,31.54,1,722966.0,722966.0
US.PRKS,31.53,31.53,1,603760.0,603760.0
US.LTH,31.47,31.47,1,612859.0,612859.0
US.MELI,31.03,31.03,1,572841.0,572841.0
US.PYPL,30.9,30.9,1,387692.0,387692.0
US.NIO,30.53,30.53,1,430332.0,430332.0
US.MA,30.48,30.48,1,536840.0,536840.0
US.FBIN,30.3,30.3,1,3785977.0,3785977.0
US.GEV,30.25,30.25,1,994386.0,994386.0
US.DAL,29.99,29.99,1,856892.0,856892.0
US.SHOO,28.66,28.66,1,422217.0,422217.0
US.CLX,28.24,28.24,1,1805192.0,1805192.0
US.VTRS,28.17,28.17,1,417709.0,417709.0
US.FCX,27.84,27.84,1,1169234.0,1169234.0
US.ARES,27.4,27.4,1,414236.0,414236.0
US.APO,25.59,25.59,1,887717.0,887717.0
US.GE,25.31,25.31,1,987001.0,987001.0
US.NXPI,24.95,24.95,1,720950.0,720950.0
US.CCL,24.69,24.69,1,509013.0,509013.0
US.VZ,24.58,24.58,1,1090971.0,1090971.0
US.WBD,24.45,24.45,1,784110.0,784110.0
US.DHR,24.4,24.4,1,303683.0,303683.0
US.NUE,23.92,23.92,1,570697.0,570697.0
US.T,23.66,23.66,1,544977.0,544977.0
US.EL,22.99,22.99,1,822073.0,822073.0
US.IBM,22.86,22.86,1,856643.0,856643.0
US.COR,22.84,22.84,1,433351.0,433351.0
US.SFM,22.16,22.16,1,397067.0,397067.0
US.TEX,21.4,21.4,1,415000.0,415000.0
US.EQT,21.11,21.11,1,383613.0,383613.0
US.UPS,20.74,20.74,1,493207.0,493207.0
US.SO,20.66,20.66,1,520517.0,520517.0
US.ABNB,19.78,19.78,1,505293.0,505293.0
US.PDD,19.4,19.4,1,471103.0,471103.0
US.ARWR,18.83,18.83,1,367456.0,367456.0
US.ANET,18.7,18.7,1,304317.0,304317.0
US.BX,18.37,18.37,1,351340.0,351340.0
US.CF,18.29,18.29,1,340091.0,340091.0
US.PFE,18.0,18.0,1,457514.0,457514.0
US.TDG,17.97,17.97,1,427700.0,427700.0
US.IRDM,17.48,17.48,1,318439.0,318439.0
US.BWA,16.05,16.05,1,390807.0,390807.0
US.OKTA,16.04,16.04,1,331721.0,331721.0
US.MS,15.8,15.8,1,356047.0,356047.0
US.FSLR,14.96,14.96,1,406274.0,406274.0
US.ADM,14.35,14.35,1,365994.0,365994.0
US.HPE,14.17,14.17,1,306826.0,306826.0
US.XPEV,13.24,13.24,1,307457.0,307457.0
US.SLB,12.01,12.01,1,305119.0,305119.0
