stock_owner,max_score,avg_score,signal_days,total_turnover,max_daily_turnover,active_days,persistence_ratio,dominant_bucket,stop_status,stop_date,peak_date
US.NSIT,36.32,36.32,1,4255826.0,4255826.0,1,1.0,N/A,N/A,,
US.WFC,36.28,36.28,1,18074728.0,18074728.0,1,1.0,N/A,N/A,,
US.TER,36.25,36.25,1,3242446.0,3242446.0,1,1.0,N/A,N/A,,
US.SATS,36.22,36.22,1,9381827.0,9381827.0,1,1.0,N/A,N/A,,
US.NOW,36.1,36.1,1,10975311.0,10975311.0,1,1.0,N/A,N/A,,
US.SANM,36.09,36.09,1,5177542.0,5177542.0,1,1.0,N/A,N/A,,
US.SPGI,36.06,36.06,1,1641850.0,1641850.0,1,1.0,N/A,N/A,,
US.COP,36.04,36.04,1,80495164.0,80495164.0,1,1.0,N/A,N/A,,
US.BA,36.04,36.04,1,22508381.0,22508381.0,1,1.0,N/A,N/A,,
US.NFLX,36.01,36.01,1,24408691.0,24408691.0,1,1.0,N/A,N/A,,
US.HOOD,35.99,35.99,1,21014634.0,21014634.0,1,1.0,N/A,N/A,,
US.ARM,35.99,35.99,1,23451931.0,23451931.0,1,1.0,N/A,N/A,,
US.AMAT,35.88,35.88,1,12631460.0,12631460.0,1,1.0,N/A,N/A,,
US.TTD,35.87,35.87,1,4514152.0,4514152.0,1,1.0,N/A,N/A,,
US.FTNT,35.84,35.84,1,2801376.0,2801376.0,1,1.0,N/A,N/A,,
US.CRM,35.78,35.78,1,22445976.0,22445976.0,1,1.0,N/A,N/A,,
US.TPR,35.73,35.73,1,1436999.0,1436999.0,1,1.0,N/A,N/A,,
US.COHR,35.65,35.65,1,9605270.0,9605270.0,1,1.0,N/A,N/A,,
US.DVN,35.55,35.55,1,3199427.0,3199427.0,1,1.0,N/A,N/A,,
US.VST,35.54,35.54,1,18421637.0,18421637.0,1,1.0,N/A,N/A,,
US.XYZ,35.53,35.53,1,4960647.0,4960647.0,1,1.0,N/A,N/A,,
US.EXPE,35.46,35.46,1,12610620.0,12610620.0,1,1.0,N/A,N/A,,
US.LRCX,35.46,35.46,1,12326373.0,12326373.0,1,1.0,N/A,N/A,,
US.INTU,35.38,35.38,1,5441092.0,5441092.0,1,1.0,N/A,N/A,,
US.CVX,35.37,35.37,1,2071392.0,2071392.0,1,1.0,N/A,N/A,,
US.ASML,35.34,35.34,1,15547178.0,15547178.0,1,1.0,N/A,N/A,,
US.VRT,35.31,35.31,1,4944246.0,4944246.0,1,1.0,N/A,N/A,,
US.ABT,35.29,35.29,1,44268557.0,44268557.0,1,1.0,N/A,N/A,,
US.COF,35.16,35.16,1,1555398.0,1555398.0,1,1.0,N/A,N/A,,
US.BKNG,35.11,35.11,1,2890996.0,2890996.0,1,1.0,N/A,N/A,,
US.WHR,35.04,35.04,1,3320099.0,3320099.0,1,1.0,N/A,N/A,,
US.OKTA,34.91,34.91,1,1090075.0,1090075.0,1,1.0,N/A,N/A,,
US.LITE,34.88,34.88,1,18053401.0,18053401.0,1,1.0,N/A,N/A,,
US.GDX,34.72,34.72,1,7836898.0,7836898.0,1,1.0,N/A,N/A,,
US.ON,34.7,34.7,1,2708529.0,2708529.0,1,1.0,N/A,N/A,,
US.MRK,34.68,34.68,1,717878.0,717878.0,1,1.0,N/A,N/A,,
US.CRWD,34.65,34.65,1,11751663.0,11751663.0,1,1.0,N/A,N/A,,
US.HIMS,34.57,34.57,1,8489835.0,8489835.0,1,1.0,N/A,N/A,,
US.DINO,34.55,34.55,1,65339057.0,65339057.0,1,1.0,N/A,N/A,,
US.JPM,34.52,34.52,1,11712263.0,11712263.0,1,1.0,N/A,N/A,,
US.MP,34.51,34.51,1,7947897.0,7947897.0,1,1.0,N/A,N/A,,
US.GME,34.5,34.5,1,1715816.0,1715816.0,1,1.0,N/A,N/A,,
US.AMKR,34.5,34.5,1,2080031.0,2080031.0,1,1.0,N/A,N/A,,
US.CAVA,34.49,34.49,1,934814.0,934814.0,1,1.0,N/A,N/A,,
US.ANET,34.48,34.48,1,2144507.0,2144507.0,1,1.0,N/A,N/A,,
US.SNPS,34.43,34.43,1,782862.0,782862.0,1,1.0,N/A,N/A,,
US.CEG,34.31,34.31,1,6376516.0,6376516.0,1,1.0,N/A,N/A,,
US.JBL,34.28,34.28,1,2346480.0,2346480.0,1,1.0,N/A,N/A,,
US.ONTO,34.26,34.26,1,1717598.0,1717598.0,1,1.0,N/A,N/A,,
US.PENG,34.25,34.25,1,2906866.0,2906866.0,1,1.0,N/A,N/A,,
US.LVS,34.23,34.23,1,337443.0,337443.0,1,1.0,N/A,N/A,,
US.DHI,34.22,34.22,1,1066813.0,1066813.0,1,1.0,N/A,N/A,,
US.BIIB,34.22,34.22,1,3314297.0,3314297.0,1,1.0,N/A,N/A,,
US.STX,34.16,34.16,1,2740217.0,2740217.0,1,1.0,N/A,N/A,,
US.CCL,34.1,34.1,1,4891903.0,4891903.0,1,1.0,N/A,N/A,,
US.DIS,34.07,34.07,1,4140381.0,4140381.0,1,1.0,N/A,N/A,,
US.ALB,34.02,34.02,1,3565625.0,3565625.0,1,1.0,N/A,N/A,,
US.ZS,34.02,34.02,1,4755185.0,4755185.0,1,1.0,N/A,N/A,,
US.JD,33.98,33.98,1,1362197.0,1362197.0,1,1.0,N/A,N/A,,
US.MELI,33.98,33.98,1,4207250.0,4207250.0,1,1.0,N/A,N/A,,
US.HD,33.86,33.86,1,4568986.0,4568986.0,1,1.0,N/A,N/A,,
US.BABA,33.8,33.8,1,19571146.0,19571146.0,1,1.0,N/A,N/A,,
US.PPG,33.79,33.79,1,960375.0,960375.0,1,1.0,N/A,N/A,,
US.EOG,33.78,33.78,1,1035706.0,1035706.0,1,1.0,N/A,N/A,,
US.MARA,33.77,33.77,1,6069804.0,6069804.0,1,1.0,N/A,N/A,,
US.CAR,33.76,33.76,1,4560918.0,4560918.0,1,1.0,N/A,N/A,,
US.AAL,33.75,33.75,1,6052292.0,6052292.0,1,1.0,N/A,N/A,,
US.KBR,33.71,33.71,1,3300000.0,3300000.0,1,1.0,N/A,N/A,,
US.TWLO,33.67,33.67,1,723553.0,723553.0,1,1.0,N/A,N/A,,
US.DHR,33.67,33.67,1,14720873.0,14720873.0,1,1.0,N/A,N/A,,
US.UBER,33.58,33.58,1,3909431.0,3909431.0,1,1.0,N/A,N/A,,
US.GS,33.54,33.54,1,3451060.0,3451060.0,1,1.0,N/A,N/A,,
US.WMS,33.54,33.54,1,1074615.0,1074615.0,1,1.0,N/A,N/A,,
US.NKE,33.53,33.53,1,1332550.0,1332550.0,1,1.0,N/A,N/A,,
US.HPQ,33.5,33.5,1,1008000.0,1008000.0,1,1.0,N/A,N/A,,
US.ROIV,33.39,33.39,1,7762930.0,7762930.0,1,1.0,N/A,N/A,,
US.FCX,33.17,33.17,1,2170208.0,2170208.0,1,1.0,N/A,N/A,,
US.GWW,33.13,33.13,1,1892000.0,1892000.0,1,1.0,N/A,N/A,,
US.KO,33.11,33.11,1,2636250.0,2636250.0,1,1.0,N/A,N/A,,
US.VSH,33.07,33.07,1,1012845.0,1012845.0,1,1.0,N/A,N/A,,
US.CNS,32.93,32.93,1,358000.0,358000.0,1,1.0,N/A,N/A,,
US.LFUS,32.93,32.93,1,370424.0,370424.0,1,1.0,N/A,N/A,,
US.SYK,32.89,32.89,1,3791077.0,3791077.0,1,1.0,N/A,N/A,,
US.ACLS,32.88,32.88,1,772855.0,772855.0,1,1.0,N/A,N/A,,
US.TTWO,32.85,32.85,1,1171463.0,1171463.0,1,1.0,N/A,N/A,,
US.TMO,32.85,32.85,1,646420.0,646420.0,1,1.0,N/A,N/A,,
US.BLK,32.76,32.76,1,1941894.0,1941894.0,1,1.0,N/A,N/A,,
US.HUM,32.61,32.61,1,1630329.0,1630329.0,1,1.0,N/A,N/A,,
US.UPWK,32.59,32.59,1,1839718.0,1839718.0,1,1.0,N/A,N/A,,
US.BIDU,32.53,32.53,1,7431197.0,7431197.0,1,1.0,N/A,N/A,,
US.WMT,32.52,32.52,1,2812518.0,2812518.0,1,1.0,N/A,N/A,,
US.INSM,32.5,32.5,1,654508.0,654508.0,1,1.0,N/A,N/A,,
US.FLR,32.46,32.46,1,3359618.0,3359618.0,1,1.0,N/A,N/A,,
US.MCK,32.43,32.43,1,1562877.0,1562877.0,1,1.0,N/A,N/A,,
US.SCHW,32.34,32.34,1,1858748.0,1858748.0,1,1.0,N/A,N/A,,
US.AXP,32.29,32.29,1,1459323.0,1459323.0,1,1.0,N/A,N/A,,
US.MPC,32.28,32.28,1,2493690.0,2493690.0,1,1.0,N/A,N/A,,
US.CBOE,32.27,32.27,1,695164.0,695164.0,1,1.0,N/A,N/A,,
US.KLAC,32.19,32.19,1,5311613.0,5311613.0,1,1.0,N/A,N/A,,
US.CVS,32.16,32.16,1,3071787.0,3071787.0,1,1.0,N/A,N/A,,
US.SEZL,32.15,32.15,1,1677258.0,1677258.0,1,1.0,N/A,N/A,,
US.RDNT,32.13,32.13,1,690422.0,690422.0,1,1.0,N/A,N/A,,
US.KKR,32.13,32.13,1,1522512.0,1522512.0,1,1.0,N/A,N/A,,
US.LLY,32.06,32.06,1,3440483.0,3440483.0,1,1.0,N/A,N/A,,
US.XOM,32.02,32.02,1,3461112.0,3461112.0,1,1.0,N/A,N/A,,
US.LYFT,31.96,31.96,1,1735570.0,1735570.0,1,1.0,N/A,N/A,,
US.WSC,31.88,31.88,1,1157843.0,1157843.0,1,1.0,N/A,N/A,,
US.GPN,31.87,31.87,1,1980560.0,1980560.0,1,1.0,N/A,N/A,,
US.CELH,31.86,31.86,1,3055251.0,3055251.0,1,1.0,N/A,N/A,,
US.CYTK,31.82,31.82,1,6164094.0,6164094.0,1,1.0,N/A,N/A,,
US.UPS,31.69,31.69,1,945432.0,945432.0,1,1.0,N/A,N/A,,
US.ETN,31.61,31.61,1,700755.0,700755.0,1,1.0,N/A,N/A,,
US.VITL,31.57,31.57,1,2591350.0,2591350.0,1,1.0,N/A,N/A,,
US.APO,31.53,31.53,1,1722775.0,1722775.0,1,1.0,N/A,N/A,,
US.JNJ,31.53,31.53,1,2927358.0,2927358.0,1,1.0,N/A,N/A,,
US.DAL,31.52,31.52,1,1259221.0,1259221.0,1,1.0,N/A,N/A,,
US.DPZ,31.5,31.5,1,613505.0,613505.0,1,1.0,N/A,N/A,,
US.SYNA,31.49,31.49,1,578605.0,578605.0,1,1.0,N/A,N/A,,
US.CAT,31.4,31.4,1,3044901.0,3044901.0,1,1.0,N/A,N/A,,
US.DVA,31.36,31.36,1,4256596.0,4256596.0,1,1.0,N/A,N/A,,
US.RTX,31.34,31.34,1,4618839.0,4618839.0,1,1.0,N/A,N/A,,
US.ENPH,31.34,31.34,1,1246694.0,1246694.0,1,1.0,N/A,N/A,,
US.TXN,31.23,31.23,1,2510196.0,2510196.0,1,1.0,N/A,N/A,,
US.PH,31.14,31.14,1,452120.0,452120.0,1,1.0,N/A,N/A,,
US.PFGC,31.06,31.06,1,1429630.0,1429630.0,1,1.0,N/A,N/A,,
US.UAL,31.03,31.03,1,791501.0,791501.0,1,1.0,N/A,N/A,,
US.CME,30.99,30.99,1,956450.0,956450.0,1,1.0,N/A,N/A,,
US.MA,30.95,30.95,1,905793.0,905793.0,1,1.0,N/A,N/A,,
US.GE,30.93,30.93,1,2090995.0,2090995.0,1,1.0,N/A,N/A,,
US.RNG,30.87,30.87,1,460790.0,460790.0,1,1.0,N/A,N/A,,
US.FBIN,30.81,30.81,1,6339508.0,6339508.0,1,1.0,N/A,N/A,,
US.CLSK,30.8,30.8,1,1433417.0,1433417.0,1,1.0,N/A,N/A,,
US.HLIT,30.78,30.78,1,312975.0,312975.0,1,1.0,N/A,N/A,,
US.HAL,30.77,30.77,1,1004056.0,1004056.0,1,1.0,N/A,N/A,,
US.ELF,30.74,30.74,1,390660.0,390660.0,1,1.0,N/A,N/A,,
US.TMUS,30.73,30.73,1,2324711.0,2324711.0,1,1.0,N/A,N/A,,
US.VIAV,30.68,30.68,1,3107932.0,3107932.0,1,1.0,N/A,N/A,,
US.BRK.B,30.66,30.66,1,1562306.0,1562306.0,1,1.0,N/A,N/A,,
US.PATH,30.63,30.63,1,821326.0,821326.0,1,1.0,N/A,N/A,,
US.FOUR,30.49,30.49,1,486252.0,486252.0,1,1.0,N/A,N/A,,
US.DOCS,30.44,30.44,1,433016.0,433016.0,1,1.0,N/A,N/A,,
US.WBD,30.43,30.43,1,1909610.0,1909610.0,1,1.0,N/A,N/A,,
US.PM,30.33,30.33,1,372130.0,372130.0,1,1.0,N/A,N/A,,
US.IRM,30.28,30.28,1,314112.0,314112.0,1,1.0,N/A,N/A,,
US.ZTS,30.27,30.27,1,327692.0,327692.0,1,1.0,N/A,N/A,,
US.CNC,30.2,30.2,1,602739.0,602739.0,1,1.0,N/A,N/A,,
US.HSIC,30.17,30.17,1,494310.0,494310.0,1,1.0,N/A,N/A,,
US.NRG,30.15,30.15,1,405837.0,405837.0,1,1.0,N/A,N/A,,
US.FSLR,30.15,30.15,1,779039.0,779039.0,1,1.0,N/A,N/A,,
US.AMT,30.09,30.09,1,861749.0,861749.0,1,1.0,N/A,N/A,,
US.NIO,30.02,30.02,1,430332.0,430332.0,1,1.0,N/A,N/A,,
US.PEP,30.0,30.0,1,737996.0,737996.0,1,1.0,N/A,N/A,,
US.PYPL,29.99,29.99,1,387692.0,387692.0,1,1.0,N/A,N/A,,
US.AGX,29.98,29.98,1,2305255.0,2305255.0,1,1.0,N/A,N/A,,
US.LTH,29.96,29.96,1,612859.0,612859.0,1,1.0,N/A,N/A,,
US.MCY,29.95,29.95,1,722966.0,722966.0,1,1.0,N/A,N/A,,
US.PRKS,29.93,29.93,1,603760.0,603760.0,1,1.0,N/A,N/A,,
US.VZ,29.85,29.85,1,1826505.0,1826505.0,1,1.0,N/A,N/A,,
US.WDAY,29.74,29.74,1,488927.0,488927.0,1,1.0,N/A,N/A,,
US.PDD,29.72,29.72,1,1013626.0,1013626.0,1,1.0,N/A,N/A,,
US.SHOO,29.58,29.58,1,422217.0,422217.0,1,1.0,N/A,N/A,,
US.MOH,29.57,29.57,1,793833.0,793833.0,1,1.0,N/A,N/A,,
US.VTRS,29.45,29.45,1,417709.0,417709.0,1,1.0,N/A,N/A,,
US.CLX,29.37,29.37,1,1805192.0,1805192.0,1,1.0,N/A,N/A,,
US.ARES,29.31,29.31,1,414236.0,414236.0,1,1.0,N/A,N/A,,
US.V,29.28,29.28,1,1548705.0,1548705.0,1,1.0,N/A,N/A,,
US.OSK,29.22,29.22,1,351665.0,351665.0,1,1.0,N/A,N/A,,
US.PWR,29.2,29.2,1,518075.0,518075.0,1,1.0,N/A,N/A,,
US.PFE,28.93,28.93,1,817626.0,817626.0,1,1.0,N/A,N/A,,
US.NXPI,28.89,28.89,1,720950.0,720950.0,1,1.0,N/A,N/A,,
US.NUE,28.83,28.83,1,570697.0,570697.0,1,1.0,N/A,N/A,,
US.T,28.77,28.77,1,544977.0,544977.0,1,1.0,N/A,N/A,,
US.CENX,28.76,28.76,1,376233.0,376233.0,1,1.0,N/A,N/A,,
US.EL,28.76,28.76,1,822073.0,822073.0,1,1.0,N/A,N/A,,
US.EA,28.74,28.74,1,1063475.0,1063475.0,1,1.0,N/A,N/A,,
US.IBM,28.71,28.71,1,856643.0,856643.0,1,1.0,N/A,N/A,,
US.COR,28.59,28.59,1,433351.0,433351.0,1,1.0,N/A,N/A,,
US.SFM,28.54,28.54,1,397067.0,397067.0,1,1.0,N/A,N/A,,
US.TEX,28.38,28.38,1,415000.0,415000.0,1,1.0,N/A,N/A,,
US.EQT,28.34,28.34,1,383613.0,383613.0,1,1.0,N/A,N/A,,
US.CAH,28.29,28.29,1,361267.0,361267.0,1,1.0,N/A,N/A,,
US.ABNB,28.23,28.23,1,505293.0,505293.0,1,1.0,N/A,N/A,,
US.SO,28.22,28.22,1,520517.0,520517.0,1,1.0,N/A,N/A,,
US.ALL,28.2,28.2,1,304500.0,304500.0,1,1.0,N/A,N/A,,
US.ARWR,28.09,28.09,1,367456.0,367456.0,1,1.0,N/A,N/A,,
US.TDG,27.97,27.97,1,427700.0,427700.0,1,1.0,N/A,N/A,,
US.BX,27.96,27.96,1,351340.0,351340.0,1,1.0,N/A,N/A,,
US.IRDM,27.94,27.94,1,318439.0,318439.0,1,1.0,N/A,N/A,,
US.CF,27.92,27.92,1,340091.0,340091.0,1,1.0,N/A,N/A,,
US.BWA,27.77,27.77,1,390807.0,390807.0,1,1.0,N/A,N/A,,
US.MS,27.57,27.57,1,356047.0,356047.0,1,1.0,N/A,N/A,,
US.HPE,27.46,27.46,1,306826.0,306826.0,1,1.0,N/A,N/A,,
US.GILD,27.42,27.42,1,384859.0,384859.0,1,1.0,N/A,N/A,,
US.ADM,27.34,27.34,1,365994.0,365994.0,1,1.0,N/A,N/A,,
US.XPEV,27.32,27.32,1,307457.0,307457.0,1,1.0,N/A,N/A,,
US.SLB,27.09,27.09,1,305119.0,305119.0,1,1.0,N/A,N/A,,
