stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts,uf_pcr_turnover,uf_pcr_volume,deep_turnover_share,deep_churning_count,fscore_cf_log_turnover,fscore_cf_churn,fscore_cf_notional_churn,fscore_cf_delta_flow,fscore_cf_vega_flow,fscore_cf_gamma_flow,fscore_cf_iv_level,fscore_cf_volume_oi_ratio,fscore_cf_turnover_per_contract,fscore_cf_intraday_range,fscore_uf_pcr_turnover,fscore_uf_deep_itm_share,daily_score,persist_score,active_days,persistence_ratio,stop_status,stop_date,peak_date,dominant_bucket,stop_bonus,final_score
US.LH,2026-05-07,1198570.0,1198570.0,2187,2187,1961,1961.0,22.005,-0.620744276,21069080000.0,13.996640571819478,13.996640571819478,1.1152473227944926,1.1152473227944926,0.023787789663678754,0.023787789663678754,744005.46688532,182684.66583878,52193.88927457001,22.005,1.1152473227944926,1.1152473227944926,548.0429812528578,548.0429812528578,0.2156401482748788,0.2156401482748788,1.1748412568434612,0.1,23.771072399879454,1,0.0,0.0,0.0,,24.921630094043888,23.197492163009404,9.717868338557993,38.71473354231975,37.774294670846395,52.507836990595614,9.87460815047022,23.197492163009404,21.9435736677116,31.504702194357364,28.605015673981192,26.332288401253916,25.35,24.498567335243553,1,0.3333,N/A,,,,0.0,16.47
US.LITE,2026-05-07,93487755.0,29001410.0,18195,2593,15471,552.5357142857143,110.39967857142857,0.16000798125,67704876000.0,402.40979329976557,14.371778332134484,3.5931602061444474,27.266666666666666,0.2603986867361356,4.203408593496279,52360566.40434692,75713206.95225298,143568.966319508,110.39967857142857,3.5931602061444474,27.266666666666666,6031.509667564625,51788.232142857145,0.6274960940645684,1.341698176245048,18.258215800905454,0.19832032051954518,24.93842403791951,28,0.5099639420221298,0.7581408831771186,0.3617458778425046,0.0,87.61755485893417,68.02507836990596,76.01880877742947,92.00626959247649,95.7680250783699,69.27899686520375,94.82758620689656,68.02507836990596,99.52978056426332,78.52664576802508,81.97492163009404,71.15987460815047,79.72,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,DEEP_ITM,30.0,65.48
US.LLY,2026-05-07,6612118.0,2362360.0,3387,856,9948,1421.142857142857,33.01757142857143,0.357447996,929545854792.3,95.34234561837853,13.62033508833979,0.8247885277982909,2.0416666666666665,0.01955752772525533,0.055156396547410176,2655396.7898915256,6670316.476850546,36189.019820444,33.01757142857143,0.8247885277982909,2.0416666666666665,2111.6083805588382,4173.780918727915,0.21560066439973094,0.4278265988310978,2.275656515482624,0.0838044308632544,27.55796197564343,7,0.0,0.0,0.0,,72.25705329153605,31.504702194357364,18.338557993730408,63.479623824451416,84.01253918495298,45.29780564263323,26.959247648902824,31.504702194357364,75.07836990595611,45.29780564263323,28.605015673981192,26.332288401253916,41.79,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,59.16
US.LMT,2026-05-07,673900.0,673900.0,253,253,142,142.0,32.08,-0.343924507,118569641050.08,13.420838494832896,13.420838494832896,1.7816901408450705,1.7816901408450705,0.09228356566498122,0.09228356566498122,231770.7252673,773026.8838128,2509.2430635,32.08,1.7816901408450705,1.7816901408450705,2663.6363636363635,2663.6363636363635,0.12119656657256105,0.12119656657256105,0.1046493601774791,0.007352941176470588,25.498766313095285,1,0.0,0.0,0.0,,15.203761755485893,30.877742946708466,26.959247648902824,13.793103448275861,62.85266457680251,4.858934169278997,24.608150470219435,30.877742946708466,63.00940438871473,20.219435736677116,28.605015673981192,26.332288401253916,28.49,24.498567335243553,1,0.3333,N/A,,,,0.0,17.0
US.LOW,2026-05-07,700971.0,700971.0,615,615,354,354.0,32.539,-0.325063539,130701877339.41,13.460223222280328,13.460223222280328,1.7372881355932204,1.7372881355932204,0.08484998362242833,0.08484998362242833,227860.113996369,356996.080094595,5537.139563982,32.539,1.7372881355932204,1.7372881355932204,1139.790243902439,1139.790243902439,0.03690036900369004,0.03690036900369004,0.1067679287009238,0.007352941176470588,25.596184821210308,1,0.0,0.0,0.0,,16.614420062695924,30.721003134796238,25.54858934169279,13.479623824451412,49.686520376175544,9.247648902821316,25.391849529780565,30.721003134796238,40.43887147335423,7.366771159874608,28.605015673981192,26.332288401253916,26.05,24.498567335243553,1,0.3333,N/A,,,,0.0,16.59
US.LRCX,2026-05-07,48672559.0,6355178.0,22857,2363,49760,1658.6666666666667,64.87833333333333,0.3716468090333333,371632184070.0,421.76184658186867,14.058728219395622,15.677016225829878,341.0,38918.7288368195,1167552.0,29730450.135705385,14247628.806300096,283903.19884335,64.87833333333333,15.677016225829878,341.0,2868.2154846122094,12790.88319088319,0.702190088265439,4.567741935483871,4.825012477419875,0.08342630579969298,26.641170449584045,30,0.557861277426455,0.45022523951525917,0.3646041910391438,0.0,88.08777429467085,85.8934169278997,94.20062695924764,88.08777429467085,89.34169278996865,79.78056426332289,73.1974921630094,85.8934169278997,93.8871473354232,94.5141065830721,83.85579937304075,71.31661442006269,85.27,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,66.4
US.LULU,2026-05-07,655538.0,655538.0,978,978,1495,1495.0,55.115,-0.342849972,15263643369.28,13.393213076983546,13.393213076983546,0.6541806020066889,0.6541806020066889,0.033208645601464644,0.033208645601464644,224751.18494493602,109033.332635006,9683.339876496,55.115,0.6541806020066889,0.6541806020066889,670.2842535787321,670.2842535787321,0.13148788927335645,0.13148788927335645,0.6181254402373086,0.022727272727272728,23.448739587273003,1,0.0,0.0,0.0,,13.94984326018809,12.225705329153605,12.852664576802509,12.852664576802509,29.46708463949843,16.30094043887147,62.225705329153605,12.225705329153605,26.802507836990596,21.630094043887148,28.605015673981192,26.332288401253916,20.45,58.73925501432665,2,0.6667,ONGOING,,2026-05-08,DEEP_ITM,60.0,52.78
US.LYV,2026-05-07,994355.0,994355.0,1081,1081,4247,4247.0,31.266,0.599354877,39529508448.3,13.809850570412065,13.809850570412065,0.25453261125500354,0.25453261125500354,0.013951325908770643,0.013951325908770643,595971.518719335,221135.277650915,21362.606480464998,31.266,0.25453261125500354,0.25453261125500354,919.8473635522664,919.8473635522664,0.32110288136318876,0.32110288136318876,0.407633660068109,0.022727272727272728,24.400313279300384,1,0.0,0.0,0.0,,23.197492163009404,2.8213166144200628,5.6426332288401255,34.01253918495298,41.53605015673981,32.13166144200627,23.04075235109718,2.8213166144200628,35.57993730407524,39.341692789968654,28.605015673981192,26.332288401253916,20.79,24.498567335243553,1,0.3333,N/A,,,,0.0,15.71
US.MAR,2026-05-07,127909016.0,81965288.0,32608,15938,17627,4406.75,29.36225,0.73379408725,95126481406.58,63.476575203857074,15.869143800964268,47.42063908024983,187.50588235294117,6.7551128072624715,26.856166264199658,92942304.32211262,78645580.57527627,790460.8770212621,29.36225,47.42063908024983,187.50588235294117,3354.090873818828,5142.758689923453,0.23867059235610472,0.36782199126422765,0.33084895535517395,0.01888368983957219,25.27847322627985,4,0.0,0.0,0.6535152846457672,1.0,63.00940438871473,81.81818181818183,83.5423197492163,94.04388714733543,96.08150470219435,88.71473354231975,20.219435736677116,81.81818181818183,80.87774294670847,41.53605015673981,28.605015673981192,80.72100313479625,75.07,24.498567335243553,1,0.3333,N/A,,,,0.0,24.76
US.MCD,2026-05-07,2739469.0,796193.0,3340,1476,3626,906.5,31.809,0.032992839750000016,201946129967.1,53.70088470825198,13.425221177062994,1.4140114343622652,2.4327731092436973,0.048611624859675386,0.11003907370762453,1265807.831906197,1305808.929207096,47286.38235455599,31.809,1.4140114343622652,2.4327731092436973,991.7194612752837,1540.0251450676983,0.2536071972648772,0.48759556873147136,4.756797239197144,0.0926916221033868,26.031266815455055,4,0.9346464172089788,0.6253041362530414,0.0,,57.05329153605015,33.38557993730408,29.780564263322884,49.21630094043887,68.49529780564264,50.0,23.981191222570533,33.38557993730408,48.275862068965516,50.0,89.65517241379311,26.332288401253916,42.6,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,59.29
US.MCHP,2026-05-07,2524628.0,1064548.0,3374,1508,4757,1585.6666666666667,38.10333333333333,0.07328882000000002,55693661337.36,40.8795017146558,13.626500571551935,2.7533736561193014,6.934010152284264,0.2252664458674347,0.5250482854950176,786904.7881034601,285425.87183912005,29489.085994324,38.10333333333333,2.7533736561193014,6.934010152284264,902.4710688917284,1436.0,0.1648356350192333,0.2700729927007299,0.3612698622898101,0.12325307873253077,24.74313217737449,3,0.41630295509573934,0.8081457663451233,0.28439833512105545,0.0,50.313479623824456,50.0,51.2539184952978,39.96865203761755,44.98432601880878,41.222570532915356,35.57993730407524,50.0,46.39498432601881,35.73667711598746,79.78056426332289,67.86833855799374,51.73,84.38395415472779,3,1.0,ONGOING,,2026-05-09,DEEP_ITM,60.0,70.81
US.MCK,2026-05-07,7175235.0,2185280.0,3310,841,526,105.2,60.061,-0.3201707224,91090246403.52,70.54699556534123,14.109399113068246,23.497702666452064,64.88888888888889,0.5022131545939199,1.0537943754056165,3241590.905740162,3187445.037268127,39208.291034905,60.061,23.497702666452064,64.88888888888889,2182.5190728160605,3256.218556701031,1.657578813027619,2.3987974696757766,3.405999980581112,0.1,25.23511657076611,5,9.509346054473978,4.667808219178082,0.0,,65.51724137931035,75.39184952978056,60.9717868338558,65.98746081504702,77.58620689655173,46.55172413793103,67.39811912225704,75.39184952978056,68.18181818181817,88.55799373040753,99.52978056426332,26.332288401253916,63.86,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,62.84
US.META,2026-05-07,150989574.0,6213333.0,162870,11562,230125,2474.462365591398,32.95303225806452,0.2536279009139785,1555748874555.52,1310.6879873127216,14.093419218416361,20.043536689667764,1298.0,11879.337976555908,573816.0,71335082.59897946,95049809.16953696,1688369.5572227659,32.95303225806452,20.043536689667764,1298.0,1997.3135135629109,10755.348258706468,0.9378323059735331,3.1586206896551725,2.7665310259895346,0.11181656784802833,28.072978136986524,93,0.22609846499006397,0.3425380208547995,0.02657319239803935,0.0,94.82758620689656,94.67084639498434,89.0282131661442,93.8871473354232,96.3949843260188,93.10344827586206,26.489028213166144,94.67084639498434,92.16300940438872,91.69278996865204,71.15987460815047,53.29153605015674,82.62,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,ATM,30.0,65.96
US.MP,2026-05-07,6226012.0,1144779.0,12207,2701,31884,3985.5,80.542125,0.544910494875,12933079696.15,108.30874542338499,13.538593177923124,0.4381693922888468,1.0385329619312906,0.031083027583222525,0.07315438042892718,3334222.5069055012,620961.045864798,154460.969149096,80.542125,0.4381693922888468,1.0385329619312906,667.7164251783587,1334.4990138067062,0.6635477097254333,1.47329650092081,5.480202217372657,0.06736853832442068,23.283054183670128,8,0.0,0.0,0.096773504451967,0.0,73.82445141065831,21.9435736677116,23.04075235109718,66.14420062695925,57.993730407523515,71.15987460815047,86.05015673981191,21.9435736677116,44.20062695924764,80.09404388714734,28.605015673981192,57.68025078369906,47.3,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,70.08
US.MRNA,2026-05-07,625450.0,625450.0,8989,8989,1250,1250.0,81.271,0.350380265,19359201576.61,13.346228268490439,13.346228268490439,7.1912,7.1912,0.10255380200860832,0.10255380200860832,219145.33674425,8175.06618775,80840.64901465,81.271,7.1912,7.1912,69.5794860384915,69.5794860384915,1.6845329249617151,1.6845329249617151,24.370721985326718,0.3333333333333333,23.686433677118487,1,0.0,0.0,0.0,,12.38244514106583,50.626959247648905,28.84012539184953,12.38244514106583,5.799373040752351,60.81504702194357,86.20689655172413,50.626959247648905,2.037617554858934,83.22884012539184,28.605015673981192,26.332288401253916,33.01,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,67.69
US.MRVL,2026-05-07,55939616.0,4073762.0,71025,10132,168798,4562.108108108108,76.5285135135135,0.2938206487027027,150510745000.0,518.6676617121356,14.018044911138798,7.973115114808681,224.0,1.6162351160147521,53.58338658146965,24575264.4963183,10700396.733755114,417823.461794479,76.5285135135135,7.973115114808681,224.0,2014.234886145782,7502.324125230202,0.45070280041387545,3.285714285714286,4.308477215106402,0.07730408092109113,25.737300313942296,37,0.69148468290235,2.1534431470052833,0.3211739959030108,1.0,89.34169278996865,83.07210031347962,85.57993730407524,86.52037617554859,88.08777429467085,84.1692789968652,84.01253918495298,83.07210031347962,87.14733542319749,92.00626959247649,85.8934169278997,69.43573667711598,83.36,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,66.09
US.MS,2026-05-07,1172455.0,626223.0,3158,1866,5775,2887.5,26.701999999999998,0.360302091,304968019366.95,26.558264317179486,13.279132158589743,5.356992008158463,10.48314606741573,0.08224992437250739,0.15871316788847145,425157.786011714,255129.371455636,28893.742097257,26.701999999999998,5.356992008158463,10.48314606741573,388.71077809191036,484.69272445820434,0.5712249902943879,0.78419452887538,0.4781019524963114,0.032196969696969696,26.44347275352489,2,0.0,0.0,0.0,,34.01253918495298,56.26959247648903,34.48275862068966,26.17554858934169,43.73040752351097,40.12539184952978,15.673981191222571,56.26959247648903,19.435736677115987,64.89028213166145,28.605015673981192,26.332288401253916,36.63,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,ATM,30.0,45.47
US.MSFT,2026-05-07,114935377.0,5586655.0,174103,17789,454111,6220.698630136986,28.22713698630137,0.23753548347945205,3074376557205.664,1021.7852955583619,13.997058843265231,4.60563174789603,254.0,27601.633023716706,2014913.0,54796307.030984186,49306422.343990415,1676698.88262221,28.22713698630137,4.60563174789603,254.0,1558.0063741101249,11856.357388316152,0.7254742858186926,2.1052631578947367,2.3042929267700716,0.09992935204844991,28.754123251007506,73,0.23242166454537,0.1909690394429015,0.1071676564823031,1.0,93.10344827586206,84.01253918495298,96.86520376175548,92.47648902821317,94.5141065830721,92.94670846394985,17.55485893416928,84.01253918495298,93.2601880877743,86.36363636363636,71.63009404388715,58.15047021943573,81.38,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,ATM,30.0,65.76
US.MSTR,2026-05-07,193444830.0,58937665.0,205161,19039,419689,7362.964912280701,73.37449122807017,0.33487166985964917,64794083948.22,810.508564001756,14.219448491258877,0.802614181134737,4.592087312414734,0.04182596779285215,0.2961665480963838,135350637.28407788,24019946.775047835,2322095.699793544,73.37449122807017,0.802614181134737,4.592087312414734,1339.318452748566,4498.3716226530305,0.324453958589723,0.9090909090909091,8.171025593812738,0.14105695571917215,24.89448013905687,57,0.08426943027996546,0.16275418829770352,0.40186760742067906,0.0,92.00626959247649,42.94670846394985,42.31974921630094,95.7680250783699,91.69278996865204,94.67084639498434,82.13166144200626,42.94670846394985,77.11598746081505,69.12225705329153,62.38244514106584,72.25705329153605,67.81,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,63.49
US.MTSI,2026-05-07,18904111.0,9890735.0,4092,1963,3241,648.2,103.3854,0.5422447734,23239458425.7,73.00919576170904,14.601839152341807,7.081450268778075,31.258064516129032,1.3458317607553791,6.273834847789123,11328177.422564726,11389784.163652487,56772.962757418,103.3854,7.081450268778075,31.258064516129032,3775.3681917293534,6218.224974200207,0.3645826311266529,0.5836059775400125,3.3161842233719563,0.04555555555555556,23.86911746516031,5,0.0,0.0,0.0,,66.61442006269593,70.0626959247649,77.74294670846395,81.50470219435736,88.55799373040753,54.075235109717866,93.73040752351098,70.0626959247649,83.38557993730407,56.58307210031348,28.605015673981192,26.332288401253916,64.74,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,62.98
US.MTZ,2026-05-07,2772231.0,2233928.0,1514,980,966,483.0,53.525999999999996,0.554007429,34237159943.68,27.815451211870602,13.907725605935301,2.001250537533426,3.192182410423453,0.09339788002462379,0.16794309537670984,1718257.803787849,700369.963669775,27981.411663609004,53.525999999999996,2.001250537533426,3.192182410423453,1643.7882098906978,2279.5183673469387,0.29667843802272786,0.3157894736842105,3.1435907235320175,0.1,24.256577439238892,2,0.0,0.0,0.0,,41.37931034482759,37.774294670846395,35.26645768025078,55.956112852664575,60.81504702194357,39.341692789968654,60.03134796238244,37.774294670846395,57.36677115987461,39.0282131661442,28.605015673981192,26.332288401253916,40.84,24.498567335243553,1,0.3333,N/A,,,,0.0,19.06
US.MU,2026-05-07,1196004170.0,47806585.0,471690,38540,442670,1689.5801526717557,87.48540076335878,0.2827445126946565,751973065206.8,3881.3781184514614,14.814420299433058,26.16241075018851,2803.0,35920.426593585806,2494288.0,647396153.9146303,719397585.1691167,4572790.831381465,87.48540076335878,26.16241075018851,2803.0,5195.538912295547,36110.15789473684,0.4982307956710632,1.4328768571881774,8.22830899134338,0.12389755229797518,27.345966342711968,262,0.3242994435801446,0.5424383927169989,0.20693826845102054,0.0,98.7460815047022,97.17868338557993,97.80564263322884,98.7460815047022,99.68652037617555,97.33542319749216,89.96865203761756,97.17868338557993,99.05956112852664,79.62382445141067,75.70532915360502,64.1065830721003,90.68,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,77.31
US.NBIX,2026-05-07,783900.0,783900.0,300,300,0,0.0,40.024,0.736260585,14782858500.66,13.572038015848918,13.572038015848918,300.0,300.0,783900.0,783900.0,577154.6725815,277360.0694631,5909.5618452,40.024,300.0,300.0,2613.0,2613.0,0.0,0.0,0.12392899116998879,0.005025125628140704,23.416734137126394,1,0.0,0.0,1.0,1.0,19.122257053291534,85.26645768025078,91.22257053291536,33.22884012539185,44.5141065830721,9.561128526645767,39.341692789968654,85.26645768025078,62.225705329153605,1.8808777429467085,28.605015673981192,94.35736677115987,61.22,24.498567335243553,1,0.3333,N/A,,,,0.0,22.45
US.NEM,2026-05-07,724171.0,724171.0,955,955,1835,1835.0,45.443,0.472011347,122875323136.4,13.492784212213566,13.492784212213566,0.5204359673024523,0.5204359673024523,0.03428701969854433,0.03428701969854433,341816.929168337,147230.163927931,12413.351850515,45.443,0.5204359673024523,0.5204359673024523,758.2942408376963,758.2942408376963,0.21000000000000013,0.21000000000000013,0.340055680193418,0.0136986301369863,25.534436045216186,1,0.0,0.0,0.0,,17.398119122257054,9.87460815047022,13.479623824451412,22.884012539184955,34.48275862068966,21.473354231974923,46.23824451410658,9.87460815047022,30.407523510971785,30.877742946708466,28.605015673981192,26.332288401253916,21.54,58.73925501432665,2,0.6667,ONGOING,,2026-05-08,ATM,60.0,52.96
US.NFLX,2026-05-07,19964103.0,2142597.0,96867,17469,206495,8978.04347826087,35.12834782608696,-0.1109345182173913,371687186066.56,312.4887946597571,13.586469333032918,0.7162652830366403,2.8979761114797613,0.03971399705441584,0.5562190567616504,11241276.454282273,1425893.881390152,1159700.668234637,35.12834782608696,0.7162652830366403,2.8979761114797613,609.25550253475,2312.8553719008264,0.3183530164758272,1.1066666666666667,3.391628329176413,0.11708899842080163,26.641318439798937,23,1.3888512633061942,0.8482894159400103,0.2627816536510556,0.0,85.26645768025078,36.206896551724135,52.507836990595614,81.34796238244513,69.43573667711598,91.06583072100314,31.03448275862069,36.206896551724135,58.15047021943573,73.66771159874608,92.16300940438872,67.24137931034483,62.07,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,62.54
US.NKE,2026-05-07,1629671.0,952671.0,7970,6590,10759,5379.5,39.666,0.03494592199999999,64981323008.04,27.19245397610687,13.596226988053434,0.7006916519307524,0.7680652680652681,0.048054568654784496,0.07080514549463826,683874.734693681,139717.019136268,93618.086209862,39.666,0.7006916519307524,0.7680652680652681,317.57141804666713,490.57971014492756,0.11254667662434652,0.2153846153846154,0.2597112854817985,0.013876199177706716,24.89736572723002,2,0.7106335765442634,0.2094081942336874,0.0,,38.71473354231975,13.636363636363635,22.570532915360502,36.990595611285265,33.38557993730408,64.26332288401254,38.4012539184953,13.636363636363635,19.74921630094044,31.347962382445143,86.20689655172413,26.332288401253916,31.37,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,57.42
US.NOW,2026-05-07,10989922.0,2182130.0,29038,7216,51527,4684.272727272727,52.24872727272727,0.09803194909090909,91837977400.0,150.75865010281865,13.705331827528967,0.8852590832117312,3.013333333333333,0.05775926150665327,0.1755415897309375,4695128.253357903,1161688.44236016,315189.203939359,52.24872727272727,0.8852590832117312,3.013333333333333,680.3295733995567,1430.0,0.2649878545083847,0.4968145420538898,3.214556804266735,0.10324225966071557,25.24329174620242,11,0.3991076456110293,0.13032308291163877,0.12254818551032483,0.0,77.74294670846395,36.990595611285265,36.36363636363637,71.63009404388715,67.39811912225704,80.56426332288402,57.210031347962385,36.990595611285265,45.924764890282134,50.94043887147336,79.3103448275862,58.93416927899686,55.43,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,61.43
US.NRG,2026-05-07,637790.0,637790.0,346,346,251,251.0,55.121,-0.914713039,31992350768.0,13.365765922451947,13.365765922451947,1.3784860557768925,1.3784860557768925,0.16868003292195002,0.16868003292195002,583394.82914381,23270.78988958,8104.919242219999,55.121,1.3784860557768925,1.3784860557768925,1843.3236994219653,1843.3236994219653,0.04193269126717894,0.04193269126717894,2.6940305649728633,0.1,24.188762672703138,1,0.0,0.0,1.0,0.0,13.009404388714735,26.332288401253916,35.42319749216301,33.5423197492163,10.658307210031348,13.322884012539186,62.38244514106584,26.332288401253916,52.66457680250783,8.150470219435736,28.605015673981192,94.35736677115987,38.74,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,DEEP_ITM,30.0,45.83
US.NUE,2026-05-07,4827538.0,3305998.0,1001,501,1787,893.5,39.882999999999996,0.877080803,53340242537.68,29.246483449930505,14.623241724965252,0.5661666578035063,0.6242197253433208,0.12105034461869858,0.17621630633981453,4384842.020378418,739312.7045317821,17774.42484874,39.882999999999996,0.5661666578035063,0.6242197253433208,4824.500994011976,6611.996,0.032246087478863435,0.04525981205085679,0.3944269566828069,0.0136986301369863,24.699956902721812,2,0.0,0.0,1.0,0.0,45.141065830721004,11.285266457680251,36.677115987460816,71.15987460815047,62.38244514106584,27.74294670846395,38.87147335423197,11.285266457680251,85.26645768025078,8.620689655172415,28.605015673981192,94.35736677115987,46.71,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,DEEP_ITM,30.0,47.15
US.NVDA,2026-05-07,1080851599.0,65880472.0,2261310,195798,3871602,15363.5,46.17798015873016,0.30767879144444443,5046259500000.0,3673.4543253410384,14.57719970373428,1.487137255771366,44.5,0.05409304426127534,5.477928394288878,633164482.8806008,201682218.61190954,21844487.43284094,46.17798015873016,1.487137255771366,44.5,1242.6835263389612,6984.022304832713,1.2298791871153365,8.75,2.4419827018934206,0.07712364226470365,29.249668391698066,252,0.11969923591830962,0.18527980509773417,0.11157731747038846,0.0,98.58934169278997,72.25705329153605,77.58620689655173,98.58934169278997,97.96238244514106,99.68652037617555,48.275862068965516,72.25705329153605,86.05015673981191,96.55172413793103,64.73354231974922,58.46394984326019,78.57,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,ATM,30.0,65.29
US.NXPI,2026-05-07,4754806.0,1770785.0,1985,620,1379,344.75,43.884,0.332256839,76637596030.45,55.79660164376093,13.949150410940232,6.851680701780792,17.952380952380953,0.6415321788556576,1.7389211787498726,2975781.2320569344,2417037.047212365,33164.166577693,43.884,6.851680701780792,17.952380952380953,2395.5944340198835,2940.2758620689656,0.218882607153643,0.4179567555786329,0.9514192078923833,0.0356308659599672,25.06235360309527,4,0.3040005792137941,0.23445273631840796,0.21818324448989085,0.0,60.9717868338558,63.00940438871473,66.92789968652038,64.57680250783699,75.39184952978056,42.78996865203762,43.8871473354232,63.00940438871473,65.04702194357367,45.141065830721004,75.07836990595611,64.89028213166145,63.0,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,ATM,30.0,49.87
US.ON,2026-05-07,6368572.0,1663273.0,8483,2324,4217,702.8333333333334,61.89516666666666,0.48050703049999993,41451600512.07,82.84578242103152,13.807630403505252,8.399660395541678,24.982456140350877,0.7503044151442354,2.4512505618778913,2981249.518219347,1302167.905054644,81363.15096724799,61.89516666666666,8.399660395541678,24.982456140350877,796.1176220564458,1102.2352551358515,0.30856028386101775,0.4049382716049382,0.6120581488738265,0.01821703754815709,24.44779233088406,6,0.0,0.0,0.0,,69.27899686520375,67.39811912225704,70.6896551724138,64.73354231974922,68.3385579937304,61.12852664576802,69.74921630094045,67.39811912225704,39.96865203761755,44.5141065830721,28.605015673981192,26.332288401253916,56.83,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,DEEP_OTM,30.0,61.66
US.ONTO,2026-05-07,527210.0,527210.0,505,505,57,57.0,69.113,0.274899325,14627095876.35,13.175356126899654,13.175356126899654,8.859649122807017,8.859649122807017,0.31454848650277284,0.31454848650277284,144929.67313325,177402.13237071002,2522.95449243,69.113,8.859649122807017,8.859649122807017,1043.980198019802,1043.980198019802,0.1778170201546395,0.1778170201546395,0.8276475235539603,0.022727272727272728,23.406141527649734,1,0.0,0.0,0.0,,7.836990595611286,53.44827586206896,43.103448275862064,7.210031347962382,37.30407523510972,5.015673981191222,77.27272727272727,53.44827586206896,38.87147335423197,26.802507836990596,28.605015673981192,26.332288401253916,34.17,58.73925501432665,2,0.6667,ONGOING,,2026-05-09,ATM,60.0,55.06
US.ORA,2026-05-07,761670.0,761670.0,1002,1002,778,778.0,60.865,0.695201872,7058555327.3,13.543269982904048,13.543269982904048,1.287917737789203,1.287917737789203,0.08523509339860261,0.08523509339860261,529514.4098462401,47970.30792645,24363.90160659,60.865,1.287917737789203,1.287917737789203,760.1497005988024,760.1497005988024,0.10276928979569465,0.10276928979569465,3.595783452432489,0.1,22.67750623979291,1,0.0,0.0,0.0,,18.65203761755486,24.921630094043888,25.705329153605017,31.347962382445143,17.86833855799373,36.52037617554859,68.65203761755487,24.921630094043888,30.56426332288401,17.86833855799373,28.605015673981192,26.332288401253916,27.86,24.498567335243553,1,0.3333,N/A,,,,0.0,16.89
US.ORCL,2026-05-07,179945687.0,13000163.0,272966,21873,579416,5571.307692307692,70.55321153846154,0.4315392098653846,558039205380.0,1458.1907706132959,14.021065102050922,1.1427970422055922,33.007936507936506,0.0333157274525682,0.4068618909365186,97041207.18722802,34214573.44958728,2323595.097195934,70.55321153846154,1.1427970422055922,33.007936507936506,1596.0865743327934,8171.648936170212,0.6322801844706301,2.117021276595745,5.799503768749231,0.09776248687844576,27.047695057398993,104,0.09310901109412265,0.1196905495370959,0.2090539241432333,0.0,95.92476489028213,70.53291536050156,47.33542319749217,94.35736677115987,92.6332288401254,94.82758620689656,79.62382445141067,70.53291536050156,88.55799373040753,86.67711598746082,62.85266457680251,64.26332288401254,74.59,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,ATM,30.0,64.62
