stock_owner,trade_date,turnover_sum,turnover_max,volume_sum,volume_max,option_open_interest_sum,option_open_interest_mean,option_implied_volatility_mean,option_delta_mean,market_val_last,cf_log_turnover_sum,cf_log_turnover_mean,cf_churn_mean,cf_churn_max,cf_notional_churn_mean,cf_notional_churn_max,cf_delta_flow_sum,cf_vega_flow_sum,cf_gamma_flow_sum,cf_iv_level_mean,cf_volume_oi_ratio_mean,cf_volume_oi_ratio_max,cf_turnover_per_contract_mean,cf_turnover_per_contract_max,cf_intraday_range_mean,cf_intraday_range_max,cf_theta_vega_ratio_mean,cf_dte_weight_mean,cf_market_val_log_last,contracts,uf_pcr_turnover,uf_pcr_volume,deep_turnover_share,deep_churning_count,fscore_cf_log_turnover,fscore_cf_churn,fscore_cf_notional_churn,fscore_cf_delta_flow,fscore_cf_vega_flow,fscore_cf_gamma_flow,fscore_cf_iv_level,fscore_cf_volume_oi_ratio,fscore_cf_turnover_per_contract,fscore_cf_intraday_range,fscore_uf_pcr_turnover,fscore_uf_deep_itm_share,daily_score,persist_score,active_days,persistence_ratio,stop_status,stop_date,peak_date,dominant_bucket,stop_bonus,final_score
US.AMD,2026-05-07,1487408180.0,43992593.0,867947,39893,586629,1661.8385269121814,74.03624645892351,0.3323034061898017,687162736355.838,5201.699209856588,14.735691812624895,105.23032729995603,10341.0,82855.43510809688,11260877.0,920752320.7504268,442155762.12682927,8783270.712059164,74.03624645892351,105.23032729995603,10341.0,4017.8574224233157,17761.280346820808,1.8284816869124318,13.70808678500986,6.238138869514218,0.11039763100545351,27.25583698082147,353,0.23760389342152696,0.5347144248978415,0.4132325936247036,0.0,99.52978056426332,99.52978056426332,99.84326018808778,99.37304075235109,99.05956112852664,98.7460815047022,83.07210031347962,99.52978056426332,96.08150470219435,98.11912225705329,71.78683385579937,72.5705329153605,92.72,84.38395415472779,3,1.0,ONGOING,,2026-05-09,DEEP_ITM,60.0,77.65
US.AMZN,2026-05-07,240563039.0,60981685.0,270659,27403,975109,11208.149425287356,37.49451724137931,0.47197433551724133,2957699510756.508,1231.8328813279697,14.158998635953676,0.6553227279990184,7.659119897959184,0.021669270759616475,0.31820385291214953,177319252.70106465,45875240.46051769,2758938.831392502,37.49451724137931,0.6553227279990184,7.659119897959184,1954.7692798087296,17665.18854961832,0.3332718650777665,1.142857142857143,2.7990200972796377,0.09320653314537426,28.715432889782345,87,0.0469433027653194,0.1519806257474963,0.5168466881564462,0.0,94.35736677115987,52.19435736677116,43.41692789968652,96.86520376175548,94.04388714733543,95.29780564263322,34.48275862068966,52.19435736677116,95.92476489028213,74.60815047021944,59.24764890282132,76.8025078369906,69.9,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,63.84
US.ANET,2026-05-07,19281132.0,3348053.0,37725,15709,26022,1239.142857142857,58.75719047619048,0.042812101190476196,185173457552.28,284.66127826500735,13.55529896500035,3.0551136943313604,45.932748538011694,0.10611405137559932,0.7026503644085955,7705277.172786031,1960065.460859843,304449.071930486,58.75719047619048,3.0551136943313604,45.932748538011694,1381.1482217800894,11309.53937007874,1.850979266207872,11.011838284565558,5.466307680700658,0.10310838324536954,25.944558831140654,21,0.9554769714523209,2.5727815134008902,0.3036946171002823,0.0,84.1692789968652,72.41379310344827,56.739811912225704,78.0564263322884,73.35423197492163,80.09404388714734,66.30094043887146,72.41379310344827,92.6332288401254,97.64890282131663,90.43887147335423,68.80877742946709,74.28,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,64.57
US.APP,2026-05-07,41089021.0,3589890.0,27949,3962,22195,652.7941176470588,166.23526470588234,0.17587774335294118,157649204779.45,471.77774330279243,13.875815979493895,2.0926661128257766,7.838028169014085,0.08894455813088502,0.4446716503552793,17671002.77962644,9224869.226123126,191724.065263829,166.23526470588234,2.0926661128257766,7.838028169014085,2243.738966288458,6671.004926108374,0.3659258171013451,0.7810615199034984,37.22121042473956,0.23270944741532976,25.78363817871575,34,0.26952676945474857,0.2385996011522269,0.03295804979145159,0.0,89.0282131661442,52.507836990595614,48.275862068965516,84.95297805642633,86.99059561128527,75.07836990595611,98.43260188087774,52.507836990595614,85.42319749216301,64.57680250783699,73.04075235109718,53.76175548589342,67.25,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,ATM,30.0,63.4
US.ARES,2026-05-07,1195837.0,693734.0,2088,1084,6405,3202.5,48.5345,0.5400732125,27932108303.0,26.576407870719002,13.288203935359501,0.33208187076679685,0.38371681415929204,0.015574914910342137,0.019826381198298392,670140.467258123,131996.83416611,34894.139691698,48.5345,0.33208187076679685,0.38371681415929204,570.0393022007909,639.9760147601476,0.14045630989770977,0.2024904733812721,1.8523124568169476,0.06136363636363637,24.053042699339265,2,0.0,0.0,0.0,,34.1692789968652,5.956112852664576,8.307210031347962,36.206896551724135,32.445141065830725,44.357366771159874,51.09717868338558,5.956112852664576,25.235109717868337,29.62382445141066,28.605015673981192,26.332288401253916,23.52,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,ATM,30.0,43.29
US.ARM,2026-05-07,203759772.0,11760102.0,180197,10757,91989,910.7821782178218,160.68331683168316,0.34794228364356433,252012600000.0,1435.6107667034437,14.213967987162809,11.154299937725781,255.0,9425.12561227066,951897.0,102289140.7372882,31878887.485323284,1458075.5439277,160.68331683168316,11.154299937725781,255.0,1835.778768280578,7131.333333333333,1.722910194613476,9.3359375,29.524687682818627,0.16873458060783056,26.252744923211843,101,0.14225267851573517,0.21105017675443902,0.2051060451716642,0.0,95.61128526645768,84.1692789968652,92.78996865203762,94.67084639498434,92.31974921630093,92.31974921630093,97.96238244514106,84.1692789968652,86.20689655172413,97.02194357366771,65.51724137931035,63.793103448275865,85.32,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,66.41
US.ASML,2026-05-07,48608478.0,14834876.0,9108,2049,7771,518.0666666666667,51.309999999999995,0.25076228813333334,595370083832.1,219.1581630956814,14.61054420637876,28.959561761647873,353.0,118982.22054918161,1784729.0,22332579.583985213,104014034.70214313,84952.494563976,51.309999999999995,28.959561761647873,353.0,5775.642646537659,15122.197757390419,1.2696178896126582,5.467529569292569,4.4789796609325,0.1030569008194579,27.112449038772123,15,0.45588525072575653,0.44319442243701473,0.0,,82.2884012539185,86.36363636363636,96.08150470219435,86.20689655172413,97.02194357366771,62.539184952978054,55.64263322884012,86.36363636363636,94.98432601880877,95.29780564263322,80.87774294670847,26.332288401253916,76.88,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,65.01
US.AVAV,2026-05-07,6205357.0,2719200.0,2143,808,365,91.25,88.95275000000001,0.714310874,8706990359.41,56.70503301270959,14.176258253177398,214.15907068395626,410.0,551379.748733483,1123051.0,4210851.910509786,1771871.1946060811,34538.409703447,88.95275000000001,214.15907068395626,410.0,2807.833354004356,3365.3465346534654,0.07820412549396738,0.1709451803227445,3.0412491419354164,0.0536764705882353,22.887392029684204,4,0.0,0.0,0.3554206470312667,1.0,61.75548589341693,87.46081504702194,93.8871473354232,70.6896551724138,72.10031347962382,43.8871473354232,90.59561128526646,87.46081504702194,69.74921630094045,25.705329153605017,28.605015673981192,71.00313479623824,72.77,58.73925501432665,2,0.6667,ONGOING,,2026-05-08,ATM,60.0,61.5
US.AVGO,2026-05-07,94414903.0,7179917.0,63601,6478,173637,2846.5081967213114,50.07062295081967,0.33802671303278686,2014317232200.96,854.4636867751127,14.007601422542832,11.967542248868664,230.0,120483.53712018125,3678530.0,51069836.47572628,44896857.97999051,612125.455508351,50.07062295081967,11.967542248868664,230.0,2742.4655993024435,15993.608695652174,0.4558502870914954,1.5703703703703704,3.2443215264022687,0.08522468129515497,28.331301411327402,61,0.16537132966592252,0.3027919457588234,0.2145520924805695,1.0,92.16300940438872,83.38557993730407,99.05956112852664,91.69278996865204,93.8871473354232,86.83385579937304,53.13479623824452,83.38557993730407,95.29780564263322,81.19122257053291,66.77115987460816,64.42006269592476,83.43,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,76.1
US.AXON,2026-05-07,6803497.0,2887065.0,2322,986,823,164.6,161.66500000000002,-0.022623458000000006,31089589477.86,69.79069029827573,13.958138059655147,2.9438045710666176,4.629107981220657,0.21335655989789223,0.35127496435618843,3346548.233936072,3288713.900510412,27934.929557639,161.66500000000002,2.9438045710666176,4.629107981220657,3864.728202135933,10614.20955882353,0.28991658040561397,0.5019611505416512,31.66075175503395,0.17480392156862745,24.16013885664749,5,1.7648085053812905,0.8605769230769231,0.4243501540457797,0.0,65.20376175548589,43.103448275862064,45.141065830721004,66.30094043887146,78.0564263322884,39.0282131661442,98.11912225705329,43.103448275862064,91.37931034482759,51.724137931034484,93.8871473354232,73.1974921630094,62.82,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,ATM,30.0,49.84
US.BA,2026-05-07,5802443.0,1128805.0,8200,3061,27762,3966.0,34.19557142857143,0.226703943,181254354966.83,95.06884762464581,13.581263946377973,1.498322483999477,8.502777777777778,0.034400595408762925,0.13637061037900425,2359001.8828081167,2189094.093547842,81567.050403002,34.19557142857143,1.498322483999477,8.502777777777778,896.6174541117898,1721.573619631902,0.26311009075766695,0.6412213740458015,0.6054325653949568,0.030094979466838763,25.92316715780126,7,0.4010763946068714,0.26640926640926643,0.0,,72.10031347962382,52.97805642633229,32.288401253918494,60.9717868338558,74.60815047021944,61.442006269592476,29.46708463949843,52.97805642633229,50.626959247648905,60.658307210031346,79.46708463949844,26.332288401253916,50.56,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,70.62
US.BABA,2026-05-07,63852718.0,5509222.0,118183,11565,296233,7405.825,52.920075,0.516928836275,339321454209.92,562.4781573256186,14.061953933140463,1.171610481503945,20.485207100591715,0.06473094936562862,1.0725119815791588,32438382.582716998,10659328.227955796,1265841.072765484,52.920075,1.171610481503945,20.485207100591715,797.2328425847884,3018.0022222222224,1.5561223459062856,10.867924528301886,3.8985150549708862,0.09531075029507745,26.55021373753903,40,0.06249783890316419,0.03361028511457058,0.053729051909740165,0.0,89.81191222570533,64.26332288401254,61.12852664576802,89.34169278996865,87.93103448275862,91.53605015673982,58.15047021943573,64.26332288401254,66.4576802507837,97.4921630094044,61.12852664576802,54.54545454545454,70.29,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,ATM,30.0,63.91
US.BAC,2026-05-07,575564.0,575564.0,14835,14835,19124,19124.0,29.919,0.374414143,380377258893.6,13.263107446031226,13.263107446031226,0.7757268353900858,0.7757268353900858,0.005615004354924812,0.005615004354924812,215499.30180165198,8544.484712368001,186127.96007709202,29.919,0.7757268353900858,0.7757268353900858,38.79770812268284,38.79770812268284,2.1081081081081083,2.1081081081081083,8.943451619934832,0.3333333333333333,26.664429383744928,1,0.0,0.0,0.0,,9.404388714733543,13.793103448275861,0.9404388714733543,11.598746081504702,6.112852664576803,74.29467084639498,21.003134796238246,13.793103448275861,0.6269592476489028,86.52037617554859,28.605015673981192,26.332288401253916,18.24,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,65.23
US.BG,2026-05-07,717241.0,717241.0,774,774,324,324.0,31.51,-0.54551463,24455983395.75,13.483168580069313,13.483168580069313,2.388888888888889,2.388888888888889,0.1756213240875412,0.1756213240875412,391265.45873583,158379.656434587,16521.624200529,31.51,2.388888888888889,2.388888888888889,926.6679586563307,926.6679586563307,0.10958904109589027,0.10958904109589027,0.19171866799733772,0.0136986301369863,23.920140742631787,1,0.0,0.0,0.0,,16.77115987460815,33.22884012539185,36.52037617554859,24.45141065830721,35.26645768025078,26.01880877742947,23.510971786833856,33.22884012539185,35.893416927899686,18.96551724137931,28.605015673981192,26.332288401253916,29.16,24.498567335243553,1,0.3333,N/A,,,,0.0,17.11
US.BIDU,2026-05-07,6212971.0,1339509.0,8350,2477,15725,1965.625,64.353875,0.613772821,47836121328.81,108.14883118579942,13.518603898224928,1.3327444774203305,3.949514563106796,0.07216917110999145,0.24359457133731935,3819952.2478115107,873706.278704176,88157.841915341,64.353875,1.3327444774203305,3.949514563106796,1073.5361558979887,2153.551446945338,1.7958869781475055,4.419276038196758,4.437510915034482,0.07861405147364052,24.59104686742006,8,0.0,0.0,0.5013870175798342,0.0,73.66771159874608,40.909090909090914,40.59561128526646,68.18181818181817,63.94984326018809,63.00940438871473,71.9435736677116,40.909090909090914,56.112852664576806,94.20062695924764,28.605015673981192,75.86206896551724,57.28,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,71.74
US.BILI,2026-05-07,659577.0,659577.0,2564,2564,176,176.0,58.612,0.668621193,9319870983.39,13.399355515563734,13.399355515563734,14.568181818181818,14.568181818181818,1.675277868086317,1.675277868086317,441007.160615361,18368.652213780002,53171.311108443,58.612,14.568181818181818,14.568181818181818,257.2453198127925,257.2453198127925,0.23711589644326164,0.23711589644326164,0.7299143169232514,0.022727272727272728,22.955414622671487,1,0.0,0.0,0.0,,14.263322884012538,60.18808777429467,66.30094043887146,26.64576802507837,8.620689655172415,52.97805642633229,66.14420062695925,60.18808777429467,9.717868338557993,33.38557993730408,28.605015673981192,26.332288401253916,39.91,24.498567335243553,1,0.3333,N/A,,,,0.0,18.9
US.BKNG,2026-05-07,3462500.0,1887500.0,5000,2500,2851,1425.5,17.3295,-0.392166013,130427538347.52,28.720530755068808,14.360265377534404,7.1894732594968636,13.440860215053764,0.31900082681344366,0.6028902960055603,1480426.699075,145204.080175,61628.9588,17.3295,7.1894732594968636,13.440860215053764,692.5,755.0,0.0,0.0,0.9019824939554252,0.21666666666666667,25.59408364779713,2,0.0,0.0,0.0,,43.8871473354232,59.24764890282132,54.38871473354232,52.35109717868338,34.1692789968652,55.4858934169279,6.426332288401254,59.24764890282132,30.250783699059564,1.8808777429467085,28.605015673981192,26.332288401253916,41.99,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,ATM,30.0,46.37
US.BRK.B,2026-05-07,858490.0,858490.0,2209,2209,2287,2287.0,17.745,0.657203955,1013354797979.91,13.662931475863434,13.662931475863434,0.9658941845212068,0.9658941845212068,0.00798966061657576,0.00798966061657576,564203.0233279499,108319.67613699,51784.93923342,17.745,0.9658941845212068,0.9658941845212068,388.63286555002264,388.63286555002264,0.8725099601593626,0.8725099601593626,5.446670131863492,0.3333333333333333,27.644287524672233,1,0.0,0.0,0.0,,20.846394984326018,18.65203761755486,2.19435736677116,32.60188087774294,29.310344827586203,52.35109717868338,6.896551724137931,18.65203761755486,16.4576802507837,68.02507836990596,28.605015673981192,26.332288401253916,22.44,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,65.93
US.BROS,2026-05-07,525350.0,525350.0,2284,2284,320,320.0,108.349,-0.305427457,7517902255.32,13.171821889608019,13.171821889608019,7.1375,7.1375,0.27797472908906196,0.27797472908906196,160456.31453495,17067.77305975,18338.14711155,108.349,7.1375,7.1375,230.01313485113835,230.01313485113835,0.17601295455345514,0.17601295455345514,6.113158471866176,0.1,22.740552980716302,1,0.0,0.0,0.0,,7.6802507836990594,50.470219435736674,42.00626959247649,8.150470219435736,8.307210031347962,28.683385579937305,94.5141065830721,50.470219435736674,8.150470219435736,26.489028213166144,28.605015673981192,26.332288401253916,31.81,24.498567335243553,1,0.3333,N/A,,,,0.0,17.55
US.BWA,2026-05-07,763395.0,763395.0,5480,5480,5889,5889.0,43.468,0.308752085,12242113002.08,13.545532179562484,13.545532179562484,0.9305484802173544,0.9305484802173544,0.021819671325685765,0.021819671325685765,235699.79792857502,54811.693057845,30333.575901105003,43.468,0.9305484802173544,0.9305484802173544,139.30565693430657,139.30565693430657,0.5862068965517241,0.5862068965517241,0.5306826494534235,0.022727272727272728,23.22814773010217,1,0.0,0.0,0.0,,18.808777429467085,16.927899686520377,9.247648902821316,13.94984326018809,19.74921630094044,41.53605015673981,43.41692789968652,16.927899686520377,4.38871473354232,57.05329153605015,28.605015673981192,26.332288401253916,20.88,58.73925501432665,2,0.6667,ACTIVE,,2026-05-07,DEEP_OTM,30.0,42.85
US.C,2026-05-07,1552571.0,920905.0,4050,2797,5412,2706.0,34.7325,0.1729133275,217634560000.0,27.089230882588538,13.544615441294269,0.7247247137790213,0.81048971312663,0.025573998137364114,0.0368032831435564,553143.514020504,322851.29270101397,25174.268501350998,34.7325,0.7247247137790213,0.81048971312663,480.3985319751723,734.9600957701516,0.1721512770137524,0.25,0.189148722882796,0.010525785656728445,26.106083162851085,2,0.6859187429756598,2.232242617717478,0.0,,37.61755485893417,14.733542319749215,13.94984326018809,31.974921630094045,47.64890282131661,37.30407523510972,30.407523510971785,14.733542319749215,29.46708463949843,34.79623824451411,85.57993730407524,26.332288401253916,29.57,84.38395415472779,3,1.0,ONGOING,,2026-05-09,ATM,60.0,67.12
US.CAR,2026-05-07,5485098.0,1167364.0,2780,1068,4618,769.6666666666666,74.34733333333334,-0.7259243393333333,5801422450.78,82.10031542745084,13.68338590457514,1.899195607436804,3.888888888888889,0.3406251296879396,0.8300914931859339,3854733.107927268,623867.557342913,63760.237718612996,74.34733333333334,1.899195607436804,3.888888888888889,2322.6207852979664,3505.5238095238096,0.3162460819310725,0.4636955098021406,4.173349366324241,0.10256238859180035,22.481368974736743,6,0.0,0.0,0.7871753613153311,0.0,68.49529780564264,40.43887147335423,58.620689655172406,68.65203761755487,58.15047021943573,55.956112852664575,83.5423197492163,40.43887147335423,70.53291536050156,48.43260188087774,28.605015673981192,83.5423197492163,59.99,84.38395415472779,3,1.0,ACTIVE,,2026-05-08,DEEP_ITM,30.0,62.19
US.CAT,2026-05-07,17102700.0,10620160.0,1764,693,2301,460.2,55.977599999999995,0.5401055325999999,426936526802.19,72.81741736551109,14.563483473102218,1.4218259541063265,4.95,0.07615197883975537,0.16069212414220713,14580916.566806765,7949747.222351148,24215.429650183,55.977599999999995,1.4218259541063265,4.95,14519.540947298072,53100.8,0.2735809547633644,0.7570755079162763,1.3935047339626818,0.049137032424703665,26.779901189952795,5,0.04875647236604236,0.13367609254498714,0.8055672496155578,0.0,66.30094043887146,43.8871473354232,34.79623824451411,83.5423197492163,85.8934169278997,36.36363636363637,63.16614420062696,43.8871473354232,99.68652037617555,64.1065830721003,59.71786833855799,84.01253918495298,62.19,84.38395415472779,3,1.0,ACTIVE,,2026-05-07,DEEP_ITM,30.0,62.56
US.CBOE,2026-05-07,675977.0,675977.0,448,448,16,16.0,28.427,-0.335757748,36210209264.0,13.423915810116823,13.423915810116823,28.0,28.0,1.2210567196531792,1.2210567196531792,226964.515219796,516706.43376534904,4189.018653368,28.427,28.0,28.0,1508.877232142857,1508.877232142857,0.12420965466909001,0.12420965466909001,0.09157362224693692,0.007352941176470588,24.312606939911902,1,0.0,0.0,0.0,,15.360501567398119,68.49529780564264,62.695924764890286,13.166144200626958,54.2319749216301,7.366771159874608,18.025078369905955,68.49529780564264,47.492163009404386,20.846394984326018,28.605015673981192,26.332288401253916,40.13,58.73925501432665,2,0.6667,ONGOING,,2026-05-09,ATM,60.0,56.06
